"complementaryfilter",,,"GPSx","GPSy","GPSz","mu",,,,,,
-2704007.8471,-4261139.4754,3887357.4163,-2704007.9173,-4261163.4576,3887294.7211,-2704012.7399,-0.050115,-4261132.2558,0.26344,3887360.2288,-0.026048,
-2704008.6438,-4261142.5471,3887347.143,-2704005.7569,-4261192.9319,3887285.0305,-2704011.962,-0.024397,-4261139.9977,0.2476,3887348.6521,-0.019128,
-2704005.643,-4261141.1765,3887343.5021,-2704017.8323,-4261162.6431,3887256.1705,-2704012.6213,-0.017521,-4261142.8743,0.23559,3887334.4156,-0.015202,
-2704004.2512,-4261136.8636,3887339.9808,-2703982.0464,-4261122.6885,3887313.4607,-2704009.199,-0.0073219,-4261140.2706,0.23119,3887331.1889,-0.012307,
-2704006.1289,-4261136.4356,3887339.189,-2703991.1044,-4261087.6454,3887308.325,-2704007.1737,-0.016784,-4261133.5155,0.24459,3887327.6685,-0.015333,
-2704009.1557,-4261135.3268,3887341.7601,-2704025.6247,-4261125.6052,3887333.4771,-2704009.2414,-0.017946,-4261132.4816,0.25895,3887328.5612,-0.019394,
-2704014.0573,-4261139.1664,3887344.003,-2704036.1531,-4261125.7572,3887366.0427,-2704012.2565,-0.011085,-4261131.5984,0.26424,3887334.3301,0.026685,
-2704017.3748,-4261143.2668,3887342.7913,-2704059.7702,-4261179.4131,3887368.8498,-2704017.579,-0.044488,-4261137.6947,0.25493,3887339.6471,0.070994,
-2704019.1474,-4261140.2714,3887343.0733,-2704047.4268,-4261176.4012,3887333.6575,-2704020.9259,-0.061167,-4261142.6264,0.22863,3887338.7319,0.098274,
-2704023.3947,-4261137.7826,3887339.7686,-2704038.9184,-4261113.6757,3887345.2354,-2704022.9458,-0.042231,-4261138.9018,0.20801,3887339.7409,0.084196,
-2704027.1317,-4261138.7861,3887336.3371,-2704061.4731,-4261132.7791,3887310.9319,-2704027.2631,0.0024667,-4261138.1004,0.18925,3887335.313,0.063987,
-2704030.0202,-4261141.346,3887331.922,-2704059.9761,-4261163.2983,3887302.201,-2704030.9262,0.011638,-4261141.3088,0.17738,3887330.2217,0.064568,
-2704032.52,-4261140.8354,3887331.5701,-2704056.0146,-4261173.4949,3887293.1855,-2704033.7356,-0.02291,-4261145.4126,0.17202,3887324.5269,0.080062,
-2704033.9392,-4261142.0624,3887329.0754,-2704055.1873,-4261139.3128,3887326.6439,-2704036.1405,-0.045735,-4261144.617,0.16488,3887324.8591,0.066627,
-2704035.9649,-4261144.6767,3887327.8256,-2704047.3375,-4261159.8212,3887308.7188,-2704037.3989,-0.060729,-4261146.5486,0.15831,3887322.3784,-0.004563,
-2704038.8323,-4261143.8599,3887328.8426,-2704055.1075,-4261172.0655,3887319.9642,-2704039.3878,-0.074258,-4261149.8003,0.16471,3887322.0045,-0.070422,
-2704041.5536,-4261145.5087,3887331.322,-2704063.8652,-4261136.5487,3887342.4855,-2704042.1356,-0.073171,-4261148.0897,0.18146,3887325.1507,-0.081377,
-2704042.9848,-4261145.4158,3887328.0854,-2704067.2803,-4261158.3694,3887358.1918,-2704044.9573,-0.041135,-4261149.3893,0.19316,3887330.2311,-0.032586,
-2704045.7967,-4261144.3377,3887325.1536,-2704057.099,-4261142.3254,3887301.3193,-2704046.3206,-0.034981,-4261148.4684,0.19155,3887325.7795,0.01817,
-2704047.0562,-4261146.3799,3887320.1046,-2704071.5446,-4261132.2111,3887300.6991,-2704049.1494,-0.070645,-4261146.3715,0.17191,3887321.9212,0.038572,
-2704048.4553,-4261148.5564,3887317.8584,-2704059.2137,-4261162.0969,3887273.0063,-2704050.2834,-0.097773,-4261148.3693,0.15356,3887314.3943,0.005285,
-2704049.9117,-4261147.764,3887318.7835,-2704060.7624,-4261164.5374,3887303.339,-2704051.465,-0.069855,-4261150.4251,0.14927,3887312.6919,-0.037668,
-2704049.8175,-4261144.8635,3887316.1688,-2704063.0636,-4261135.2856,3887327.2796,-2704052.7687,-0.0049488,-4261148.4744,0.1629,3887314.9341,-0.035708,
-2704050.5008,-4261146.7042,3887318.2666,-2704049.165,-4261113.3838,3887293.1189,-2704052.3646,0.035244,-4261143.9692,0.1741,3887311.5737,-0.019783,
-2704049.6831,-4261146.3727,3887312.3477,-2704057.2139,-4261158.9456,3887340.3406,-2704052.9039,0.0623,-4261145.8707,0.16795,3887316.0007,0.0089362,
-2704048.8702,-4261147.1527,3887305.0839,-2704042.6292,-4261135.9624,3887263.0498,-2704051.7479,0.05416,-4261144.5881,0.16254,3887307.8498,-0.036089,
-2704050.9864,-4261146.0779,3887306.9888,-2704040.8307,-4261149.5674,3887243.1192,-2704050.5213,0.017823,-4261145.2112,0.15981,3887297.8824,-0.063925,
-2704051.2129,-4261150.9556,3887300.0423,-2704070.7681,-4261130.9875,3887327.6667,-2704052.7883,-0.030208,-4261143.3769,0.16478,3887302.4635,0.0057324,
-2704050.2479,-4261153.4779,3887293.8042,-2704054.0906,-4261186.9024,3887244.9821,-2704052.9374,-0.054826,-4261148.9329,0.16212,3887293.6175,0.052317,
-2704047.8055,-4261154.8565,3887282.692,-2704041.3941,-4261166.8945,3887240.6526,-2704051.6488,-0.023002,-4261151.2175,0.15447,3887285.4699,0.069448,
-2704047.6107,-4261154.6944,3887276.6958,-2704024.9635,-4261157.4415,3887185.5004,-2704048.6616,0.0055349,-4261152.0008,0.14453,3887270.0857,-0.011956,
-2704048.2098,-4261156.4926,3887274.1432,-2704046.1827,-4261141.5622,3887226.0561,-2704048.3835,0.0049413,-4261150.6523,0.14061,3887263.3067,-0.040851,
-2704048.2798,-4261158.9549,3887267.9952,-2704055.0036,-4261155.4625,3887252.8677,-2704049.1255,-0.039996,-4261151.2557,0.14128,3887261.6979,0.012558,
-2704047.6045,-4261163.5058,3887262.1639,-2704048.8827,-4261162.2562,3887212.6361,-2704049.1031,-0.09296,-4261152.6512,0.14,3887254.1499,0.1073,
-2704047.9348,-4261170.6792,3887260.8295,-2704041.5959,-4261183.6518,3887209.5715,-2704048.2709,-0.1037,-4261156.6065,0.13009,3887247.2987,0.15475,
-2704045.8166,-4261175.0661,3887255.72,-2704050.9778,-4261214.8758,3887247.9584,-2704048.583,-0.094912,-4261164.0525,0.12254,3887247.4118,0.10266,
-2704043.5762,-4261175.2709,3887245.641,-2704026.6406,-4261192.9631,3887209.4544,-2704046.1332,-0.055751,-4261167.7416,0.12851,3887241.575,-0.0011173,
-2704043.4057,-4261176.7774,3887235.358,-2704023.4084,-4261154.9909,3887155.1591,-2704043.5922,-0.013744,-4261166.0983,0.14837,3887228.2719,-0.053337,
-2704037.9524,-4261174.4907,3887228.6916,-2704042.0522,-4261167.9316,3887143.2872,-2704043.4202,0.017158,-4261166.3197,0.16426,3887215.1877,-0.0030787,
-2704036.6072,-4261177.9394,3887225.0599,-2703988.709,-4261133.1879,3887168.6031,-2704037.2914,0.018995,-4261162.0651,0.17117,3887208.0189,0.065355,
-2704035.3678,-4261187.7333,3887221.8277,-2704024.5104,-4261189.6062,3887192.326,-2704035.8593,-0.022731,-4261165.5749,0.16749,3887205.6087,0.056816,
-2704034.6664,-4261200.3451,3887220.2861,-2704024.0532,-4261254.6442,3887192.5821,-2704034.5394,-0.033216,-4261176.9593,0.16206,3887203.6066,-0.004838,
-2704034.5899,-4261209.2933,3887218.9696,-2704028.394,-4261294.3647,3887206.3462,-2704033.8535,-0.004786,-4261191.9704,0.16397,3887204.0271,-0.032857,
-2704033.8854,-4261211.3828,3887216.4751,-2704033.9543,-4261270.2473,3887206.9115,-2704033.8643,0.035109,-4261201.9737,0.17174,3887204.4695,0.0081228,
-2704031.0787,-4261216.6129,3887214.0474,-2704027.6591,-4261211.0076,3887193.601,-2704033.1658,0.051654,-4261203.1148,0.17876,3887202.7984,0.047952,
-2704029.305,-4261220.6887,3887211.7349,-2704006.3318,-4261243.1568,3887191.7438,-2704030.156,0.052453,-4261208.2237,0.17711,3887201.1,0.01593,
-2704026.9248,-4261239.7964,3887215.0784,-2704013.2535,-4261237.625,3887190.9977,-2704028.2583,0.057638,-4261211.971,0.1787,3887199.5444,-0.050222,
-2704029.0505,-4261255.7049,3887213.2662,-2704005.3088,-4261389.5063,3887245.0017,-2704025.6829,0.062725,-4261234.676,0.1792,3887206.5363,-0.079007,
-2704029.2169,-4261268.6135,3887211.5799,-2704047.9453,-4261374.4964,3887196.7054,-2704028.1707,0.057718,-4261252.5541,0.18812,3887205.0172,-0.05202,
-2704028.7759,-4261277.828,3887209.5012,-2704030.5727,-4261363.5588,3887196.3724,-2704028.4347,0.051765,-4261266.7439,0.18895,3887203.6838,0.004752,
-2704027.8648,-4261283.3921,3887207.2818,-2704024.5162,-4261337.5739,3887190.8888,-2704027.9914,0.043396,-4261275.7923,0.17813,3887201.7157,0.038748,
-2704029.3039,-4261301.4411,3887207.9817,-2704019.5342,-4261313.2825,3887186.9604,-2704027.0409,0.023705,-4261280.5749,0.16568,3887199.4471,0.015862,
-2704026.8977,-4261326.3764,3887213.0122,-2704042.1884,-4261447.6269,3887214.1023,-2704028.7358,-0.0025669,-4261301.9396,0.15161,3887201.7035,-0.01003,
-2704025.5631,-4261333.9609,3887213.5272,-2704005.3471,-4261537.5356,3887257.6621,-2704026.1165,0.0056821,-4261332.0775,0.15359,3887210.3166,0.0086272,
-2704025.2027,-4261355.5588,3887213.9643,-2704013.5366,-4261386.0324,3887218.0543,-2704024.7062,0.047193,-4261338.9688,0.17478,3887211.5092,0.041378,
-2704023.3825,-4261367.7272,3887214.5692,-2704021.872,-4261530.6962,3887217.912,-2704024.3836,0.089677,-4261363.4905,0.17147,3887212.4986,0.054497,
-2704019.5103,-4261371.5404,3887213.9233,-2704006.8423,-4261457.6862,3887220.0498,-2704022.4114,0.079755,-4261375.5305,0.1737,3887213.6647,0.025164,
,,,-2703984.3585,-4261389.3707,3887208.118,-2704018.144,0.024911,-4261377.2865,0.17541,3887212.812,-0.011456,
