"complementaryfilter",,,"GPSx","GPSy","GPSz","mu",,,,,,
-2703968.5418,-4261183.6365,3887181.8222,-2703931.6808,-4261240.5918,3887201.1859,-2703961.9004,0.0072376,-4261213.6115,0.22117,3887199.8413,0.008517,
-2703968.8255,-4261187.7684,3887183.2607,-2703949.1139,-4261251.6253,3887201.6074,-2703960.4855,0.016231,-4261218.4291,0.22149,3887200.1122,-0.032287,
-2703967.7757,-4261189.4762,3887184.2381,-2703980.0356,-4261283.9159,3887235.5961,-2703962.6516,0.030572,-4261226.7539,0.21885,3887205.5655,-0.017597,
-2703968.3404,-4261192.5136,3887185.2955,-2703940.3367,-4261221.3531,3887220.2766,-2703960.1691,0.03729,-4261226.0459,0.22102,3887207.8277,0.022366,
-2703968.2181,-4261195.0176,3887186.5445,-2703976.4441,-4261261.8159,3887219.6342,-2703961.9777,0.017872,-4261230.5928,0.21777,3887209.6469,0.05844,
-2703967.7527,-4261200.0282,3887188.0123,-2703961.2337,-4261237.8455,3887225.7115,-2703961.8938,-0.0075947,-4261231.5002,0.21885,3887212.1232,0.049715,
-2703968.0702,-4261205.4095,3887190.0161,-2703951.0934,-4261320.5056,3887233.483,-2703960.6899,-0.025144,-4261242.8551,0.21464,3887215.413,0.0060294,
-2703967.7407,-4261210.3052,3887191.5442,-2703977.526,-4261329.2815,3887250.2105,-2703962.5718,-0.019888,-4261253.8847,0.21444,3887220.7672,-0.039748,
-2703967.5047,-4261215.4042,3887192.8359,-2703956.0647,-4261311.8999,3887243.9594,-2703961.8459,0.0079442,-4261261.2843,0.21601,3887224.3336,-0.022932,
-2703966.8989,-4261217.5058,3887193.3507,-2703958.6128,-4261315.9155,3887233.6016,-2703961.4832,0.036635,-4261268.2525,0.21642,3887225.7595,0.027384,
-2703968.9454,-4261222.3943,3887193.7059,-2703948.0463,-4261217.0632,3887206.6255,-2703959.9771,0.045456,-4261261.6857,0.22267,3887222.8179,0.06372,
-2703969.2251,-4261226.1131,3887194.6253,-2704028.7661,-4261311.3911,3887203.603,-2703967.6688,0.008174,-4261268.0252,0.21823,3887219.865,0.032753,
-2703970.6162,-4261230.8062,3887196.0424,-2703973.7809,-4261290.4989,3887223.2621,-2703968.3527,-0.024432,-4261270.8814,0.21939,3887220.3891,-0.021961,
-2703970.0023,-4261233.4656,3887197.0118,-2704020.5191,-4261331.2747,3887241.2861,-2703974.1938,-0.068485,-4261278.5897,0.21714,3887223.6026,-0.058797,
-2703970.2484,-4261237.8957,3887198.2905,-2703965.985,-4261261.7732,3887229.3064,-2703973.2823,-0.12055,-4261276.4189,0.22111,3887224.4748,-0.085684,
-2703971.4933,-4261242.8098,3887199.357,-2703992.6624,-4261320.255,3887236.5435,-2703975.4641,-0.19003,-4261282.009,0.21852,3887226.325,-0.093135,
-2703973.6115,-4261249.4639,3887201.334,-2704022.8907,-4261335.0122,3887230.6729,-2703980.7917,-0.24293,-4261288.7725,0.21819,3887226.9859,-0.10818,
-2703975.9177,-4261256.7225,3887202.9723,-2704047.9948,-4261391.0148,3887263.7234,-2703988.337,-0.23123,-4261301.8374,0.21493,3887232.632,-0.089867,
-2703977.39,-4261261.651,3887204.1205,-2704053.7011,-4261416.4481,3887254.6545,-2703995.6756,-0.20621,-4261316.4855,0.21246,3887236.0152,-0.053971,
-2703978.2798,-4261266.0995,3887204.8034,-2704029.3425,-4261345.1798,3887240.0104,-2703999.4633,-0.19165,-4261320.139,0.21542,3887236.6271,0.00021118,
-2703980.9311,-4261271.3552,3887206.114,-2704013.2653,-4261336.2836,3887227.5063,-2704001.0257,-0.18355,-4261322.1863,0.21538,3887235.2254,0.076191,
-2703981.9298,-4261275.8411,3887207.2778,-2704075.7604,-4261369.0096,3887246.8058,-2704009.4113,-0.20819,-4261328.1598,0.21265,3887237.0162,0.13932,
-2703984.8359,-4261280.5659,3887208.8861,-2704024.0493,-4261353.2785,3887243.1138,-2704011.0687,-0.19529,-4261331.3558,0.21286,3887237.9667,0.14446,
-2703985.9636,-4261285.2073,3887210.2142,-2704083.874,-4261365.3557,3887261.83,-2704019.2382,-0.15544,-4261335.6885,0.21187,3887241.6514,0.12144,
-2703988.995,-4261290.2597,3887211.5822,-2704024.408,-4261370.284,3887254.3968,-2704019.8306,-0.14282,-4261340.0974,0.21134,3887243.6227,0.094519,
-2703990.5075,-4261292.5469,3887212.8014,-2704098.9677,-4261389.1418,3887255.5827,-2704028.7067,-0.18891,-4261346.3555,0.21064,3887245.4722,0.11505,
-2703994.1279,-4261295.9281,3887214.5782,-2704048.6716,-4261392.0815,3887250.6573,-2704030.9596,-0.1998,-4261352.1891,0.21108,3887246.28,0.11364,
-2703993.9274,-4261295.2078,3887215.2928,-2704114.1158,-4261478.776,3887278.4237,-2704040.2897,-0.19312,-4261368.371,0.20636,3887251.2365,0.084745,
-2703995.4267,-4261295.4238,3887216.1714,-2703987.1941,-4261344.518,3887236.1119,-2704034.3599,-0.15606,-4261365.3002,0.21415,3887248.9132,-0.00077872,
-2704000.7456,-4261300.7414,3887218.9973,-2704048.5896,-4261375.5118,3887239.7746,-2704035.9662,-0.10889,-4261366.5884,0.21319,3887247.5057,-0.025681,
-2704006.077,-4261306.3052,3887221.5489,-2704167.2544,-4261546.0774,3887316.4712,-2704050.6789,-0.11075,-4261389.5406,0.2034,3887258.121,0.043003,
-2704009.8755,-4261309.5491,3887223.2713,-2704183.5583,-4261555.33,3887301.2104,-2704065.5707,-0.14002,-4261410.7402,0.20324,3887264.7589,0.10784,
-2704016.5411,-4261313.6864,3887224.7859,-2704136.9202,-4261481.8324,3887289.8989,-2704073.5737,-0.14498,-4261419.8206,0.20928,3887268.6376,0.10556,
-2704019.7687,-4261315.9145,3887226.5439,-2704225.1074,-4261522.1616,3887282.7106,-2704090.5567,-0.13108,-4261432.8998,0.20872,3887270.8111,0.047226,
-2704022.2672,-4261317.8599,3887227.8896,-2704123.5006,-4261460.6843,3887270.4778,-2704094.2573,-0.1107,-4261436.4373,0.21327,3887270.7625,0.0026571,
-2704022.7949,-4261318.4411,3887228.2833,-2704103.3189,-4261445.3203,3887266.08,-2704095.2817,-0.098051,-4261437.5555,0.21639,3887270.0425,0.020354,
-2704024.8713,-4261319.374,3887229.172,-2704035.9712,-4261404.9474,3887253.8045,-2704088.6479,-0.087245,-4261433.3634,0.22145,3887267.5454,0.041966,
-2704027.9291,-4261321.7322,3887229.546,-2704088.6533,-4261422.2085,3887258.9011,-2704088.6575,-0.1417,-4261431.9165,0.22339,3887266.2181,0.030992,
-2704028.1778,-4261321.021,3887229.4145,-2704123.1489,-4261476.5708,3887238.5954,-2704092.5339,-0.18747,-4261437.6118,0.22144,3887261.967,-0.036454,
-2704030.8371,-4261321.0407,3887228.8466,-2704039.5963,-4261377.7794,3887223.4774,-2704086.6221,-0.19221,-4261429.9352,0.22714,3887256.0382,-0.081266,
-2704032.4358,-4261319.9129,3887227.9727,-2704117.8697,-4261402.489,3887215.9916,-2704090.1389,-0.20361,-4261426.4029,0.22583,3887249.8672,-0.080597,
-2704034.7966,-4261319.3612,3887227.1532,-2704083.2382,-4261364.3536,3887204.7272,-2704089.3841,-0.20053,-4261418.4422,0.22838,3887242.9131,-0.0495,
-2704036.6183,-4261319.6275,3887226.2829,-2704111.8431,-4261392.9917,3887193.2242,-2704091.9172,-0.20694,-4261415.1652,0.22802,3887235.2608,-0.043459,
-2704039.3707,-4261322.5269,3887225.4717,-2704093.8138,-4261413.9006,3887199.4232,-2704092.1477,-0.19456,-4261414.9835,0.227,3887229.7403,-0.063547,
-2704040.3493,-4261325.6615,3887224.5451,-2704138.2071,-4261434.5386,3887203.2869,-2704097.3228,-0.17179,-4261417.4663,0.22536,3887225.663,-0.065616,
-2704040.4612,-4261327.9196,3887224.0174,-2704076.5072,-4261386.6268,3887188.4223,-2704095.0057,-0.12209,-4261413.4999,0.22811,3887219.9269,-0.0088974,
-2704039.486,-4261329.8216,3887222.1621,-2704032.8326,-4261334.2397,3887206.2065,-2704088.0526,-0.075548,-4261403.3363,0.23299,3887217.8171,0.091746,
-2704041.3902,-4261334.1611,3887220.2773,-2704007.4237,-4261310.6374,3887166.1518,-2704079.0293,-0.067337,-4261391.4525,0.23693,3887209.8737,0.13853,
-2704041.5022,-4261336.8494,3887218.4212,-2704107.0446,-4261385.4298,3887158.1888,-2704082.1731,-0.082022,-4261390.6611,0.23434,3887201.9284,0.087308,
-2704042.5656,-4261341.0708,3887216.4113,-2704044.4745,-4261319.706,3887159.3912,-2704077.9585,-0.081213,-4261381.5599,0.23862,3887195.3861,0.0095991,
-2704043.0736,-4261343.0309,3887213.6018,-2704077.4848,-4261355.2868,3887154.2643,-2704077.9127,-0.083373,-4261378.1768,0.23707,3887189.056,-0.033917,
-2704043.1755,-4261345.4057,3887213.1366,-2704052.2869,-4261282.6976,3887124.3617,-2704075.05,-0.076648,-4261365.9368,0.24162,3887179.0962,0.0024382,
-2704044.2934,-4261348.7843,3887212.478,-2704034.4948,-4261320.4189,3887197.8482,-2704070.5149,-0.072488,-4261360.0905,0.24075,3887181.9845,0.060752,
-2704046.8864,-4261352.7724,3887211.739,-2704081.5615,-4261361.7113,3887188.2552,-2704071.7588,-0.087231,-4261360.2769,0.23855,3887182.9544,0.048047,
-2704049.7976,-4261354.6426,3887210.7371,-2704116.8369,-4261400.8614,3887186.4056,-2704076.8153,-0.10341,-4261365.4501,0.23609,3887183.4881,-0.0086619,
-2704051.8047,-4261358.3835,3887209.4651,-2704126.8083,-4261334.3743,3887175.1099,-2704082.4234,-0.10862,-4261361.4524,0.23957,3887182.1971,-0.03181,
-2704053.6916,-4261363.395,3887208.7926,-2704108.5421,-4261387.7898,3887160.3561,-2704085.3584,-0.12069,-4261364.8022,0.23639,3887178.8336,0.0038863,
-2704054.9677,-4261366.1061,3887209.0573,-2704106.3653,-4261417.2401,3887178.7329,-2704087.7218,-0.12502,-4261371.4925,0.23475,3887178.8202,0.065826,
-2704055.6762,-4261370.3142,3887208.1936,-2704098.0896,-4261321.9973,3887211.2571,-2704088.8938,-0.11463,-4261365.1376,0.24054,3887183.8192,0.086239,
-2704056.5693,-4261375.9667,3887207.7809,-2704077.1521,-4261371.2028,3887178.5919,-2704087.5886,-0.098624,-4261365.8929,0.23785,3887183.0208,0.047864,
-2704056.6847,-4261378.6565,3887206.9298,-2704085.4281,-4261433.5665,3887180.7236,-2704087.3552,-0.089928,-4261374.533,0.23264,3887182.6706,0.026358,
-2704058.1094,-4261379.4314,3887206.9141,-2704067.7676,-4261356.4138,3887179.0561,-2704085.1697,-0.096672,-4261372.1938,0.23683,3887182.1172,0.050992,
-2704058.0153,-4261380.0988,3887205.9685,-2704108.6913,-4261388.0248,3887188.6629,-2704087.8127,-0.10529,-4261374.1991,0.23663,3887183.1299,0.081114,
-2704057.6547,-4261379.0247,3887204.9933,-2704064.7122,-4261400.9198,3887164.7889,-2704085.235,-0.10562,-4261377.5982,0.23752,3887180.3127,0.048741,
-2704058.006,-4261376.9473,3887204.3374,-2704050.6082,-4261395.1334,3887155.141,-2704081.3663,-0.099052,-4261379.8215,0.23862,3887176.4406,-0.01231,
-2704058.704,-4261375.0126,3887203.5565,-2704069.2499,-4261424.5113,3887168.0741,-2704080.0178,-0.081366,-4261385.5201,0.23706,3887175.1509,-0.042634,
-2704058.9401,-4261374.0261,3887203.2743,-2704079.0877,-4261423.5744,3887171.5477,-2704079.9209,-0.08416,-4261390.3695,0.23712,3887174.5931,-0.02537,
-2704058.5775,-4261375.9706,3887201.7059,-2704065.0196,-4261401.4043,3887179.2792,-2704078.2601,-0.10738,-4261391.761,0.23977,3887175.3128,-0.0088661,
-2704059.3002,-4261380.113,3887200.5176,-2704036.6518,-4261373.139,3887163.0338,-2704073.6104,-0.13381,-4261389.3568,0.24344,3887173.4212,-0.035418,
-2704060.4389,-4261384.9572,3887199.2234,-2704070.3479,-4261442.6825,3887166.3815,-2704073.2573,-0.14878,-4261396.1602,0.24044,3887172.3335,-0.076711,
-2704061.1018,-4261389.4005,3887197.9946,-2704087.396,-4261453.1084,3887180.2899,-2704074.8538,-0.14114,-4261403.4273,0.23891,3887173.5514,-0.084777,
-2704061.143,-4261392.0772,3887196.8173,-2704078.5004,-4261439.0896,3887167.4161,-2704075.2743,-0.12486,-4261407.9705,0.23864,3887172.6007,-0.05505,
-2704063.0568,-4261395.2389,3887194.4899,-2704060.5187,-4261377.8707,3887162.0016,-2704073.6326,-0.11172,-4261404.0975,0.24176,3887170.9657,-0.016668,
-2704063.9475,-4261398.8487,3887192.0569,-2704123.7236,-4261395.2738,3887143.4721,-2704079.2527,-0.13083,-4261402.9472,0.24117,3887166.7324,-0.017948,
-2704063.7915,-4261399.7194,3887190.2065,-2704094.9423,-4261415.6789,3887130.8288,-2704081.0217,-0.14306,-4261404.5556,0.23956,3887161.2034,-0.053679,
-2704064.2317,-4261403.3633,3887188.7647,-2704059.3062,-4261326.6392,3887127.9563,-2704078.6024,-0.13842,-4261394.563,0.24413,3887156.0807,-0.074219,
-2704064.1151,-4261407.8737,3887188.2194,-2704077.3247,-4261420.7961,3887140.9054,-2704078.4714,-0.13266,-4261397.8991,0.23829,3887153.7394,-0.045693,
-2704062.2379,-4261410.8397,3887187.719,-2704056.9205,-4261437.9624,3887171.7585,-2704076.0698,-0.13889,-4261403.0056,0.23707,3887156.5109,0.017343,
-2704061.5707,-4261410.5789,3887187.9235,-2704001.8975,-4261384.1303,3887169.8369,-2704067.7761,-0.16631,-4261400.5692,0.24149,3887158.5645,0.048906,
-2704060.5778,-4261409.6189,3887189.1784,-2704045.6862,-4261420.2579,3887183.591,-2704065.3176,-0.19326,-4261403.0679,0.24066,3887162.4203,0.031045,
-2704062.5907,-4261411.5707,3887191.5386,-2704042.4399,-4261448.0232,3887214.4663,-2704062.7729,-0.20458,-4261408.8002,0.23915,3887170.4332,0.0035789,
-2704063.2531,-4261411.2836,3887194.4614,-2704109.8413,-4261554.2449,3887269.8749,-2704068.0621,-0.19489,-4261427.3932,0.23302,3887185.7402,0.011255,
-2704063.0038,-4261410.7663,3887195.5989,-2704073.8954,-4261481.1547,3887291.3634,-2704068.7319,-0.1578,-4261434.2531,0.23789,3887202.0003,0.052404,
-2704063.0761,-4261411.5567,3887196.7188,-2704059.4485,-4261474.828,3887225.0361,-2704067.7054,-0.12415,-4261439.425,0.24037,3887205.5502,0.041501,
-2704063.3372,-4261412.1165,3887198.7528,-2704067.7313,-4261520.7635,3887230.4604,-2704067.7188,-0.099991,-4261449.8136,0.23858,3887209.387,0.007366,
-2704065.0804,-4261414.2915,3887200.7489,-2704077.8186,-4261520.2196,3887262.3864,-2704068.8586,-0.094494,-4261458.8032,0.2384,3887217.5447,-0.019894,
-2704065.1912,-4261415.12,3887202.6199,-2704124.8212,-4261577.8525,3887263.4625,-2704075.1346,-0.10242,-4261474.0181,0.23503,3887224.6116,0.0062952,
-2704063.9204,-4261413.2827,3887202.9612,-2704076.8094,-4261535.0702,3887257.6442,-2704075.3318,-0.12557,-4261481.8109,0.23794,3887229.6985,0.07085,
-2704062.8075,-4261410.1738,3887202.7939,-2704025.1821,-4261453.7073,3887211.0181,-2704069.727,-0.14516,-4261478.1934,0.24472,3887226.8298,0.093702,
-2704062.7321,-4261410.2212,3887202.9796,-2704020.9703,-4261414.1881,3887197.44,-2704064.2797,-0.1502,-4261469.9807,0.24951,3887222.3127,0.050524,
-2704060.8536,-4261409.764,3887201.9332,-2704054.8979,-4261516.9796,3887208.6059,-2704063.2425,-0.15737,-4261475.9739,0.24507,3887220.2053,-0.0129,
-2704057.7333,-4261404.9088,3887200.1378,-2704002.5308,-4261500.2145,3887161.8292,-2704056.4569,-0.14069,-4261479.0547,0.24626,3887211.2179,-0.045307,
-2704054.9848,-4261405.0504,3887199.3936,-2703956.7356,-4261345.8379,3887140.0494,-2704045.3009,-0.12042,-4261461.9843,0.25561,3887200.2608,0.00067876,
-2704050.7388,-4261406.0337,3887198.689,-2703986.8241,-4261376.8157,3887172.8313,-2704038.7625,-0.11009,-4261451.0623,0.25457,3887196.0407,0.066338,
-2704047.6423,-4261407.7027,3887198.162,-2703946.4396,-4261378.9335,3887171.4859,-2704028.4324,-0.09176,-4261441.8092,0.25397,3887192.2665,0.059125,
-2704045.4917,-4261409.633,3887197.6684,-2703960.5283,-4261384.6963,3887181.112,-2704020.8355,-0.078126,-4261434.4779,0.25218,3887190.5528,-0.0037197,
-2704043.1447,-4261410.956,3887197.2825,-2703975.7246,-4261375.764,3887181.5769,-2704015.7904,-0.075392,-4261426.9419,0.24995,3887189.1696,-0.046962,
-2704039.8154,-4261409.5409,3887194.3704,-2703973.9683,-4261356.5556,3887182.3165,-2704011.1133,-0.072578,-4261417.9122,0.24836,3887188.1113,-0.029333,
-2704036.7625,-4261407.424,3887191.5452,-2703932.6692,-4261275.0296,3887111.7817,-2704002.3343,-0.059938,-4261399.6047,0.25207,3887176.3604,-0.010909,
-2704034.6992,-4261407.8263,3887190.3207,-2703930.5271,-4261271.6538,3887108.6816,-2703994.2979,-0.063916,-4261383.2078,0.25251,3887165.9421,-0.011813,
-2704033.6229,-4261408.0069,3887190.1293,-2703950.2442,-4261352.0481,3887155.4639,-2703989.37,-0.066587,-4261379.1981,0.24708,3887164.3277,-0.028571,
-2704030.5607,-4261405.8184,3887188.7506,-2703987.5837,-4261345.1319,3887180.4936,-2703989.176,-0.070721,-4261374.8169,0.24521,3887166.8133,-0.039903,
-2704027.9612,-4261407.0283,3887187.6701,-2703928.5896,-4261268.6003,3887148.0131,-2703982.3973,-0.080034,-4261361.2021,0.24788,3887163.9164,-0.031666,
-2704026.6227,-4261407.5379,3887186.8987,-2703948.0736,-4261381.5086,3887159.8053,-2703978.5609,-0.10055,-4261363.7794,0.24013,3887163.2817,-0.0019623,
-2704026.0858,-4261408.9293,3887186.513,-2703985.8074,-4261358.7731,3887160.596,-2703979.382,-0.12574,-4261363.1177,0.24048,3887162.8682,-0.00065278,
-2704025.988,-4261411.3543,3887187.0448,-2703993.8076,-4261387.8216,3887168.8928,-2703981.0091,-0.14451,-4261366.2583,0.23876,3887163.7948,-0.023753,
-2704024.5888,-4261411.358,3887186.7045,-2704016.5551,-4261423.6707,3887201.8142,-2703985.0032,-0.16302,-4261373.5851,0.23581,3887169.6449,-0.024373,
-2704022.197,-4261410.813,3887185.0926,-2703977.194,-4261345.1987,3887176.2209,-2703984.1431,-0.16031,-4261369.9316,0.23998,3887170.6558,0.0023843,
-2704019.7685,-4261409.307,3887183.3169,-2703944.4078,-4261326.4097,3887136.253,-2703979.7073,-0.15885,-4261364.3408,0.24182,3887165.362,0.050528,
-2704016.8147,-4261408.4138,3887182.1084,-2703934.3922,-4261294.1852,3887125.0392,-2703974.6466,-0.1656,-4261355.3413,0.24517,3887159.1603,0.072469,
-2704014.1299,-4261406.8507,3887181.4741,-2703915.5882,-4261313.8716,3887144.1617,-2703968.047,-0.1527,-4261350.0127,0.24516,3887156.8575,0.065196,
,,,-2703922.3925,-4261291.7143,3887160.572,-2703962.9474,-0.14425,-4261342.5304,0.24628,3887157.4337,0.02636,
,,,-2703947.5626,-4261347.822,3887137.5376,-2703961.2374,-0.15175,-4261343.1862,0.24237,3887154.3732,0.016239,
