"complementaryfilter",,,"GPSx","GPSy","GPSz","mu",,,,,,"IMUonly",,,
,,,,,,,,,,,,-2699472.3326,-4293268.0651,3855070.9806,
,,,,,,,,,,,,-2699472.2135,-4293268.9745,3855071.4479,
,,,,,,,,,,,,-2699472.0869,-4293269.665,3855071.418,
,,,,,,,,,,,,-2699472.033,-4293270.0269,3855071.0313,
,,,,,,,,,,,,-2699472.0241,-4293270.0625,3855070.9966,
,,,,,,,,,,,,-2699471.9986,-4293269.8374,3855071.5542,
,,,,,,,,,,,,-2699472.0053,-4293269.8686,3855070.4751,
,,,,,,,,,,,,-2699472.0102,-4293269.9011,3855070.4798,
,,,,,,,,,,,,-2699472.0057,-4293269.9217,3855071.5296,
,,,,,,,,,,,,-2699471.9852,-4293269.9235,3855072.4771,
,,,,,,,,,,,,-2699471.9571,-4293269.9071,3855072.3083,
,,,,,,,,,,,,-2699471.9355,-4293269.8792,3855071.3152,
,,,,,,,,,,,,-2699471.9261,-4293269.846,3855070.8656,
,,,,,,,,,,,,-2699471.9197,-4293269.819,3855071.5239,
,,,,,,,,,,,,-2699471.9039,-4293269.8079,3855072.7601,
,,,,,,,,,,,,-2699471.879,-4293269.8145,3855073.0592,
,,,,,,,,,,,,-2699471.6445,-4293270.0029,3855073.6907,
,,,,,,,,,,,,-2699471.5533,-4293270.2667,3855074.6638,
,,,,,,,,,,,,-2699471.5661,-4293270.4785,3855074.942,
,,,,,,,,,,,,-2699471.5487,-4293270.4893,3855074.5246,
,,,,,,,,,,,,-2699471.4089,-4293270.2498,3855073.9044,
,,,,,,,,,,,,-2699471.2298,-4293269.799,3855073.9158,
,,,,,,,,,,,,-2699471.1468,-4293269.1587,3855074.529,
,,,,,,,,,,,,-2699471.1719,-4293268.4343,3855075.191,
,,,,,,,,,,,,-2699471.1956,-4293267.7793,3855075.2503,
,,,,,,,,,,,,-2699471.1197,-4293267.2981,3855074.8273,
,,,,,,,,,,,,-2699471.5939,-4293267.2694,3855074.7201,
,,,,,,,,,,,,-2699472.1093,-4293267.2542,3855074.8993,
,,,,,,,,,,,,-2699472.5021,-4293267.2473,3855075.172,
,,,,,,,,,,,,-2699472.738,-4293267.2388,3855075.1778,
,,,,,,,,,,,,-2699472.9894,-4293267.2151,3855074.8816,
,,,,,,,,,,,,-2699473.4419,-4293267.1716,3855074.57,
,,,,,,,,,,,,-2699473.9045,-4293267.1111,3855074.5932,
,,,,,,,,,,,,-2699474.184,-4293267.0391,3855074.8888,
,,,,,,,,,,,,-2699474.1485,-4293266.9625,3855075.1156,
,,,,,,,,,,,,-2699474.1144,-4293266.8954,3855075.0174,
,,,,,,,,,,,,-2699474.056,-4293267.5433,3855074.8764,
,,,,,,,,,,,,-2699474.0253,-4293267.9611,3855074.8579,
,,,,,,,,,,,,-2699474.2037,-4293268.2341,3855075.0327,
,,,,,,,,,,,,-2699474.5383,-4293268.4327,3855075.2399,
,,,,,,,,,,,,-2699474.713,-4293268.7421,3855075.2674,
,,,,,,,,,,,,-2699474.5024,-4293269.333,3855075.1008,
,,,,,,,,,,,,-2699473.9208,-4293270.2137,3855074.9397,
,,,,,,,,,,,,-2699473.304,-4293271.2962,3855074.9461,
,,,,,,,,,,,,-2699472.9065,-4293272.4905,3855075.087,
,,,,,,,,,,,,-2699472.749,-4293273.6348,3855075.1454,
,,,,,,,,,,,,-2699472.8213,-4293272.5387,3855075.4007,
,,,,,,,,,,,,-2699472.9819,-4293271.8182,3855075.8204,
,,,,,,,,,,,,-2699473.1867,-4293271.4039,3855075.8152,
,,,,,,,,,,,,-2699473.3301,-4293271.1863,3855075.3479,
,,,,,,,,,,,,-2699473.3638,-4293271.0413,3855074.8436,
,,,,,,,,,,,,-2699473.3814,-4293270.7664,3855074.7833,
,,,,,,,,,,,,-2699473.4635,-4293270.1982,3855075.0789,
,,,,,,,,,,,,-2699473.5771,-4293269.3451,3855075.1993,
,,,,,,,,,,,,-2699473.6054,-4293268.2916,3855074.9561,
,,,,,,,,,,,,-2699473.5013,-4293267.1314,3855074.5519,
,,,,,,,,,,,,-2699473.2939,-4293267.9881,3855074.6939,
,,,,,,,,,,,,-2699473.2341,-4293268.6152,3855074.4935,
,,,,,,,,,,,,-2699473.4054,-4293268.9551,3855074.3369,
,,,,,,,,,,,,-2699473.5994,-4293269.0456,3855074.604,
,,,,,,,,,,,,-2699473.6226,-4293268.9377,3855075.0732,
,,,,,,,,,,,,-2699473.4382,-4293268.7417,3855075.1626,
,,,,,,,,,,,,-2699473.2568,-4293268.6867,3855074.5748,
,,,,,,,,,,,,-2699473.2744,-4293268.8951,3855073.7338,
,,,,,,,,,,,,-2699473.4046,-4293269.371,3855073.4841,
,,,,,,,,,,,,-2699473.4563,-4293270.0642,3855074.1276,
,,,,,,,,,,,,-2699473.3096,-4293270.8792,3855075.0588,
,,,,,,,,,,,,-2699473.1495,-4293271.6077,3855075.3655,
,,,,,,,,,,,,-2699473.1423,-4293272.0816,3855074.9362,
,,,,,,,,,,,,-2699473.3669,-4293272.2542,3855074.3959,
,,,,,,,,,,,,-2699473.6431,-4293272.1899,3855074.3942,
,,,,,,,,,,,,-2699473.7984,-4293271.9607,3855074.8165,
,,,,,,,,,,,,-2699473.7963,-4293271.705,3855074.9909,
,,,,,,,,,,,,-2699473.811,-4293271.6311,3855074.5816,
,,,,,,,,,,,,-2699474.0135,-4293271.8308,3855073.8921,
,,,,,,,,,,,,-2699474.3609,-4293272.2688,3855073.7463,
,,,,,,,,,,,,-2699474.6659,-4293272.8984,3855074.3375,
,,,,,,,,,,,,-2699474.7988,-4293273.623,3855075.192,
,,,,,,,,,,,,-2699474.8678,-4293274.2521,3855075.4499,
,,,,,,,,,,,,-2699475.0508,-4293274.634,3855075.101,
,,,,,,,,,,,,-2699475.4381,-4293274.7321,3855074.75,
,,,,,,,,,,,,-2699475.8748,-4293274.5723,3855074.9993,
,,,,,,,,,,,,-2699476.1571,-4293274.2143,3855075.6498,
,,,,,,,,,,,,-2699476.2429,-4293273.7768,3855075.9432,
,,,,,,,,,,,,-2699476.291,-4293273.4304,3855075.5802,
,,,,,,,,,,,,-2699476.4775,-4293273.2807,3855074.8742,
,,,,,,,,,,,,-2699477.0353,-4293273.2787,3855074.7553,
,,,,,,,,,,,,-2699477.4744,-4293273.2702,3855075.019,
,,,,,,,,,,,,-2699477.6412,-4293273.2564,3855075.3953,
,,,,,,,,,,,,-2699477.8691,-4293273.241,3855075.4388,
,,,,,,,,,,,,-2699478.3161,-4293273.2286,3855075.2049,
,,,,,,,,,,,,-2699479.0071,-4293273.2208,3855075.0286,
,,,,,,,,,,,,-2699479.6179,-4293273.2173,3855075.16,
,,,,,,,,,,,,-2699479.927,-4293273.2181,3855075.4526,
,,,,,,,,,,,,-2699479.9682,-4293273.2211,3855075.5433,
,,,,,,,,,,,,-2699480.0379,-4293273.2212,3855075.3205,
,,,,,,,,,,,,-2699479.6293,-4293273.2768,3855075.5404,
,,,,,,,,,,,,-2699479.1226,-4293273.3836,3855075.5681,
,,,,,,,,,,,,-2699478.808,-4293273.5358,3855075.3366,
,,,,,,,,,,,,-2699478.8575,-4293273.7137,3855075.0245,
,,,,,,,,,,,,-2699478.8438,-4293273.8728,3855074.9296,
,,,,,,,,,,,,-2699478.4922,-4293273.9705,3855075.0842,
,,,,,,,,,,,,-2699477.707,-4293273.9974,3855075.2652,
,,,,,,,,,,,,-2699476.875,-4293273.9654,3855075.2513,
,,,,,,,,,,,,-2699476.2757,-4293273.8897,3855075.0859,
,,,,,,,,,,,,-2699475.9303,-4293273.8036,3855075.0276,
,,,,,,,,,,,,-2699476.3632,-4293273.8113,3855074.8055,
,,,,,,,,,,,,-2699477.1813,-4293273.7937,3855074.4616,
,,,,,,,,,,,,-2699478.1813,-4293273.7543,3855074.4519,
,,,,,,,,,,,,-2699479.0189,-4293273.698,3855074.8336,
,,,,,,,,,,,,-2699479.4827,-4293273.6338,3855075.281,
,,,,,,,,,,,,-2699479.8916,-4293273.5814,3855075.3189,
,,,,,,,,,,,,-2699480.479,-4293273.5567,3855074.9877,
,,,,,,,,,,,,-2699481.3522,-4293273.5596,3855074.6874,
,,,,,,,,,,,,-2699482.177,-4293273.5838,3855074.7528,
,,,,,,,,,,,,-2699482.7357,-4293273.6213,3855075.0415,
,,,,,,,,,,,,-2699482.5948,-4293273.9824,3855074.8791,
,,,,,,,,,,,,-2699482.3864,-4293274.0986,3855075.3402,
,,,,,,,,,,,,-2699481.9806,-4293273.8837,3855076.0203,
,,,,,,,,,,,,-2699481.4877,-4293273.3803,3855076.1056,
,,,,,,,,,,,,-2699481.1076,-4293272.6565,3855075.4503,
,,,,,,,,,,,,-2699480.9329,-4293271.8248,3855074.6599,
,,,,,,,,,,,,-2699480.8207,-4293271.1002,3855074.5114,
,,,,,,,,,,,,-2699480.6276,-4293270.6671,3855074.9578,
,,,,,,,,,,,,-2699480.3203,-4293270.5262,3855075.2787,
,,,,,,,,,,,,-2699480.0091,-4293270.6189,3855074.9733,
,,,,,,,,,,,,-2699479.7802,-4293270.8924,3855074.3459,
,,,,,,,,,,,,-2699479.5988,-4293271.1846,3855074.157,
,,,,,,,,,,,,-2699479.3366,-4293271.2567,3855074.6121,
,,,,,,,,,,,,-2699478.8575,-4293271.0539,3855075.3122,
,,,,,,,,,,,,-2699478.2607,-4293270.6225,3855075.5148,
,,,,,,,,,,,,-2699477.7332,-4293269.994,3855075.1057,
,,,,,,,,,,,,-2699477.413,-4293269.2791,3855074.6295,
,,,,,,,,,,,,-2699477.1899,-4293268.6935,3855074.6591,
,,,,,,,,,,,,-2699476.9136,-4293268.3804,3855075.1159,
,,,,,,,,,,,,-2699476.5826,-4293268.3181,3855075.2434,
,,,,,,,,,,,,-2699476.8454,-4293268.1899,3855075.7531,
,,,,,,,,,,,,-2699476.9685,-4293267.9599,3855076.4846,
,,,,,,,,,,,,-2699477.0612,-4293267.7967,3855076.6126,
,,,,,,,,,,,,-2699477.2706,-4293267.9161,3855076.0642,
,,,,,,,,,,,,-2699477.6843,-4293268.3492,3855075.4432,
,,,,,,,,,,,,-2699478.1871,-4293269.0246,3855075.4322,
,,,,,,,,,,,,-2699478.6074,-4293269.8413,3855076.0168,
,,,,,,,,,,,,-2699478.8605,-4293270.6622,3855076.4979,
,,,,,,,,,,,,-2699479.0413,-4293271.2633,3855076.4222,
,,,,,,,,,,,,-2699479.3069,-4293271.5126,3855075.9423,
,,,,,,,,,,,,-2699479.4204,-4293271.5885,3855075.8799,
,,,,,,,,,,,,-2699479.5198,-4293271.9391,3855076.2269,
,,,,,,,,,,,,-2699479.576,-4293272.407,3855076.6767,
,,,,,,,,,,,,-2699479.6326,-4293272.7218,3855076.6867,
,,,,,,,,,,,,-2699479.7445,-4293272.6083,3855076.2919,
,,,,,,,,,,,,-2699479.9465,-4293272.056,3855075.9023,
,,,,,,,,,,,,-2699480.1854,-4293271.168,3855075.9233,
,,,,,,,,,,,,-2699480.3934,-4293270.0764,3855076.2482,
,,,,,,,,,,,,-2699480.5236,-4293268.9767,3855076.4426,
,,,,,,,,,,,,-2699480.6173,-4293268.1389,3855076.2618,
,,,,,,,,,,,,-2699480.4657,-4293268.5578,3855076.6851,
,,,,,,,,,,,,-2699480.2882,-4293268.655,3855076.7524,
,,,,,,,,,,,,-2699480.143,-4293268.5293,3855076.334,
,,,,,,,,,,,,-2699480.0753,-4293268.3099,3855075.8421,
,,,,,,,,,,,,-2699480.0137,-4293268.2495,3855075.8672,
,,,,,,,,,,,,-2699479.8905,-4293268.6037,3855076.3798,
,,,,,,,,,,,,-2699479.6667,-4293269.3808,3855076.865,
,,,,,,,,,,,,-2699479.4166,-4293270.4889,3855076.8305,
,,,,,,,,,,,,-2699479.1992,-4293271.8032,3855076.3827,
,,,,,,,,,,,,-2699479.0546,-4293273.0887,3855076.0749,
,,,,,,,,,,,,-2699479.6912,-4293273.0231,3855075.9826,
,,,,,,,,,,,,-2699480.5185,-4293272.9875,3855075.7082,
,,,,,,,,,,,,-2699481.5147,-4293272.9781,3855075.6564,
,,,,,,,,,,,,-2699482.4402,-4293272.9885,3855075.9233,
,,,,,,,,,,,,-2699483.102,-4293273.0075,3855076.2489,
,,,,,,,,,,,,-2699483.7732,-4293273.0166,3855076.2457,
,,,,,,,,,,,,-2699484.6316,-4293273.0028,3855075.929,
,,,,,,,,,,,,-2699485.7473,-4293272.9636,3855075.7255,
,,,,,,,,,,,,-2699486.8312,-4293272.9031,3855075.9235,
,,,,,,,,,,,,-2699487.7735,-4293272.829,3855076.3596,
,,,,,,,,,,,,-2699487.4084,-4293271.9677,3855076.0795,
,,,,,,,,,,,,-2699487.0232,-4293271.2833,3855076.5478,
,,,,,,,,,,,,-2699486.5765,-4293270.8666,3855077.2779,
,,,,,,,,,,,,-2699486.1559,-4293270.6866,3855077.491,
,,,,,,,,,,,,-2699485.8631,-4293270.6744,3855077.0666,
,,,,,,,,,,,,-2699485.6948,-4293270.7262,3855076.6632,
,,,,,,,,,,,,-2699485.4987,-4293270.6393,3855076.8265,
,,,,,,,,,,,,-2699485.1847,-4293270.2652,3855077.4405,
,,,,,,,,,,,,-2699484.8522,-4293269.6031,3855077.6271,
,,,,,,,,,,,,-2699484.6439,-4293268.7139,3855077.0578,
,,,,,,,,,,,,-2699484.72,-4293269.7203,3855077.9035,
,,,,,,,,,,,,-2699484.799,-4293270.661,3855078.0579,
,,,,,,,,,,,,-2699484.9856,-4293271.3202,3855077.4475,
,,,,,,,,,,,,-2699485.3007,-4293271.6477,3855076.7442,
,,,,,,,,,,,,-2699485.6215,-4293271.7029,3855076.6831,
,,,,,,,,,,,,-2699485.8418,-4293271.5873,3855077.1834,
,,,,,,,,,,,,-2699485.9358,-4293271.4638,3855077.4771,
,,,,,,,,,,,,-2699486.0343,-4293271.5807,3855077.1916,
,,,,,,,,,,,,-2699486.2651,-4293272.0425,3855076.6102,
,,,,,,,,,,,,-2699486.547,-4293272.8172,3855076.5724,
,,,,,,,,,,,,-2699486.3641,-4293271.807,3855075.9182,
,,,,,,,,,,,,-2699486.3581,-4293270.742,3855075.1362,
,,,,,,,,,,,,-2699486.4094,-4293269.8508,3855074.9873,
,,,,,,,,,,,,-2699486.4164,-4293269.2829,3855075.4451,
,,,,,,,,,,,,-2699486.4067,-4293269.0556,3855075.7953,
,,,,,,,,,,,,-2699486.4719,-4293269.1244,3855075.5371,
,,,,,,,,,,,,-2699486.6241,-4293269.3641,3855074.9119,
,,,,,,,,,,,,-2699486.7338,-4293269.6214,3855074.6871,
,,,,,,,,,,,,-2699486.6752,-4293269.7471,3855075.0513,
,,,,,,,,,,,,-2699486.4536,-4293269.7017,3855075.5431,
,,,,,,,,,,,,-2699486.8856,-4293269.7901,3855075.5434,
,,,,,,,,,,,,-2699487.1203,-4293269.9205,3855075.946,
,,,,,,,,,,,,-2699487.214,-4293270.051,3855076.2008,
,,,,,,,,,,,,-2699487.3979,-4293270.1192,3855075.9877,
,,,,,,,,,,,,-2699487.7371,-4293270.0886,3855075.4819,
,,,,,,,,,,,,-2699487.9571,-4293269.969,3855075.3349,
,,,,,,,,,,,,-2699487.8363,-4293269.7809,3855075.6773,
,,,,,,,,,,,,-2699487.4213,-4293269.5551,3855076.1321,
,,,,,,,,,,,,-2699487.1832,-4293269.3576,3855076.0527,
,,,,,,,,,,,,-2699487.3841,-4293269.2563,3855075.5389,
,,,,,,,,,,,,-2699487.0634,-4293269.2602,3855075.9445,
,,,,,,,,,,,,-2699486.7417,-4293269.081,3855075.6317,
,,,,,,,,,,,,-2699486.5398,-4293268.7545,3855074.8994,
,,,,,,,,,,,,-2699486.4379,-4293268.395,3855074.5833,
,,,,,,,,,,,,-2699486.3023,-4293268.1758,3855074.9053,
,,,,,,,,,,,,-2699486.0769,-4293268.1467,3855075.4282,
,,,,,,,,,,,,-2699485.8549,-4293268.2683,3855075.4631,
,,,,,,,,,,,,-2699485.7608,-4293268.5038,3855074.9928,
,,,,,,,,,,,,-2699485.779,-4293268.7793,3855074.6315,
,,,,,,,,,,,,-2699485.7473,-4293268.933,3855074.781,
,,,,,,,,,,,,-2699485.5375,-4293268.8719,3855075.243,
,,,,,,,,,,,,-2699485.2221,-4293268.6209,3855075.2383,
,,,,,,,,,,,,-2699484.9436,-4293268.2483,3855074.6003,
,,,,,,,,,,,,-2699484.7931,-4293267.826,3855073.8211,
,,,,,,,,,,,,-2699484.6812,-4293267.4796,3855073.7376,
,,,,,,,,,,,,-2699484.5243,-4293267.3176,3855074.2644,
,,,,,,,,,,,,-2699484.2821,-4293267.3485,3855074.728,
,,,,,,,,,,,,-2699484.0383,-4293267.4942,3855074.5557,
,,,,,,,,,,,,-2699483.869,-4293267.6651,3855074.0057,
,,,,,,,,,,,,-2699483.7479,-4293267.7443,3855073.8083,
,,,,,,,,,,,,-2699483.9456,-4293267.8828,3855073.4358,
,,,,,,,,,,,,-2699484.3159,-4293268.2689,3855072.8441,
,,,,,,,,,,,,-2699484.7393,-4293268.8543,3855072.7777,
,,,,,,,,,,,,-2699485.0637,-4293269.5703,3855073.2863,
,,,,,,,,,,,,-2699485.2266,-4293270.3284,3855073.8652,
,,,,,,,,,,,,-2699485.3876,-4293270.9909,3855073.8893,
,,,,,,,,,,,,-2699485.6569,-4293271.4749,3855073.5397,
,,,,,,,,,,,,-2699486.0672,-4293271.7944,3855073.4339,
,,,,,,,,,,,,-2699486.4989,-4293271.9759,3855073.9076,
,,,,,,,,,,,,-2699486.8779,-4293272.041,3855074.524,
,,,,,,,,,,,,-2699486.9869,-4293272.0638,3855074.3385,
,,,,,,,,,,,,-2699487.1061,-4293272.1363,3855075.1043,
,,,,,,,,,,,,-2699487.2615,-4293272.2682,3855076.0475,
,,,,,,,,,,,,-2699487.4343,-4293272.4481,3855076.2327,
,,,,,,,,,,,,-2699487.5924,-4293272.6676,3855075.6516,
,,,,,,,,,,,,-2699487.7123,-4293272.8968,3855075.0993,
,,,,,,,,,,,,-2699487.8101,-4293273.0826,3855075.3061,
,,,,,,,,,,,,-2699487.9118,-4293273.1938,3855076.073,
,,,,,,,,,,,,-2699488.021,-4293273.2406,3855076.4018,
,,,,,,,,,,,,-2699488.1142,-4293273.2394,3855075.78,
,,,,,,,,,,,,-2699487.9288,-4293273.3351,3855075.1332,
,,,,,,,,,,,,-2699487.7714,-4293273.3748,3855074.9521,
,,,,,,,,,,,,-2699487.5038,-4293273.2411,3855075.3748,
,,,,,,,,,,,,-2699487.0649,-4293272.915,3855075.8113,
,,,,,,,,,,,,-2699486.5466,-4293272.425,3855075.6889,
,,,,,,,,,,,,-2699486.0956,-4293271.7983,3855075.0753,
,,,,,,,,,,,,-2699485.7975,-4293271.1809,3855074.6678,
,,,,,,,,,,,,-2699485.5948,-4293270.695,3855074.765,
,,,,,,,,,,,,-2699485.3517,-4293270.4197,3855075.1299,
,,,,,,,,,,,,-2699485.0568,-4293270.3749,3855075.1491,
,,,,,,,,,,,,-2699485.3605,-4293270.1855,3855075.6059,
,,,,,,,,,,,,-2699485.5956,-4293269.8732,3855076.0543,
,,,,,,,,,,,,-2699485.8658,-4293269.5965,3855075.9558,
,,,,,,,,,,,,-2699486.2582,-4293269.491,3855075.3593,
,,,,,,,,,,,,-2699486.8272,-4293269.6147,3855074.989,
,,,,,,,,,,,,-2699487.4617,-4293269.9914,3855075.2231,
,,,,,,,,,,,,-2699488.0795,-4293270.5557,3855075.7875,
,,,,,,,,,,,,-2699488.6148,-4293271.1479,3855075.9356,
,,,,,,,,,,,,-2699489.1198,-4293271.5993,3855075.5881,
,,,,,,,,,,,,-2699489.6105,-4293271.8608,3855075.1888,
,,,,,,,,,,,,-2699490.0509,-4293271.9344,3855075.2812,
,,,,,,,,,,,,-2699490.362,-4293271.86,3855075.8062,
,,,,,,,,,,,,-2699490.5774,-4293271.7208,3855076.1311,
,,,,,,,,,,,,-2699490.8006,-4293271.6448,3855075.907,
,,,,,,,,,,,,-2699491.1024,-4293271.643,3855075.3087,
,,,,,,,,,,,,-2699491.4158,-4293271.6845,3855075.1163,
,,,,,,,,,,,,-2699491.6734,-4293271.7256,3855075.5293,
,,,,,,,,,,,,-2699491.8629,-4293271.7523,3855076.1657,
,,,,,,,,,,,,-2699492.0424,-4293271.7248,3855076.3028,
,,,,,,,,,,,,-2699492.2429,-4293271.622,3855076.0322,
,,,,,,,,,,,,-2699491.9862,-4293271.7873,3855076.2141,
,,,,,,,,,,,,-2699491.7216,-4293271.9687,3855075.908,
,,,,,,,,,,,,-2699491.4937,-4293272.1582,3855075.4446,
,,,,,,,,,,,,-2699491.3135,-4293272.3436,3855075.3742,
,,,,,,,,,,,,-2699491.1409,-4293272.4452,3855075.7609,
,,,,,,,,,,,,-2699490.9495,-4293272.4116,3855076.216,
,,,,,,,,,,,,-2699490.837,-4293272.2507,3855076.1513,
,,,,,,,,,,,,-2699490.8128,-4293271.9764,3855075.6147,
,,,,,,,,,,,,-2699490.8551,-4293271.6115,3855075.0562,
,,,,,,,,,,,,-2699490.8485,-4293271.2531,3855075.0349,
,,,,,,,,,,,,-2699490.9079,-4293271.4872,3855074.6504,
,,,,,,,,,,,,-2699490.9663,-4293271.5702,3855074.4173,
,,,,,,,,,,,,-2699490.9586,-4293271.509,3855074.6507,
,,,,,,,,,,,,-2699490.8631,-4293271.3389,3855075.1051,
,,,,,,,,,,,,-2699490.7979,-4293271.1779,3855075.1564,
,,,,,,,,,,,,-2699490.8439,-4293271.1946,3855074.7587,
,,,,,,,,,,,,-2699491.0529,-4293271.4517,3855074.2435,
,,,,,,,,,,,,-2699491.2805,-4293271.9457,3855074.2415,
,,,,,,,,,,,,-2699491.4191,-4293272.6242,3855074.7603,
,,,,,,,,,,,,-2699491.437,-4293273.3702,3855075.2818,
,,,,,,,,,,,,-2699491.4467,-4293274.0159,3855075.2547,
,,,,,,,,,,,,-2699491.5202,-4293274.4384,3855074.8061,
,,,,,,,,,,,,-2699491.661,-4293274.6248,3855074.6632,
,,,,,,,,,,,,-2699491.8113,-4293274.6095,3855075.149,
,,,,,,,,,,,,-2699491.9521,-4293274.433,3855075.8896,
,,,,,,,,,,,,-2699492.1202,-4293274.2205,3855076.0897,
,,,,,,,,,,,,-2699492.3825,-4293274.1417,3855075.6277,
,,,,,,,,,,,,-2699492.8078,-4293274.2503,3855074.9161,
,,,,,,,,,,,,-2699493.3281,-4293274.5281,3855074.6479,
,,,,,,,,,,,,-2699493.8093,-4293274.9825,3855074.9416,
,,,,,,,,,,,,-2699494.1485,-4293275.5238,3855075.3496,
,,,,,,,,,,,,-2699494.4137,-4293275.9646,3855075.3694,
,,,,,,,,,,,,-2699494.7545,-4293276.2029,3855075.0253,
,,,,,,,,,,,,-2699495.2258,-4293276.2666,3855074.9668,
,,,,,,,,,,,,-2699495.7779,-4293276.1516,3855075.4809,
,,,,,,,,,,,,-2699496.3207,-4293275.9049,3855076.2366,
,,,,,,,,,,,,-2699496.8764,-4293275.6652,3855076.4514,
,,,,,,,,,,,,-2699497.4874,-4293275.557,3855076.0588,
,,,,,,,,,,,,-2699498.2263,-4293275.5895,3855075.5241,
,,,,,,,,,,,,-2699498.992,-4293275.7703,3855075.4431,
,,,,,,,,,,,,-2699498.9993,-4293275.7738,3855075.0375,
,,,,,,,,,,,,-2699499.0046,-4293275.7782,3855075.0617,
,,,,,,,,,,,,-2699499.009,-4293275.782,3855075.9098,
,,,,,,,,,,,,-2699499.014,-4293275.7842,3855076.9582,
,,,,,,,,,,,,-2699499.0197,-4293275.7846,3855077.0556,
,,,,,,,,,,,,-2699499.0252,-4293275.783,3855076.1432,
,,,,,,,,,,,,-2699499.029,-4293275.7799,3855075.1303,
,,,,,,,,,,,,-2699499.0319,-4293275.7772,3855075.1324,
,,,,,,,,,,,,-2699499.0355,-4293275.7762,3855076.0632,
,,,,,,,,,,,,-2699499.0416,-4293275.7772,3855077.003,
,,,,,,,,,,,,-2699498.3556,-4293275.4909,3855077.005,
,,,,,,,,,,,,-2699497.7107,-4293275.0565,3855076.5637,
,,,,,,,,,,,,-2699497.22,-4293274.603,3855076.2895,
,,,,,,,,,,,,-2699496.7883,-4293274.2717,3855076.5354,
,,,,,,,,,,,,-2699496.2975,-4293274.1347,3855076.9851,
,,,,,,,,,,,,-2699495.7295,-4293274.1747,3855076.9405,
,,,,,,,,,,,,-2699495.2004,-4293274.3855,3855076.3077,
,,,,,,,,,,,,-2699494.7881,-4293274.696,3855075.6456,
,,,,,,,,,,,,-2699494.4388,-4293274.9697,3855075.6727,
,,,,,,,,,,,,-2699493.9987,-4293275.0705,3855076.3551,
,,,,,,,,,,,,-2699493.3623,-4293274.9822,3855077.0938,
,,,,,,,,,,,,-2699492.5994,-4293274.7261,3855077.1926,
,,,,,,,,,,,,-2699491.8766,-4293274.3582,3855076.6752,
,,,,,,,,,,,,-2699491.3212,-4293273.9856,3855076.1078,
,,,,,,,,,,,,-2699490.8742,-4293273.753,3855076.0858,
,,,,,,,,,,,,-2699490.414,-4293273.7532,3855076.4652,
,,,,,,,,,,,,-2699489.8707,-4293273.9551,3855076.6254,
,,,,,,,,,,,,-2699489.281,-4293274.2974,3855076.2638,
,,,,,,,,,,,,-2699488.7158,-4293274.7158,3855075.789,
,,,,,,,,,,,,-2699488.1395,-4293275.1152,3855075.8645,
,,,,,,,,,,,,-2699489.3206,-4293275.3471,3855075.9861,
,,,,,,,,,,,,-2699490.8619,-4293275.3947,3855076.0995,
,,,,,,,,,,,,-2699492.5383,-4293275.2931,3855076.0879,
,,,,,,,,,,,,-2699494.0419,-4293275.0743,3855075.9904,
,,,,,,,,,,,,-2699495.1372,-4293274.7643,3855075.9268,
,,,,,,,,,,,,-2699496.0766,-4293274.4807,3855075.9724,
,,,,,,,,,,,,-2699497.0811,-4293274.3103,3855076.0706,
,,,,,,,,,,,,-2699498.1926,-4293274.259,3855076.0848,
,,,,,,,,,,,,-2699499.1619,-4293274.3136,3855075.9696,
,,,,,,,,,,,,-2699499.8787,-4293274.477,3855075.8175,
,,,,,,,,,,,,-2699500.3185,-4293274.2371,3855075.8409,
,,,,,,,,,,,,-2699500.8663,-4293274.1383,3855075.7536,
,,,,,,,,,,,,-2699501.6326,-4293274.2394,3855075.6392,
,,,,,,,,,,,,-2699502.513,-4293274.513,3855075.6145,
,,,,,,,,,,,,-2699503.3052,-4293274.9465,3855075.6928,
,,,,,,,,,,,,-2699503.8568,-4293275.4556,3855075.7742,
,,,,,,,,,,,,-2699504.2233,-4293275.8595,3855075.7836,
,,,,,,,,,,,,-2699504.6187,-4293276.0406,3855075.7314,
,,,,,,,,,,,,-2699505.1052,-4293276.0382,3855075.7439,
,,,,,,,,,,,,-2699505.5808,-4293275.8803,3855075.8471,
,,,,,,,,,,,,-2699505.3311,-4293276.0947,3855075.0875,
,,,,,,,,,,,,-2699505.1187,-4293276.2772,3855074.9804,
,,,,,,,,,,,,-2699504.7755,-4293276.3186,3855075.5248,
,,,,,,,,,,,,-2699504.2178,-4293276.1945,3855076.0814,
,,,,,,,,,,,,-2699503.6019,-4293275.9217,3855076.0407,
,,,,,,,,,,,,-2699503.0988,-4293275.5246,3855075.5225,
,,,,,,,,,,,,-2699502.7898,-4293275.0879,3855075.1715,
,,,,,,,,,,,,-2699502.5237,-4293274.7106,3855075.4136,
,,,,,,,,,,,,-2699502.1807,-4293274.4871,3855075.9461,
,,,,,,,,,,,,-2699501.7625,-4293274.4211,3855076.0243,
,,,,,,,,,,,,-2699501.0976,-4293274.4268,3855076.5965,
,,,,,,,,,,,,-2699500.72,-4293274.4397,3855077.3571,
,,,,,,,,,,,,-2699500.3885,-4293274.4505,3855077.4845,
,,,,,,,,,,,,-2699499.8299,-4293274.4488,3855076.9992,
