"complementaryfilter",,,"GPSx","GPSy","GPSz","mu",,,,,,
-2704235.1764,-4261661.0686,3887287.7055,-2704248.1972,-4261755.8454,3887375.0643,-2704180.0973,0.0085355,-4261630.0837,0.075396,3887264.6631,0.052395,
-2704228.8463,-4261655.8455,3887280.2471,-2704235.1264,-4261603.7142,3887270.0352,-2704185.9439,0.048945,-4261626.8017,0.097016,3887265.4836,0.013721,
-2704240.4895,-4261649.2077,3887290.2294,-2704209.0636,-4261644.8481,3887258.0459,-2704188.4238,0.056136,-4261629.0505,0.10605,3887264.349,-0.0065907,
-2704289.8384,-4261666.9832,3887319.0869,-2704274.9784,-4261633.6343,3887320.2257,-2704197.8026,0.024146,-4261629.6176,0.11712,3887272.8977,0.014312,
-2704332.5746,-4261709.9105,3887358.9688,-2704437.4437,-4261725.2437,3887405.5574,-2704223.96,-0.041129,-4261641.6853,0.11746,3887293.2303,0.037028,
-2704328.1554,-4261734.0327,3887368.2716,-2704460.7046,-4261844.1073,3887478.9916,-2704249.947,-0.077986,-4261667.3225,0.1124,3887321.7384,0.06403,
-2704304.2878,-4261699.1907,3887360.2261,-2704314.6696,-4261811.2758,3887396.8294,-2704257.0878,-0.083756,-4261685.5958,0.11281,3887333.2761,0.055398,
-2704274.9187,-4261646.736,3887346.0921,-2704232.359,-4261599.3531,3887336.2604,-2704254.3602,-0.071541,-4261674.6123,0.12477,3887333.7395,0.057015,
-2704246.5388,-4261593.1934,3887316.3959,-2704186.2648,-4261493.8318,3887304.2094,-2704246.8151,-0.046428,-4261651.567,0.13092,3887329.2041,0.05734,
-2704218.8094,-4261542.7171,3887298.9585,-2704160.3969,-4261436.6263,3887227.9181,-2704237.2157,-0.014979,-4261624.1399,0.1302,3887313.6306,0.029226,
-2704226.0972,-4261553.1452,3887297.2586,-2704134.6096,-4261395.9886,3887246.7817,-2704225.7961,0.0057257,-4261595.0045,0.12662,3887303.3488,0.0049645,
-2704208.9659,-4261525.4535,3887288.0493,-2704246.2066,-4261588.2932,3887292.6343,-2704228.0704,0.0011155,-4261594.1364,0.11336,3887301.7006,0.0017239,
-2704212.041,-4261525.5173,3887294.3393,-2704156.2782,-4261446.5762,3887260.8127,-2704220.0608,0.0059788,-4261575.2696,0.12619,3887295.4086,-0.010489,
-2704190.4506,-4261496.3615,3887266.6489,-2704219.5635,-4261529.8658,3887313.5432,-2704220.0049,0.0027184,-4261569.4544,0.13071,3887298.1992,0.015412,
-2704185.6208,-4261471.8331,3887255.8428,-2704124.7289,-4261413.2983,3887183.7813,-2704209.3596,0.015443,-4261549.4752,0.1433,3887280.591,-0.0060825,
-2704195.9197,-4261476.3691,3887251.1264,-2704170.4031,-4261403.0738,3887224.154,-2704205.0035,0.020459,-4261530.7387,0.14493,3887271.905,0.01522,
-2704200.3535,-4261455.5386,3887240.1286,-2704228.0729,-4261493.9535,3887237.3832,-2704207.5813,0.024576,-4261526.0208,0.13602,3887266.5934,0.028065,
-2704209.5042,-4261478.3799,3887252.3553,-2704215.2926,-4261391.6121,3887207.2084,-2704208.4416,0.030957,-4261508.8141,0.13339,3887257.4552,0.016533,
-2704183.097,-4261447.2874,3887229.9747,-2704239.1825,-4261544.3422,3887289.0337,-2704211.8785,0.028432,-4261513.3483,0.11425,3887262.3175,0.032561,
-2704146.3815,-4261418.02,3887212.7486,-2704105.643,-4261350.3406,3887162.7244,-2704199.9869,0.034024,-4261492.4814,0.11476,3887246.9901,0.0012706,
-2704122.9155,-4261394.4083,3887203.8198,-2704038.1884,-4261326.2398,3887161.0574,-2704181.8741,0.03961,-4261471.1997,0.11372,3887233.7637,0.013773,
-2704104.5692,-4261375.3686,3887199.3775,-2704054.3994,-4261318.9065,3887177.0365,-2704167.6009,0.036748,-4261451.702,0.11314,3887225.0339,0.032243,
-2704097.3315,-4261354.9711,3887201.6837,-2704050.7625,-4261313.1753,3887185.8187,-2704154.5173,0.038996,-4261433.9655,0.11029,3887219.0008,0.041015,
-2704083.9169,-4261335.1347,3887183.0089,-2704076.6459,-4261288.2047,3887208.3145,-2704145.7953,0.04004,-4261415.3032,0.10114,3887217.3597,0.050406,
-2704090.2794,-4261332.3266,3887173.3895,-2704044.0083,-4261269.6515,3887126.4261,-2704134.3948,0.047729,-4261396.6554,0.090422,3887203.3665,0.027455,
-2704136.3233,-4261352.7325,3887177.7354,-2704107.8944,-4261321.0084,3887144.4558,-2704131.4236,0.034268,-4261386.967,0.07823,3887194.3013,0.033371,
-2704134.4203,-4261347.3114,3887166.4111,-2704272.576,-4261416.1204,3887190.8701,-2704147.2268,0.0098772,-4261390.6913,0.063858,3887193.7759,0.029282,
-2704178.3937,-4261381.9241,3887181.4263,-2704126.7767,-4261334.3246,3887132.928,-2704144.9359,0.012447,-4261383.4721,0.06473,3887184.4121,0.017526,
-2704196.4916,-4261392.7173,3887190.8171,-2704309.1786,-4261490.2393,3887226.5097,-2704163.3274,-0.00069712,-4261397.1302,0.057918,3887190.8948,0.068252,
-2704218.8598,-4261410.2364,3887207.5378,-2704250.3803,-4261430.4643,3887219.1308,-2704173.0759,0.0019948,-4261401.3908,0.075185,3887195.2482,0.11877,
-2704207.4813,-4261403.8011,3887206.3095,-2704284.5975,-4261467.9442,3887257.8843,-2704185.5647,-0.0025471,-4261409.9012,0.095247,3887204.9001,0.14023,
-2704216.8662,-4261410.8533,3887209.9775,-2704172.6907,-4261390.2386,3887202.6555,-2704184.1232,-0.004506,-4261407.3761,0.1241,3887204.5646,0.074684,
-2704201.5854,-4261397.665,3887208.7347,-2704244.2941,-4261437.3136,3887221.0865,-2704190.8629,-0.040298,-4261411.1963,0.13961,3887207.112,0.0057159,
-2704203.1228,-4261412.4652,3887201.3418,-2704155.1554,-4261362.6053,3887205.3699,-2704186.8682,-0.065535,-4261404.9653,0.15842,3887206.8433,-0.030677,
-2704206.5488,-4261415.0371,3887201.7207,-2704207.4837,-4261461.5077,3887179.4962,-2704189.1837,-0.10527,-4261412.1875,0.16754,3887202.6315,-0.02621,
-2704207.7415,-4261422.9858,3887208.5953,-2704216.8484,-4261426.944,3887202.8951,-2704192.2915,-0.12001,-4261414.0611,0.18473,3887202.6707,0.004637,
-2704197.4462,-4261419.9865,3887202.9963,-2704210.6363,-4261450.0354,3887229.4777,-2704194.3568,-0.128,-4261418.6487,0.19716,3887206.7968,-0.015902,
-2704197.0103,-4261413.0287,3887195.0284,-2704166.0145,-4261412.5981,3887186.4294,-2704191.1936,-0.10581,-4261417.857,0.20799,3887203.6591,-0.060952,
-2704185.8856,-4261395.3701,3887190.2374,-2704195.0199,-4261392.5458,3887171.3062,-2704191.6313,-0.099232,-4261414.5995,0.21463,3887198.6741,-0.06111,
-2704185.8495,-4261378.9645,3887177.3648,-2704152.1919,-4261341.4953,3887176.2724,-2704187.2227,-0.075677,-4261405.2249,0.22271,3887195.2231,0.022045,
-2704171.9592,-4261361.026,3887158.3222,-2704185.3857,-4261328.044,3887139.1202,-2704187.0235,-0.066671,-4261395.3279,0.23174,3887186.5912,0.084289,
-2704157.5948,-4261349.184,3887168.4386,-2704129.9231,-4261306.4031,3887101.9097,-2704180.634,-0.036777,-4261383.927,0.24863,3887173.5632,0.061578,
-2704148.8937,-4261339.4183,3887162.3149,-2704114.1942,-4261314.4962,3887198.9914,-2704173.1962,-0.020092,-4261375.0195,0.2636,3887177.4812,0.020111,
-2704129.0108,-4261331.5723,3887148.0102,-2704122.7584,-4261311.5524,3887144.4403,-2704167.549,-0.004716,-4261366.8739,0.27571,3887172.3956,-0.032846,
-2704121.5045,-4261325.1398,3887147.2648,-2704068.9673,-4261308.984,3887106.3657,-2704156.509,0.0010718,-4261359.4411,0.285,3887162.2292,-0.034844,
-2704107.6844,-4261323.6546,3887142.0419,-2704098.8572,-4261306.767,3887145.4227,-2704150.0526,-0.0099274,-4261352.675,0.28932,3887159.6402,-0.0056425,
-2704109.8279,-4261333.8363,3887136.8191,-2704066.0364,-4261320.8052,3887126.9328,-2704140.6449,-0.032222,-4261348.5712,0.28675,3887154.6042,-0.042332,
-2704106.2965,-4261339.249,3887124.8465,-2704115.8615,-4261366.4437,3887121.3308,-2704137.873,-0.064047,-4261350.8338,0.26864,3887149.4783,-0.069342,
-2704103.2196,-4261334.8663,3887117.2193,-2704095.8271,-4261351.312,3887089.0557,-2704133.1701,-0.075095,-4261350.8718,0.25118,3887140.1725,-0.050027,
-2704089.9602,-4261330.1772,3887102.9575,-2704094.8793,-4261316.9384,3887094.2481,-2704128.8884,-0.069542,-4261346.5074,0.23804,3887133.1021,0.046081,
-2704079.99,-4261324.8927,3887095.6716,-2704051.4323,-4261314.2307,3887060.3803,-2704120.2197,-0.051809,-4261342.3561,0.23142,3887121.914,0.10018,
-2704069.5944,-4261319.7738,3887091.9543,-2704050.7986,-4261313.2321,3887073.5084,-2704112.4493,-0.034877,-4261338.6086,0.23804,3887114.4715,0.094408,
-2704072.8483,-4261320.6632,3887086.3164,-2704038.5109,-4261310.3079,3887080.5342,-2704104.1712,-0.0032701,-4261334.9656,0.25561,3887109.2541,0.036732,
-2704076.9257,-4261315.7452,3887079.1829,-2704082.2619,-4261329.9348,3887069.4245,-2704101.7173,0.020492,-4261334.2992,0.27748,3887103.1253,-0.0036157,
-2704067.9562,-4261309.4412,3887074.038,-2704088.9015,-4261307.518,3887057.5068,-2704100.28,0.027931,-4261330.8474,0.28883,3887096.1027,-0.021082,
-2704070.4905,-4261311.1291,3887070.9523,-2704040.4422,-4261296.9115,3887058.5207,-2704093.5763,0.022893,-4261326.4791,0.28936,3887090.3162,-0.02267,
-2704065.5894,-4261322.2244,3887072.2205,-2704076.9152,-4261321.5091,3887061.687,-2704091.7088,0.0036091,-4261325.8179,0.28333,3887085.9069,-0.045569,
-2704068.5305,-4261324.3314,3887071.6968,-2704049.6806,-4261360.7907,3887076.0902,-2704087.0021,-0.013539,-4261330.2692,0.2724,3887084.3912,-0.074123,
-2704069.3816,-4261319.9335,3887070.2637,-2704075.3527,-4261335.4867,3887070.189,-2704085.6992,-0.035462,-4261330.9133,0.2602,3887082.1984,-0.088579,
-2704071.4759,-4261319.2769,3887067.7902,-2704070.2252,-4261310.9664,3887066.0506,-2704083.9694,-0.03723,-4261328.3381,0.24365,3887079.7057,-0.078027,
-2704084.0746,-4261324.3158,3887077.5981,-2704076.1498,-4261320.3028,3887060.5793,-2704083.0967,-0.02431,-4261327.2887,0.23416,3887076.7562,-0.037576,
-2704085.8504,-4261316.704,3887081.2779,-2704120.9683,-4261341.6113,3887107.1948,-2704087.34,-0.018292,-4261329.1013,0.23152,3887081.4389,-0.014283,
-2704073.5151,-4261302.1083,3887079.1451,-2704091.3725,-4261294.9721,3887092.4551,-2704087.7931,-0.014235,-4261324.7132,0.24058,3887083.1331,-0.024032,
-2704065.9903,-4261290.8966,3887080.927,-2704035.9716,-4261256.9864,3887072.6597,-2704081.9911,-0.027687,-4261316.0246,0.24516,3887081.5183,-0.047263,
-2704056.2306,-4261280.0309,3887079.4559,-2704043.0982,-4261251.7775,3887086.2553,-2704077.6384,-0.049077,-4261307.7811,0.2406,3887082.2446,-0.008113,
-2704050.5054,-4261273.7027,3887076.7045,-2704027.5934,-4261243.7834,3887074.58,-2704072.0387,-0.072367,-4261299.5699,0.23198,3887081.0654,0.035718,
-2704039.4386,-4261266.3173,3887080.666,-2704032.8712,-4261252.1007,3887068.1729,-2704067.6588,-0.076923,-4261293.4748,0.22449,3887079.0845,0.054276,
-2704032.3037,-4261266.5836,3887073.9497,-2704005.5806,-4261241.9731,3887092.3397,-2704060.7134,-0.080688,-4261286.8642,0.22386,3887081.1282,0.013941,
-2704011.1085,-4261250.0055,3887065.4879,-2704010.2962,-4261265.8442,3887053.7471,-2704055.0743,-0.078584,-4261284.1546,0.22063,3887076.9132,-0.041155,
-2703992.5241,-4261241.1974,3887060.6387,-2703947.1802,-4261199.2585,3887040.1111,-2704042.9979,-0.076758,-4261273.2705,0.22234,3887071.2447,-0.051345,
-2703989.9645,-4261239.9048,3887058.3513,-2703936.4128,-4261215.1694,3887046.055,-2704031.0681,-0.076436,-4261265.8155,0.22136,3887067.3647,0.0058868,
-2703983.2417,-4261239.5275,3887062.2123,-2703981.8872,-4261237.514,3887051.4866,-2704025.5673,-0.086875,-4261262.1742,0.22118,3887064.9225,0.05043,
-2703986.0718,-4261247.0887,3887066.7111,-2703963.1349,-4261240.8416,3887073.9647,-2704018.5831,-0.087924,-4261259.4248,0.22533,3887066.3185,0.047405,
-2703986.1514,-4261253.7194,3887069.7394,-2703994.5631,-4261273.9301,3887080.5948,-2704015.9009,-0.089074,-4261261.2615,0.22419,3887068.519,0.014641,
-2704001.8797,-4261262.9272,3887081.2759,-2703986.0829,-4261277.006,3887079.0856,-2704012.5693,-0.085433,-4261263.2569,0.22038,3887070.1469,0.02103,
-2704003.6324,-4261262.2034,3887091.3681,-2704048.858,-4261293.7339,3887116.1175,-2704016.641,-0.086487,-4261267.1382,0.21322,3887077.2263,0.079849,
-2704012.1258,-4261256.4733,3887088.0623,-2704008.821,-4261263.5194,3887121.8379,-2704015.7727,-0.077844,-4261266.6566,0.209,3887084.1008,0.11308,
-2704058.7951,-4261262.3252,3887109.0037,-2704037.577,-4261243.0767,3887078.265,-2704018.2214,-0.072681,-4261263.6206,0.20891,3887083.2103,0.048757,
-2704111.2256,-4261269.6535,3887130.368,-2704198.9324,-4261283.6325,3887171.8541,-2704038.4662,-0.0831,-4261266.1636,0.20311,3887096.8577,0.0096427,
-2704111.6427,-4261267.5973,3887128.4821,-2704268.6129,-4261294.7973,3887194.0685,-2704064.2484,-0.093134,-4261269.8105,0.19524,3887111.8212,-0.0032699,
-2704101.4639,-4261258.0036,3887113.7416,-2704112.7512,-4261262.903,3887122.4772,-2704069.6883,-0.082475,-4261268.9096,0.18964,3887113.4622,0.036342,
-2704086.8806,-4261252.4564,3887090.0683,-2704070.653,-4261229.4417,3887069.0346,-2704069.8036,-0.077702,-4261263.842,0.1871,3887106.6281,0.079449,
-2704068.6066,-4261241.1407,3887071.4432,-2704042.7239,-4261234.7479,3887018.7702,-2704066.7777,-0.073483,-4261260.1022,0.19163,3887093.111,0.066088,
-2704047.484,-4261229.4023,3887059.2934,-2704013.4994,-4261205.1333,3887015.3301,-2704060.8174,-0.069742,-4261253.0506,0.20099,3887081.1429,0.018696,
-2704053.2179,-4261234.0767,3887060.8312,-2703984.1355,-4261191.7381,3887022.4507,-2704052.2356,-0.059619,-4261245.1862,0.21074,3887072.1092,-0.021303,
-2704055.6453,-4261243.0572,3887064.7066,-2704070.2981,-4261245.322,3887065.2389,-2704054.2637,-0.059333,-4261245.1852,0.20978,3887071.0507,0.0067763,
-2704042.8677,-4261227.1072,3887056.9762,-2704062.8534,-4261266.4695,3887075.9913,-2704055.2308,-0.05281,-4261247.8909,0.20835,3887071.8124,0.028441,
-2704038.4465,-4261215.4081,3887056.7972,-2704004.4297,-4261174.401,3887033.5763,-2704049.5459,-0.04152,-4261238.4675,0.21652,3887065.929,0.017448,
-2704041.9768,-4261213.3451,3887070.8292,-2704025.1516,-4261174.1773,3887056.0838,-2704046.8174,-0.027876,-4261230.2208,0.22207,3887064.4144,-0.0074366,
-2704056.9011,-4261218.3476,3887091.0062,-2704052.5013,-4261200.8371,3887112.9914,-2704047.4561,-0.017594,-4261226.441,0.22073,3887071.8915,0.013353,
-2704059.8439,-4261220.4188,3887105.7717,-2704101.6513,-4261228.9719,3887151.8318,-2704053.5271,-0.015161,-4261226.7458,0.21214,3887084.1986,0.055904,
-2704074.6189,-4261225.1227,3887134.8457,-2704068.6949,-4261226.356,3887150.4722,-2704055.2273,-0.023444,-4261226.6775,0.20604,3887094.4054,0.092693,
-2704085.6236,-4261228.4667,3887160.0305,-2704118.9973,-4261239.8668,3887222.3535,-2704062.3716,-0.043742,-4261228.3475,0.20658,3887114.1076,0.094293,
-2704094.2897,-4261235.4915,3887175.0907,-2704118.7379,-4261239.458,3887236.0236,-2704068.6885,-0.063878,-4261229.7512,0.21325,3887132.8799,0.04451,
-2704092.7092,-4261248.7749,3887170.664,-2704119.9763,-4261257.8491,3887220.4881,-2704074.4382,-0.074227,-4261233.3286,0.21114,3887146.3672,-0.0054439,
-2704090.6944,-4261257.6077,3887162.6567,-2704087.9618,-4261289.5974,3887157.7458,-2704075.9595,-0.079748,-4261240.5115,0.19986,3887148.1185,0.0062324,
-2704103.381,-4261261.9943,3887175.0323,-2704084.6347,-4261284.3542,3887138.8854,-2704076.938,-0.077427,-4261246.1052,0.188,3887146.6996,0.066084,
-2704112.6271,-4261264.8426,3887176.7892,-2704141.3109,-4261275.0293,3887212.509,-2704084.1542,-0.08176,-4261249.7905,0.1873,3887156.8366,0.12686,
-2704118.3689,-4261269.2384,3887179.0579,-2704139.9278,-4261272.8498,3887182.4164,-2704090.4077,-0.081924,-4261252.7252,0.18916,3887160.7833,0.081557,
-2704123.8904,-4261270.5643,3887179.9034,-2704135.0286,-4261281.569,3887186.0895,-2704095.4122,-0.085478,-4261256.4001,0.18668,3887164.6839,0.027286,
-2704120.7566,-4261264.7688,3887176.3833,-2704140.2239,-4261273.3163,3887182.8449,-2704100.4383,-0.082921,-4261258.5488,0.18112,3887167.4815,0.023962,
-2704110.6734,-4261256.9549,3887171.906,-2704111.3885,-4261244.316,3887165.9233,-2704101.6717,-0.072169,-4261256.7115,0.18101,3887167.245,0.068936,
-2704089.5368,-4261255.6161,3887159.158,-2704081.302,-4261229.7834,3887157.954,-2704099.3966,-0.058371,-4261253.2494,0.18697,3887165.8216,0.09909,
-2704073.188,-4261256.2016,3887136.0068,-2704030.6017,-4261248.5241,3887121.0691,-2704091.6971,-0.051909,-4261252.6283,0.19089,3887158.9404,0.059838,
-2704053.4264,-4261261.882,3887119.4339,-2704024.4308,-4261255.2392,3887066.7211,-2704084.1687,-0.060741,-4261252.9458,0.18876,3887144.749,-0.00075972,
-2704036.2476,-4261265.8021,3887105.4146,-2703996.5087,-4261276.9963,3887069.3655,-2704074.3575,-0.085979,-4261256.0075,0.17862,3887133.1451,-0.017026,
-2704027.24,-4261266.6407,3887095.2621,-2703985.1378,-4261275.5165,3887063.6726,-2704064.3737,-0.10828,-4261258.4887,0.17245,3887122.451,0.01022,
-2704029.791,-4261267.5693,3887081.9702,-2704000.7602,-4261267.2562,3887064.7548,-2704057.2594,-0.11836,-4261259.5957,0.17317,3887113.5714,0.023167,
-2704030.3783,-4261265.5358,3887073.0298,-2704036.3887,-4261274.0835,3887041.8913,-2704054.9325,-0.11495,-4261261.4347,0.1758,3887102.5394,-0.0017061,
-2704019.6453,-4261259.229,3887065.6938,-2704029.6819,-4261263.5144,3887046.2304,-2704052.1146,-0.10404,-4261261.6855,0.17759,3887093.8708,-0.043179,
-2704024.7974,-4261263.5491,3887061.0561,-2703986.3294,-4261244.5145,3887043.8704,-2704044.756,-0.087578,-4261259.4725,0.17699,3887086.1706,-0.052242,
-2704030.7567,-4261266.1929,3887065.0531,-2704040.2169,-4261280.1164,3887047.4314,-2704044.2554,-0.084817,-4261262.0991,0.17702,3887080.2042,-0.019332,
-2704028.7542,-4261265.6796,3887066.9671,-2704048.7668,-4261277.1504,3887077.1318,-2704044.7683,-0.089686,-4261264.0098,0.17846,3887079.731,0.027159,
-2704049.5296,-4261279.5976,3887069.2594,-2704021.2148,-4261266.6109,3887072.8302,-2704042.1387,-0.10042,-4261264.3271,0.18232,3887078.6711,0.025771,
-2704050.1889,-4261281.251,3887069.2392,-2704108.7109,-4261322.2953,3887075.4112,-2704049.6035,-0.11624,-4261271.7298,0.18636,3887078.1706,-0.0037505,
-2704045.8208,-4261287.1423,3887073.3681,-2704052.1625,-4261282.5016,3887068.0009,-2704049.9003,-0.10962,-4261273.0919,0.19557,3887076.6044,-0.024073,
-2704039.7361,-4261279.073,3887077.8815,-2704032.5893,-4261300.9761,3887086.0097,-2704047.9711,-0.097835,-4261276.6433,0.20342,3887078.0509,0.0068019,
-2704030.1001,-4261273.247,3887068.839,-2704021.8449,-4261251.1641,3887091.0691,-2704045.0535,-0.085395,-4261273.3647,0.20944,3887080.0561,0.034879,
-2704022.7978,-4261268.5412,3887065.5028,-2704001.939,-4261252.674,3887041.6525,-2704040.2323,-0.069981,-4261270.6984,0.21353,3887074.1473,0.015516,
-2704012.5863,-4261261.5491,3887058.6563,-2704001.3382,-4261251.7272,3887054.828,-2704035.8824,-0.059522,-4261268.2519,0.21326,3887071.174,-0.014907,
-2704012.3574,-4261255.7704,3887056.1054,-2703981.9813,-4261237.6623,3887037.5778,-2704029.8511,-0.052475,-4261264.3186,0.20792,3887066.0011,-0.026853,
-2704010.6694,-4261253.1977,3887054.6021,-2704011.5708,-4261234.9732,3887048.1102,-2704027.8087,-0.061259,-4261260.545,0.19914,3887063.246,0.0088156,
-2704008.6819,-4261258.485,3887058.0542,-2704005.607,-4261242.0146,3887050.2425,-2704025.328,-0.073865,-4261258.1563,0.19194,3887061.2463,0.044555,
-2704008.8889,-4261269.3045,3887065.5121,-2704002.859,-4261270.5638,3887067.7923,-2704022.8186,-0.089895,-4261259.7275,0.19248,3887062.2574,0.03507,
-2704009.0138,-4261276.7046,3887067.4488,-2704009.2861,-4261297.1323,3887087.8571,-2704021.3113,-0.098199,-4261264.4975,0.19983,3887066.1999,0.0063584,
-2704011.5918,-4261278.4049,3887074.912,-2704009.3365,-4261297.2117,3887073.8848,-2704019.979,-0.10129,-4261268.6666,0.21021,3887067.3826,-0.017846,
-2704012.7922,-4261278.1564,3887090.204,-2704020.6806,-4261282.2091,3887096.8657,-2704020.0663,-0.092195,-4261270.3813,0.21733,3887071.9205,0.023597,
-2704019.2011,-4261290.2757,3887108.5482,-2704018.4596,-4261278.709,3887135.7872,-2704019.8943,-0.080682,-4261271.4281,0.22027,3887081.7543,0.06804,
-2704022.0043,-4261287.077,3887127.4457,-2704039.6935,-4261328.6117,3887163.2356,-2704022.1185,-0.066927,-4261278.7271,0.21873,3887094.3022,0.074591,
-2704027.2507,-4261298.3084,3887148.3678,-2704030.147,-4261280.6872,3887184.0741,-2704023.0233,-0.057086,-4261278.9589,0.22262,3887108.1255,0.039518,
-2704026.1506,-4261294.8783,3887143.7015,-2704042.6983,-4261333.3469,3887209.7207,-2704025.2318,-0.054365,-4261285.9,0.21492,3887123.7663,0.021927,
-2704021.4735,-4261298.0863,3887152.7828,-2704022.9172,-4261285.7338,3887128.193,-2704024.9775,-0.059186,-4261285.8601,0.20771,3887124.4494,0.019355,
-2704018.6245,-4261301.8667,3887143.0872,-2704007.1089,-4261310.1413,3887179.7416,-2704022.9819,-0.072585,-4261288.9497,0.19679,3887132.9634,0.071681,
-2704010.5384,-4261304.1685,3887132.7924,-2704010.1108,-4261314.8721,3887113.8593,-2704021.5472,-0.084148,-4261292.25,0.19466,3887130.0287,0.067145,
-2704002.8943,-4261303.1388,3887126.3285,-2703987.0586,-4261311.4239,3887102.0248,-2704017.6922,-0.084802,-4261294.6868,0.19905,3887125.7231,0.036365,
-2703997.4873,-4261302.7166,3887122.0594,-2703980.5766,-4261301.2086,3887106.689,-2704013.543,-0.078779,-4261295.504,0.20346,3887122.7955,0.008407,
-2704007.6504,-4261308.3041,3887128.7634,-2703982.0846,-4261303.5852,3887108.8715,-2704010.0269,-0.077675,-4261296.5205,0.20097,3887120.6533,0.017473,
-2704004.9918,-4261300.3523,3887128.7153,-2704039.4559,-4261328.2373,3887148.8464,-2704013.3295,-0.075545,-4261300.5621,0.19666,3887124.9956,0.061008,
-2704007.9274,-4261297.7679,3887132.8772,-2703998.6163,-4261280.3176,3887128.5963,-2704011.6882,-0.063956,-4261297.9541,0.20009,3887125.5552,0.068533,
-2703992.0156,-4261283.8683,3887138.4815,-2704017.7941,-4261294.1002,3887145.5876,-2704012.3776,-0.058543,-4261297.4434,0.20023,3887128.6439,0.048615,
-2703993.3264,-4261297.5364,3887157.2413,-2703946.1737,-4261246.9917,3887155.216,-2704004.9682,-0.047164,-4261290.9693,0.19895,3887132.7371,0.015301,
-2703990.6322,-4261290.304,3887164.2747,-2703998.326,-4261345.6208,3887213.3675,-2704004.2285,-0.044484,-4261297.9464,0.1826,3887145.1496,0.024051,
-2703999.0659,-4261306.1769,3887180.2828,-2703982.0554,-4261270.659,3887185.619,-2704001.749,-0.033371,-4261294.4382,0.18405,3887151.3812,0.034456,
-2703989.5651,-4261301.5783,3887185.0842,-2704023.4225,-4261352.2906,3887228.1609,-2704004.1793,-0.036683,-4261301.826,0.1845,3887163.2028,0.050992,
-2703974.212,-4261285.1688,3887187.3895,-2703959.7068,-4261284.7592,3887199.6114,-2703999.202,-0.039069,-4261299.6255,0.19666,3887168.8104,0.021126,
-2703971.9712,-4261286.7718,3887187.8854,-2703927.1745,-4261233.4902,3887194.664,-2703991.1392,-0.049778,-4261291.1444,0.20331,3887172.7906,-0.015144,
-2703968.3607,-4261294.3954,3887184.8968,-2703963.1719,-4261290.2199,3887190.5809,-2703988.0119,-0.066603,-4261291.0084,0.19939,3887175.5277,-0.014837,
-2703955.5601,-4261280.9224,3887186.8359,-2703957.7414,-4261314.5422,3887176.1586,-2703984.6281,-0.078252,-4261294.0029,0.19813,3887175.6246,0.020803,
-2703953.3667,-4261277.9784,3887185.3401,-2703918.2979,-4261235.9411,3887192.5808,-2703977.2065,-0.073195,-4261286.5549,0.2019,3887178.2374,0.057509,
