"time","dt","x","y","z","lat","long","alt",
,,-2701042.4156,-4256432.0539,3883057.7364,37.7925,-122.3984,231.9594,
,,-2701030.7575,-4256416.1934,3883075.391,37.7927,-122.3983,227.2595,
,,-2701048.0479,-4256426.6713,3883034.5735,37.7923,-122.3984,216.5584,
,,-2701049.824,-4256441.4116,3883053.9969,37.7924,-122.3984,239.0483,
,,-2701025.1595,-4256394.2226,3883055.4565,37.7927,-122.3984,198.0137,
,,-2700977.3716,-4256398.9397,3882989.7291,37.7923,-122.3979,140.6493,
,,-2701002.1474,-4256414.9153,3882990.9534,37.7922,-122.3981,162.5493,
,,-2700978.266,-4256384.7786,3883010.5111,37.7925,-122.398,144.3145,
,,-2701032.105,-4256410.2993,3883032.5628,37.7924,-122.3984,197.6519,
,,-2701030.0008,-4256433.8659,3882997.0521,37.7921,-122.3982,190.7245,
,,-2701030.4436,-4256414.923,3883015.1807,37.7923,-122.3983,189.3818,
,,-2701041.8716,-4256409.7637,3883041.8819,37.7924,-122.3985,207.1407,
,,-2701104.0855,-4256416.9905,3883133.3416,37.7929,-122.399,294.3518,
,,-2701017.8123,-4256436.6671,3883044.3513,37.7924,-122.3981,216.4178,
,,-2701013.1587,-4256426.8606,3883034.3375,37.7924,-122.3981,201.7677,
,,-2701032.9217,-4256418.659,3883053.9086,37.7925,-122.3983,216.6564,
,,-2701010.263,-4256408.8826,3882995.1662,37.7922,-122.3982,164.5419,
,,-2701044.6573,-4256408.6218,3883028.7486,37.7924,-122.3985,199.5101,
,,-2701038.9339,-4256405.0147,3883050.1278,37.7925,-122.3985,207.7812,
,,-2701023.5869,-4256405.6741,3883002.0719,37.7922,-122.3983,172.2744,
,,-2701010.0962,-4256413.6659,3882971.3651,37.792,-122.3982,153.0776,
,,-2701028.6634,-4256400.5965,3882982.3174,37.7921,-122.3984,158.9304,
,,-2701025.7247,-4256410.1362,3883006.3528,37.7922,-122.3983,178.7802,
,,-2700995.1601,-4256325.122,3883005.2082,37.7927,-122.3986,108.4134,
,,-2700990.4243,-4256398.1608,3882974.98,37.7922,-122.3981,136.618,
,,-2700987.0023,-4256373.3773,3883000.901,37.7925,-122.3982,134.5171,
,,-2700958.4326,-4256365.6587,3882945.0758,37.7922,-122.398,83.0606,
,,-2700974.7509,-4256366.0384,3883011.2245,37.7926,-122.3981,130.7593,
,,-2700977.9932,-4256368.8492,3882985.957,37.7924,-122.3981,118.5235,
,,-2700984.1874,-4256395.021,3882988.9153,37.7923,-122.398,140.4218,
,,-2700978.8844,-4256374.1745,3882957.6046,37.7922,-122.3981,105.0797,
,,-2700982.5224,-4256401.9642,3882976.136,37.7922,-122.398,136.5184,
,,-2700978.9351,-4256366.8207,3882945.5887,37.7921,-122.3981,92.8312,
,,-2700983.5051,-4256424.4344,3883012.5147,37.7923,-122.3978,174.2203,
,,-2700969.1223,-4256390.4921,3882965.8182,37.7922,-122.3979,116.8674,
,,-2700971.9398,-4256378.8369,3882988.6204,37.7924,-122.398,124.2568,
,,-2700974.1818,-4256438.1249,3882997.1081,37.7922,-122.3977,169.9664,
,,-2700966.1913,-4256400.4548,3882979.0746,37.7923,-122.3978,130.3973,
,,-2700980.036,-4256408.8196,3882982.7666,37.7922,-122.3979,144.103,
,,-2701000.079,-4256410.1472,3882987.1323,37.7922,-122.3981,156.1506,
,,-2700976.5688,-4256419.2284,3883007.636,37.7924,-122.3978,164.8201,
,,-2700964.2772,-4256404.8272,3882978.7988,37.7923,-122.3978,132.3353,
,,-2700973.891,-4256435.8429,3882997.7388,37.7922,-122.3977,168.7071,
,,-2700967.4278,-4256361.7168,3883004.7649,37.7926,-122.3981,120.8167,
,,-2700982.8738,-4256474.3013,3883033.9929,37.7923,-122.3975,220.3878,
,,-2700981.8419,-4256469.414,3883028.7435,37.7923,-122.3975,213.4731,
,,-2700961.1256,-4256424.8763,3883026.8052,37.7925,-122.3976,173.7968,
,,-2701013.413,-4256453.7026,3883064.4607,37.7925,-122.3979,238.2448,
,,-2700992.2711,-4256441.0509,3883048.936,37.7925,-122.3978,211.338,
,,-2700978.6554,-4256376.2939,3883060.0304,37.7929,-122.3981,169.1639,
,,-2700964.526,-4256362.3878,3882985.5316,37.7925,-122.398,108.2495,
,,-2700986.0386,-4256356.3895,3883042.1292,37.7929,-122.3983,148.0392,
,,-2700988.074,-4256403.0247,3883055.9826,37.7927,-122.398,188.5068,
,,-2700974.4538,-4256337.9207,3883008.5647,37.7927,-122.3983,110.2426,
,,-2700982.8894,-4256331.9997,3883054.8625,37.7931,-122.3984,138.2354,
,,-2700985.7752,-4256305.6911,3882974.6276,37.7926,-122.3986,72.7349,
,,-2700984.2656,-4256363.975,3883071.8684,37.793,-122.3982,170.5742,
,,-2700978.6342,-4256382.4044,3883034.3924,37.7927,-122.398,157.5208,
,,-2700960.6013,-4256375.8135,3883011.8538,37.7926,-122.3979,131.6762,
,,-2700968.4366,-4256373.9722,3883004.7691,37.7926,-122.398,129.4236,
,,-2700963.3163,-4256410.1778,3883035.242,37.7926,-122.3977,170.0871,
,,-2700988.2541,-4256416.6539,3883022.6714,37.7924,-122.3979,177.2636,
,,-2700984.1959,-4256334.0633,3882989.3894,37.7926,-122.3984,100.043,
,,-2700958.5407,-4256397.9097,3883026.725,37.7926,-122.3978,154.6602,
,,-2700942.2778,-4256333.4142,3882960.5627,37.7925,-122.398,64.1963,
,,-2700967.8449,-4256379.1298,3882994.7087,37.7925,-122.398,126.4493,
,,-2700941.7272,-4256377.1257,3882986.9619,37.7925,-122.3977,109.3065,
,,-2700964.6522,-4256396.3613,3882995.3253,37.7924,-122.3978,136.9728,
,,-2700939.4782,-4256378.3231,3882985.4337,37.7925,-122.3977,108.2167,
,,-2700954.7349,-4256356.284,3882990.0762,37.7926,-122.398,102.8162,
,,-2700946.6044,-4256358.3116,3882970.684,37.7925,-122.3979,88.843,
,,-2700968.8665,-4256343.2979,3882990.902,37.7926,-122.3982,100.641,
,,-2700956.7947,-4256387.4802,3882969.9741,37.7923,-122.3978,112.1849,
,,-2700952.7801,-4256319.1373,3882965.998,37.7926,-122.3982,62.4479,
,,-2700933.6474,-4256322.8508,3882947.6067,37.7925,-122.398,45.5545,
,,-2700933.8039,-4256377.6667,3882994.9608,37.7926,-122.3976,111.2145,
,,-2700927.8805,-4256366.0307,3882960.9362,37.7924,-122.3977,80.0922,
,,-2700916.5243,-4256361.6984,3882955.3614,37.7924,-122.3976,68.977,
,,-2700935.8117,-4256361.7996,3882987.1632,37.7926,-122.3978,96.6992,
,,-2700937.9181,-4256380.9685,3882982.0231,37.7925,-122.3977,107.2313,
,,-2700930.6606,-4256368.0321,3882961.3628,37.7924,-122.3977,82.8661,
,,-2700929.0095,-4256411.6338,3882963.3752,37.7922,-122.3974,112.4929,
,,-2700938.9153,-4256352.946,3882933.4307,37.7922,-122.3978,59.1784,
,,-2700896.9253,-4256328.4308,3882935.6446,37.7925,-122.3976,26.3989,
,,-2700897.2772,-4256337.2563,3882960.5363,37.7926,-122.3975,47.6903,
,,-2700897.368,-4256320.66,3882917.7202,37.7924,-122.3976,10.4173,
,,-2700903.7632,-4256302.013,3882932.8062,37.7926,-122.3978,9.9278,
,,-2700897.4966,-4256327.0247,3882933.1943,37.7925,-122.3976,24.201,
,,-2700888.0266,-4256312.0945,3882950.7751,37.7927,-122.3976,21.0032,
,,-2700855.8846,-4256286.9412,3882916.5119,37.7927,-122.3974,-30.3857,
,,-2700885.8103,-4256329.2898,3882931.4001,37.7925,-122.3975,19.6649,
,,-2700884.7165,-4256345.18,3882934.0224,37.7924,-122.3974,31.4114,
,,-2700885.0369,-4256353.4053,3882928.2714,37.7924,-122.3973,33.511,
,,-2700872.3918,-4256374.2713,3882940.7521,37.7924,-122.3971,49.7279,
,,-2700867.1812,-4256377.2282,3882944.9286,37.7924,-122.397,52.0541,
,,-2700864.3194,-4256371.4233,3882938.9789,37.7924,-122.397,43.3232,
,,-2700869.3415,-4256393.0936,3882963.3513,37.7925,-122.3969,74.8443,
,,-2700876.0113,-4256397.3913,3882959.8963,37.7924,-122.397,78.4186,

