aX,aY,aZ,temperature,gX,gY,gZ
-4612,1112,23276,19.35,-2307,1620,-2601
-1012,3352,16760,19.54,-901,-1165,397
-436,3140,13888,19.4,-1075,-276,-768
-892,2932,15512,19.4,349,-1024,243
-316,4876,19708,19.45,1490,-1096,-2362
-3204,2880,22264,19.4,-739,765,-289
-916,2492,17788,19.49,-2394,-1288,1544
-236,2936,14444,19.35,-717,114,-739
284,3716,13816,19.35,813,-74,228
-1828,3392,18464,19.4,1637,-82,-1266
-2492,2512,20824,19.49,-2288,-1200,-3510
-1956,2980,18240,19.4,-556,216,-1785
1244,3660,15268,19.35,-1768,772,-1649
-568,3764,13688,19.35,675,-55,178
12,4520,17776,19.4,2010,69,843
-544,4792,15524,19.45,902,1734,969
-1432,3448,19220,19.35,-918,304,1819
-208,2888,15276,19.4,-1576,393,178
296,3752,12892,19.31,525,794,1043
956,4480,15924,19.31,1396,206,-237
1372,4460,17572,19.31,-301,-233,-1197
-2048,3784,18732,19.31,-1082,833,-1337
740,3312,15200,19.35,-3665,1344,-38
-816,3248,14292,19.45,-370,156,1375
-448,4396,17308,19.31,1457,240,954
-256,4092,17784,19.26,1766,904,1716
-2560,3080,17940,19.35,-995,1747,578
828,3200,16312,19.31,-1967,5,847
-1464,3016,15336,19.31,1017,-1585,2057
-1060,3688,14852,19.4,1887,-1679,1356
-2432,4048,20464,19.26,1524,-86,1023
1884,3944,19124,19.26,-872,738,-1681
-500,2696,15172,19.31,-1091,-125,-867
-2020,3228,15264,19.31,-686,605,-1004
-164,4336,16696,19.35,886,12,-187
-2616,4308,17052,19.4,1572,-185,1214
-2896,2172,20252,19.21,-2028,1777,675
-908,2512,16960,19.21,-1489,-2086,2443
-1956,2240,16924,19.26,107,-631,369
-3236,2932,17148,19.26,1459,-642,431
-3356,2744,19464,19.31,3008,-110,-1013
164,4036,20068,19.26,-1962,919,-998
608,2720,16384,19.26,-1433,542,-738
24,3180,15144,19.31,-561,-18,-898
-1332,3024,17572,19.17,433,739,-1038
-2724,3320,19540,19.21,2396,-599,1067
-2096,2052,21804,19.21,183,-1163,1281
-3588,1108,17088,19.17,-1494,-992,619
-2572,1044,17744,19.12,-2286,1273,252
-1224,2888,13420,19.21,210,618,1107
-1088,3192,17704,19.21,739,-519,-748
-1296,2392,21456,19.26,-1458,51,-2098
-1280,1492,19524,19.26,38,-109,-1055
896,3316,14200,19.21,-233,728,-1450
-32,3328,12564,19.12,535,382,1083
-360,4684,17760,19.17,1078,1081,626
-132,3816,18888,19.26,24,963,899
-1172,3048,19556,19.31,-2092,-433,1505
-180,2808,14968,19.17,-2561,1083,1192
64,2476,11636,19.17,-309,-215,2594
196,3368,15224,19.17,1668,969,226
1000,4008,20796,19.21,1836,123,-487
196,3128,18912,19.31,-999,759,-1475
916,2568,15724,19.17,-1349,-97,-1451
-2256,1712,14276,19.21,140,-250,160
-1316,3488,17020,19.21,2285,236,511
-3072,2744,21884,19.17,1834,-111,1517
-1840,1892,20472,19.17,432,-515,2020
-156,984,16384,19.21,-1974,-1484,-8
-668,1364,15912,19.26,-851,-352,260
28,3068,17556,19.26,687,-1807,1226
-868,2472,20204,19.12,2309,-2263,-723
-4092,1804,22960,19.26,-1096,-158,-887
-692,772,15356,19.26,-674,-276,690
172,2228,15068,19.12,-39,1162,-2012
1892,3520,16816,19.17,-26,2128,-369
1696,3480,18488,19.21,3507,214,-197
-1464,2328,20060,19.21,-619,582,1210
108,2668,16312,19.17,-1213,-673,2446
92,2336,14908,19.17,-1589,1270,51
1536,3976,13852,19.12,-194,-737,-138
700,2180,17676,19.17,1099,-732,-1623
80,2088,20872,19.21,-2261,1004,-1785
-1132,1568,16600,19.21,864,585,-1081
-24,3500,14068,19.07,439,1548,-1640
772,3612,14084,19.21,357,659,979
1344,3604,19388,19.12,2287,33,326
-1428,2172,20920,19.21,-815,-1036,179
-1544,2776,16468,19.21,-735,-71,1904
-960,2360,13296,19.07,-1513,1778,1089
2652,3480,14988,19.12,764,922,612
-160,2784,18884,19.21,3139,-715,-1334
-1752,2044,22948,19.17,213,330,-2417
-872,2808,17468,19.17,-1233,356,-1220
2344,2764,15868,19.21,-2578,355,-1175
1500,3584,14116,19.21,-74,306,-1400
-692,3648,19436,19.26,1855,732,-939
-944,3700,18640,19.21,-451,2488,-827
-172,3084,17716,19.17,-2323,469,1859
1048,3236,15388,19.21,-773,315,2301
1684,3304,13468,19.21,113,-1060,2432
2348,3824,17268,19.17,1593,-1448,380
3412,3252,16888,19.21,-686,-456,-3770
432,3776,19348,19.21,-2273,1393,-1816
-724,2624,16756,19.17,-1184,279,-2005
-2672,2428,15500,19.26,1254,-623,-97
-1164,4628,18064,19.21,1989,-327,-173
16,4928,17300,19.21,1734,1726,832
-332,3400,18696,19.26,-600,523,1028
1512,2360,15416,19.31,-2712,2431,177
-2096,2184,15736,19.26,431,-1399,1802
-1020,3544,15800,19.17,1249,-1702,437
-480,4412,20728,19.21,2265,-2475,-1239
264,3320,20088,19.21,51,490,-3
856,2312,14840,19.35,-1103,853,-207
-3304,2380,14096,19.21,46,387,-855
-1488,4064,17020,19.26,612,-1089,651
-1332,3676,20272,19.21,2805,-687,819
-2128,2300,22224,19.26,-319,-1197,1653
-504,2004,16340,19.26,-1735,-636,840
-708,2656,14032,19.31,-1759,-25,570
-188,3624,15424,19.26,-413,119,-1476
-3212,2968,18620,19.31,588,212,-2651
-1048,2644,21152,19.21,-181,780,-2636
1164,2536,17960,19.26,-395,-297,-763
-228,3220,14204,19.26,-434,1841,-1415
596,3836,13332,19.21,-100,172,1292
892,4164,18208,19.26,1003,-1047,499
1692,4600,18420,19.17,-2005,984,-320
-588,3240,17748,19.31,-1806,362,1921
-1100,2620,16108,19.26,-1956,920,498
496,3332,12944,19.26,884,565,1471
1628,3888,17508,19.21,1592,485,-1362
804,3024,21988,19.21,-287,851,-3501
480,3020,18288,19.35,-301,163,-226
3000,3620,13984,19.31,-822,-788,-380
1608,3556,12944,19.26,868,-388,1090
1352,4596,17072,19.26,1265,1082,-83
952,5264,17756,19.12,-894,1973,1661
940,4320,17476,19.26,-726,1382,1462
-816,2636,14540,19.31,-1934,1338,1224
2624,3884,13080,19.26,355,-139,1943
2792,4112,16692,19.31,1345,-964,-1140
2552,3684,19660,19.26,-892,-916,-3699
-300,3316,19568,19.31,-378,720,-996
980,2896,15856,19.31,-1315,-98,-1297
-816,2868,14476,19.35,995,-532,553
-376,4640,16100,19.21,1211,-673,834
948,4744,17912,19.21,1293,1438,1537
-2044,2864,20284,19.26,-1180,1038,2554
-100,2188,16068,19.17,-1937,353,1223
492,2512,15848,19.12,398,-471,1856
456,3816,16200,19.26,1048,-541,-172
-1284,4088,20460,19.35,1328,-916,152
900,4384,19748,19.12,-407,666,-705
1204,2480,16908,19.21,-281,687,-633
-1836,2172,14752,19.21,-265,-1953,1726
-344,3856,16832,19.26,901,-449,606
-152,3696,17844,19.21,2240,609,-255
-1592,3420,21280,19.26,-2708,-57,-327
-3800,1296,18556,19.21,-3677,-2345,3368
-1268,2392,17960,19.21,-2239,1606,-1228
-272,3852,14788,19.17,1004,123,-996
-1492,3548,17208,19.21,1139,479,-1098
-1048,3204,21192,19.21,-987,5,-448
-484,3212,16088,19.21,-700,1135,-2776
1520,4008,14512,19.21,-1697,633,-635
2288,4424,14384,19.26,-960,209,1047
1256,5028,17316,19.31,2551,423,255
3052,4424,16528,19.21,795,2896,1420
932,3652,19580,19.35,-1222,1713,2551
1164,3240,15268,19.26,-1568,1227,531
548,3644,12512,19.21,704,-245,2470
3236,3904,18360,19.26,2908,-806,281
2932,4396,18304,19.31,1132,-1217,-3145
1880,4612,17892,19.12,-1463,451,-698
1060,3716,17212,19.26,-1632,105,-1026
-1556,3232,13960,19.17,748,-215,1560
776,5092,17092,19.31,1783,507,455
1120,5516,17788,19.31,1464,2808,1842
-260,4652,19564,19.17,-1313,-347,2686
-108,2568,15164,19.26,-2634,371,546
144,2840,16124,19.21,740,-700,1401
-148,3744,15976,19.26,1619,-1020,-394
204,4820,20720,19.31,1446,-1235,-2098
-84,4628,18672,19.31,-639,893,-1712
1196,3960,17976,19.35,-1435,645,-1758
-3132,2876,17112,19.35,144,-172,128
-632,4160,15076,19.31,2055,-657,870
-240,3752,17916,19.26,2631,-183,-75
1516,3348,22460,19.21,-788,-767,-594
2992,4108,18884,19.31,-613,-93,-1292
-1288,2648,16300,19.26,256,-1294,-1031
-360,3948,15120,19.31,989,-1733,-2287
1480,5352,18592,19.31,614,-471,-3876
544,4500,19092,19.26,-1022,788,-3165
1040,3264,17288,19.21,-2394,503,-3833
-2124,2996,13876,19.31,813,-967,-2732
-584,4720,17156,19.26,1960,-1230,-1886
-2320,4204,18912,19.31,1909,-327,-866
-2232,3388,21024,19.35,73,-965,162
796,2920,15788,19.31,-2437,-507,-1642
-260,3332,15636,19.31,1358,-1903,-568
-652,3732,15608,19.35,1917,-2072,-1048
2492,5756,18384,19.35,2160,-576,-1518
1172,4788,18840,19.26,-1384,649,-4033
1640,3564,16176,19.31,-1600,-456,-2416
-1848,2916,14996,19.35,206,-1664,-1408
-908,4268,16780,19.26,699,-61,-1887
-1808,4216,20828,19.31,1563,310,383
-3804,2600,20796,19.4,-1908,-661,-285
1344,2680,16792,19.26,-1116,-816,-127
-36,2680,15988,19.4,-710,-1560,-1166
308,4212,16080,19.21,1382,-1065,-1731
-784,4004,17064,19.35,2861,-1514,-3018
-3752,1480,22672,19.21,-1496,318,-5190
356,2892,16764,19.31,-968,-1069,-2944
732,3756,13572,19.31,-1494,-665,-3658
-168,4200,13660,19.26,-197,283,-2297
132,4436,19388,19.35,1307,1321,-1701
-96,5112,19840,19.31,-1168,940,-941
-1116,2892,17220,19.21,-1612,854,567
-972,2524,15676,19.35,-1111,507,-1309
-1336,2696,15940,19.26,1421,-589,-831
-856,3308,17924,19.31,2214,-1124,-1781
4372,4188,17376,19.31,237,266,-6204
1404,3804,19540,19.45,-1426,-199,-4150
788,3168,16204,19.35,-1977,-1132,-3492
-2132,3068,15804,19.35,1073,-1035,-1891
-232,5060,16696,19.4,691,-44,-2210
-124,4648,18736,19.35,2308,532,-615
-1284,4088,21100,19.31,-1359,-750,1864
-656,2776,15664,19.31,-1089,-201,460
-1080,2300,17104,19.31,662,-1723,-505
312,3748,15040,19.26,2870,-153,-564
-804,4000,19816,19.26,1992,-2504,-1943
-2144,3004,20152,19.21,-1165,-1248,-3896
548,3080,15332,19.4,-1348,-1327,-2393
-464,3140,16640,19.35,399,996,-3185
-4,4204,16128,19.26,1501,-262,-1407
-576,3316,20708,19.31,1420,401,-1467
-2660,2488,22664,19.35,-2130,148,-780
-1668,2568,17124,19.35,-1324,-374,-491
-2064,2164,17692,19.21,-772,111,-1038
40,3744,14964,19.4,1101,640,-826
652,3556,20672,19.26,2051,-735,-3216
-2096,2572,21264,19.31,-2153,-1078,-3414
-1004,2228,17344,19.31,-860,-63,-1979
-1148,2640,16852,19.31,494,-213,-2820
940,3876,17148,19.21,1361,-303,-1637
-624,3468,19264,19.26,1727,-168,-49
-2476,4600,20412,19.26,-687,1689,661
1404,4308,14212,19.31,-1590,613,-385
2052,4396,14228,19.21,-1478,1444,941
2856,4116,12832,19.26,809,-849,1965
2448,3724,18232,19.26,991,-1722,-829
300,3884,22668,19.31,-848,-2048,-1782
-2844,1720,20156,19.21,-1598,-927,-212
-452,3264,13972,19.26,-1271,326,-152
1076,4624,14080,19.21,329,2143,265
-1356,5016,16156,19.31,2859,1416,1972
2424,5556,18216,19.26,-673,1606,3748
-308,3100,16312,19.21,-671,2056,3507
124,2584,16480,19.21,-2087,1508,1769
932,3524,13700,19.07,464,-904,3142
796,3900,15296,19.31,897,-920,1629
2748,5052,18932,19.26,-379,-1905,675
840,3200,20464,19.26,-519,-1436,32
-152,2288,15108,19.31,-1044,-742,805
-3252,2932,15692,19.21,190,202,-497
-2128,4000,18568,19.26,1305,-979,-237
-2036,3356,21048,19.26,1968,1582,477
-2964,2504,22660,19.17,-1709,1893,1302
-3632,1972,19232,19.31,-1789,668,391
-524,2848,15288,19.21,-1068,-437,-1172
-576,3304,15780,19.26,176,-1308,23
436,3040,20800,19.31,1664,-1319,-552
-1516,2392,21980,19.31,-2022,49,-3692
728,2972,17580,19.21,-498,1235,-2129
2300,3688,15328,19.26,-2798,902,-1523
1888,4532,15736,19.26,425,521,-515
2528,3992,20076,19.31,1783,-78,-97
892,3700,21880,19.21,-1005,1182,-912
-1688,2240,15128,19.35,-1382,-739,308
-668,3032,14624,19.21,-1780,442,585
340,3576,15132,19.26,694,-229,-442
-1524,3300,18416,19.35,1984,-996,-1206
-760,3156,20644,19.4,-992,-251,-1173
388,2320,18924,19.35,-1138,334,-702
708,2940,13732,19.31,-1189,-317,-956
1628,4252,15744,19.35,1047,1046,52
-188,4300,20708,19.35,3141,12,1371
-1832,3540,18492,19.21,-1098,1993,-54
68,3244,16972,19.21,-2396,3156,728
172,3492,14064,19.31,-1536,1784,153
700,4644,13620,19.26,292,-609,1857
320,4048,18816,19.26,2233,-231,-601
-2436,2340,23204,19.21,-1731,334,-3051
-628,2832,17976,19.21,-1788,457,-272
-292,3380,15972,19.31,-1680,635,-1053
524,4256,16732,19.26,174,-510,840
428,4128,18492,19.31,2525,343,713
-1936,2996,20384,19.26,-1911,985,496
-1212,3840,18000,19.26,-2237,1873,-143
1212,3000,16728,19.31,-834,1955,-1522
2652,4312,14624,19.31,2302,-81,-325
-532,3160,16432,19.21,387,-1911,-1346
1516,4480,22084,19.21,-1015,-545,-4171
-1784,2872,17636,19.26,-991,-173,-2172
856,4452,14368,19.35,-2840,344,-3350
1792,4532,12172,19.26,853,-1565,1572
1644,5568,17592,19.21,1466,-343,1735
2872,5916,18504,19.21,1131,2372,1652
312,4300,19092,19.31,-96,1685,2351
780,2840,15200,19.35,-2628,1027,-138
1028,2900,14552,19.26,103,-912,759
2752,4760,15936,19.31,1319,-537,-1084
3416,5712,17204,19.21,1600,-929,157
904,4096,19908,19.35,-785,285,-458
644,4200,14728,19.26,-2178,670,-3101
-1280,4040,13132,19.26,659,728,-99
448,5764,17104,19.31,2241,190,1758
956,3584,15240,19.21,-200,1423,1455
1364,4112,18440,19.26,-3082,747,3336
3976,4364,15300,19.35,-581,533,2313
-344,3460,17116,19.31,2501,524,1775
-1300,4176,16176,19.31,3552,-1836,174
-716,4408,17516,19.35,2890,-3416,-1068
2044,4708,18244,19.35,-1602,-2171,-830
2888,4520,14880,19.35,-2330,90,-1471
504,3984,13672,19.31,902,-994,-479
-2348,5768,17160,19.31,2026,-1092,-389
432,5464,16460,19.35,2189,1924,-896
-2576,4128,18196,19.26,-3124,572,1826
-648,3560,18260,19.31,-2102,-629,297
-1204,3388,14532,19.31,-176,517,244
224,4432,16356,19.35,1953,-97,-463
2244,5000,22620,19.31,4944,-1751,-2583
-4168,5140,18232,19.26,-549,-2941,-1842
28,3536,15744,19.26,-2466,-1563,211
-4452,1288,12476,19.21,3738,-2691,-4217
-2488,6476,16764,19.4,-1052,1508,-118
736,7240,16444,19.31,2120,1923,443
-2184,3268,22204,19.26,-1588,-771,5487
-2572,2444,14252,19.35,-1957,-180,1170
-5704,2268,15644,19.26,46,-1074,1402
1708,4952,19972,19.26,2078,-1567,1503
872,4620,21092,19.35,577,20,1224
2112,4104,21468,19.31,-2539,-1565,415
-1960,2136,14900,19.21,-1709,76,-1013
-2320,2620,15252,19.26,-1383,417,-826
3472,5264,16744,19.35,-1233,583,-1775
-1008,3644,17420,19.4,2964,859,-534
-1860,2792,20320,19.31,-2646,848,-139
-2100,2024,18896,19.31,-1039,1260,1981
308,2784,13780,19.35,-780,714,805
352,3956,15312,19.35,1048,361,630
-1116,4296,18744,19.31,1078,-344,565
160,3068,20816,19.31,-745,-2009,-1148
-620,2120,15240,19.26,-2244,-561,122
2888,3692,16460,19.4,-22,692,-562
-164,3744,15532,19.31,1179,-146,998
1128,3944,18516,19.31,1899,-710,-170
2528,4056,17692,19.35,-951,1293,-603
260,4584,16840,19.26,-1365,1867,906
296,3100,14884,19.35,-883,390,218
1748,3928,14452,19.31,2181,-1398,1921
-140,2760,18108,19.4,2516,-1550,-1457
736,3188,18024,19.31,-2181,-1281,-4868
380,2720,17636,19.21,-924,-1374,-1556
3360,2828,16220,19.31,-251,386,-1580
-1268,3884,14476,19.35,1121,-2011,-503
596,5720,18040,19.35,1360,-1741,-482
124,5348,15872,19.35,2794,1209,3294
-544,4348,18876,19.35,-222,-500,4394
-1188,3012,14216,19.31,-1643,-193,1589
-1836,3040,15964,19.31,111,-2377,2207
-708,3136,15764,19.35,2601,-2405,235
4064,3292,14988,19.35,-2520,226,-5105
1876,3248,21220,19.35,-2207,2449,-2938
2152,4288,17008,19.31,752,302,-1585
-792,3420,10940,19.31,1453,-259,-820
240,5828,16820,19.26,2547,1746,232
784,6376,17092,19.21,-668,-150,3813
672,3764,15224,19.31,-1550,3442,1315
1252,4680,14328,19.35,-762,601,3075
452,4068,12972,19.26,1411,-266,2795
-2460,3228,16968,19.21,-148,1936,-1338
-1592,3156,23152,19.21,-3739,202,-3777
2324,3668,17036,19.26,-2182,-728,309
2868,4584,13240,19.21,154,1477,-1450
764,4432,16012,19.31,2065,-131,2634
-828,3896,20280,19.26,2323,-1473,548
-2012,2824,24188,19.17,-1618,-3239,2227
-2932,1884,15496,19.31,-1985,818,1107
1044,3496,13812,19.21,767,-559,1305
196,3976,16548,19.35,1335,-143,365
2020,4592,18792,19.31,1518,-1077,-1039
-1320,2984,20632,19.21,-867,232,-1315
-640,3724,14576,19.31,-2354,-743,-167
-1964,3124,10408,19.35,501,769,1144
1364,4744,17344,19.26,2298,-219,1259
1480,3952,17128,19.21,2763,2137,2337
2188,4252,20204,19.4,-1249,766,1887
828,2896,16228,19.35,-2381,829,985
972,3404,12288,19.21,764,-299,1743
2012,4080,18004,19.31,967,-2063,-483
-52,2788,18672,19.35,-70,33,-3612
1944,2892,21216,19.31,-2242,849,-2519
2600,3840,14416,19.31,-1266,120,-589
-560,3960,14080,19.35,426,-552,1151
-1096,4612,18172,19.31,2148,-454,1391
-388,4464,17640,19.31,-147,2234,2803
-72,2248,15432,19.26,-650,820,632
1992,3268,15544,19.4,-837,1346,1824
-516,3276,15380,19.35,2695,-2103,1508
-2408,3680,18084,19.35,2715,-2552,-3082
-1500,2844,20840,19.31,-1641,-7,-3447
-40,3368,17776,19.31,-1051,1891,-1810
932,4420,16256,19.26,-1069,901,-893
-12,4100,13404,19.35,-276,-620,2156
452,4948,17592,19.31,640,-287,404
2184,5644,18880,19.35,-1900,2224,836
212,3768,17040,19.26,307,1125,2057
1264,3148,15388,19.31,-1101,1023,795
496,3036,13520,19.21,231,-1115,1270
2952,4404,15464,19.21,2058,-731,26
1768,3112,20960,19.35,-2780,1257,-4414
892,3404,17908,19.26,-1522,1817,-1678
1884,3224,16704,19.31,-832,-451,-645
-576,3692,12596,19.31,519,-1064,933
-36,5220,16924,19.35,1143,828,-281
1428,5720,17340,19.31,2406,2181,3111
-224,4176,20244,19.31,40,-308,2408
-852,1880,17208,19.26,-1377,103,569
-112,3012,14076,19.31,1833,-1129,1894
332,4472,15244,19.31,1091,-774,1814
1848,5924,19788,19.35,1038,-1584,397
-256,4380,19440,19.21,354,874,-1335
1168,3976,15316,19.21,-1419,402,-1510
-1824,3700,13304,19.26,285,750,13
-372,5044,16264,19.21,620,-262,-56
-1820,3928,21440,19.31,1627,377,220
-3344,2680,22756,19.17,-2096,-608,691
1548,3704,18040,19.35,-2000,597,1042
-3024,2208,16928,19.31,100,-263,652
-740,3780,13584,19.17,1979,-809,258
-2016,3840,19488,19.26,59,-827,-1378
-676,3444,20628,19.31,-1017,1191,-2761
636,3432,15992,19.21,-69,2080,-3335
-196,4168,15972,19.31,-145,587,-2030
-172,5116,14632,19.31,1013,-932,-258
-764,5096,18588,19.26,1197,758,-454
1048,6808,17412,19.26,-2338,2592,-698
-396,4692,18388,19.21,-214,344,2826
-1396,2960,14136,19.21,-1329,-626,1474
592,3624,12460,19.26,531,-972,1506
-412,4584,16916,19.31,1677,-1378,729
2528,4384,20224,19.31,-414,-1595,-3279
-360,3424,18600,19.17,-1336,7,-1793
-172,3952,15996,19.26,-675,-139,-344
-3992,2876,14112,19.31,-133,-1147,2771
-1860,4608,17408,19.35,2877,-1328,200
-272,4916,15380,19.21,-138,1620,2809
1968,4796,16640,19.31,-835,1297,1845
1664,4864,15844,19.17,-822,1424,2276
-316,3144,12684,19.21,1681,-1587,2373
912,4732,17060,19.26,813,-634,1637
1032,4552,20448,19.17,-521,-1009,-1817
1176,4576,16952,19.31,-225,1080,-1581
-696,3080,18952,19.26,-1125,333,-1694
-3012,2924,16208,19.26,1183,149,1867
-452,4476,15336,19.31,1501,989,964
1664,5620,17736,19.26,342,2446,2539
-1260,3720,17872,19.21,-698,2101,1935
32,4296,14764,19.21,-2665,1940,1893
-980,3904,14088,19.21,-142,-120,2806
-200,5176,17080,19.17,1367,433,1105
-100,4224,18812,19.21,-2736,343,-3058
-1416,3576,20980,19.21,-758,2114,-400
928,3588,16080,19.17,-699,1486,-163
1104,4568,13500,19.21,446,39,2403
2012,5584,16804,19.21,1418,-396,1810
2536,5368,16392,19.26,625,1641,2222
-828,4284,18216,19.17,-1625,1787,1936
464,4264,14368,19.21,-1917,1333,1469
-896,3840,13628,19.31,38,-325,2802
-1452,4640,17860,19.26,1945,-243,2069
-1056,4872,20416,19.21,1265,-1413,1867
-1016,3944,20676,19.21,-1817,-370,-2266
-748,3340,15608,19.21,188,260,-2207
-952,3304,15136,19.26,-656,494,-2209
-700,4820,15564,19.26,429,591,188
-1432,4376,18080,19.31,1134,367,1583
-1620,3792,21888,19.26,-569,512,1138
904,4244,18088,19.26,-1212,-446,2689
228,2992,16360,19.21,-1757,1121,1399
924,3300,16204,19.4,-243,-106,767
52,4052,17464,19.26,194,483,-699
144,4544,21608,19.31,-1449,469,-3076
-2280,2716,18772,19.31,-620,1120,-226
340,3648,15644,19.26,-20,1240,-393
-516,3948,13512,19.21,250,-55,1528
-236,5336,17576,19.21,1786,193,1479
-352,4676,17984,19.26,809,1045,2338
-816,2812,19576,19.12,-1727,23,1680
1368,3288,16428,19.4,-1485,47,938
876,3388,13360,19.26,-1207,1261,1510
828,4184,12720,19.31,1348,-333,893
-1416,3932,20576,19.31,2747,-2295,-1122
-2984,2276,22368,19.26,-2796,-1534,-1143
-1396,1868,17428,19.26,215,-676,-1995
-84,3604,15836,19.31,89,134,-2711
248,4276,14800,19.26,469,-569,-263
636,5556,17240,19.26,2193,120,12
-80,5336,16768,19.31,1003,2558,1645
80,3808,16252,19.31,-1949,1782,1535
1020,3632,17240,19.21,-2025,863,477
968,3616,13308,19.26,821,-1030,720
692,5024,16020,19.26,1128,-32,-70
2088,5612,18416,19.21,1127,41,38
3336,4892,17816,19.4,-1509,-939,-2054
1748,3912,16128,19.26,-1492,-613,-805
-2988,2468,14388,19.26,997,-483,128
-892,4868,18404,19.31,1282,-22,-643
-2616,3368,21632,19.35,3142,940,2019
-2828,2320,20056,19.26,800,-2215,1717
-400,2100,19100,19.4,-1944,-2667,2105
-2612,2620,17412,19.31,-54,-1468,-1826
-1820,4168,16312,19.35,614,-784,740
-1640,3768,20460,19.31,1684,-2497,450
-1580,3968,19956,19.31,708,-563,353
904,3380,15292,19.35,-762,-85,1047
-2452,3020,14912,19.31,720,749,-77
-1392,4216,15784,19.31,777,808,-55
-2208,4056,19424,19.26,2138,2198,194
-256,3576,21360,19.4,-792,210,1842
-1208,2516,17248,19.26,-1694,-718,1086
-596,2444,17232,19.26,-1613,-1181,361
-900,4356,16328,19.31,933,-1041,877
-1348,3872,18208,19.4,1917,-1175,741
-760,3148,24976,19.35,81,-179,-2703
1864,4312,14864,19.31,455,693,-503
1788,4996,13088,19.31,18,58,467
2000,5468,13800,19.31,218,-305,2064
568,4104,19796,19.26,557,515,59
-504,5500,18720,19.35,-1859,511,-858
-3044,2672,17904,19.31,-1324,1161,1389
-112,3252,14580,19.4,-1552,2572,805
1884,4144,13984,19.31,-163,92,698
-224,3904,18972,19.35,817,-283,-529
364,3676,20988,19.35,-2679,-767,-3642
380,3480,18200,19.31,-426,1058,-1466
1636,3964,17252,19.31,-886,387,-1187
-1260,3628,12852,19.4,603,-346,1159
1648,5900,17736,19.35,297,884,-152
780,5836,16788,19.4,1685,2288,2598
56,3608,19436,19.4,-981,662,810
928,2716,16164,19.26,-1845,-613,-320
-1272,2836,14800,19.4,-473,-757,1105
-1416,5148,14884,19.4,707,-128,127
-1188,5132,20016,19.31,1896,-2424,1102
