aX,aY,aZ,temperature,gX,gY,gZ
708,2348,14664,16.25,1139,-1077,903
-8,3136,18796,16.2,2321,2324,240
424,1892,17036,16.25,1372,1830,1443
-1124,916,17648,16.2,-366,96,1664
-2020,1424,18148,16.15,-1161,-240,1562
-700,1668,14300,16.2,875,-678,1044
1284,2628,17016,16.15,1461,313,-2127
3308,1796,16648,16.15,687,534,-3917
252,2820,17992,16.2,-527,-391,-1159
624,1500,17660,16.15,-2005,-412,-38
840,2104,16836,16.2,2973,-1847,-582
-736,3064,18724,16.15,1796,856,-85
536,2664,19828,16.2,-55,748,2591
-32,1516,16180,16.15,-151,1091,844
1132,2072,16952,16.2,204,2403,1251
3164,1692,14268,16.15,1649,1115,1017
-152,2056,18872,16.15,-417,193,77
3948,1468,19932,16.2,2705,203,-1291
-1352,1452,19580,16.25,88,-434,-694
1528,1252,20028,16.2,-3221,446,-313
256,1416,16064,16.15,-1157,-55,-112
1516,2988,18532,16.2,-1042,793,-209
-592,2248,19664,16.15,2263,1062,695
-3264,-1348,27576,16.2,-1805,-1038,625
2016,832,17672,16.25,-1987,-1655,1514
-68,720,15516,16.15,-710,141,653
-1048,1704,19124,16.2,-1325,-771,-908
196,1172,23408,16.15,-873,-166,-2153
-236,376,20316,16.2,1472,-1879,-1242
1880,1168,14732,16.15,-1051,-1363,263
496,1564,13764,16.2,238,-498,-892
652,2588,15952,16.06,-1259,-635,-883
1040,1968,20700,16.2,240,-689,1041
-900,420,21192,16.06,-2303,1176,-942
-1284,972,18972,16.11,-3336,-411,2297
-1048,908,17204,16.2,-1000,-1326,184
-524,1988,15548,16.15,-432,-1039,-698
-1824,1256,20568,16.2,450,-1572,-1810
-2748,8,24388,16.15,-2131,1734,-5585
2104,1664,14252,16.2,-339,236,-1006
640,2484,14604,16.15,400,-1224,-194
1880,3052,15708,16.2,-976,-852,-259
1888,2836,20372,16.15,1055,-825,-891
1452,2868,20000,16.15,-657,-317,1261
-260,696,14644,16.11,-849,-22,572
1032,2324,15720,16.2,11,253,685
2528,2420,12644,16.2,390,568,126
964,2560,15592,16.15,175,594,-1193
2272,1976,19028,16.2,-140,1763,-2850
-1228,1368,17080,16.15,21,1130,-1329
1292,2388,15700,16.15,-733,593,-333
328,2628,12200,16.25,1137,255,1080
780,4032,17504,16.11,1621,1164,666
-472,1716,19376,16.15,1776,175,260
580,1100,17788,16.11,2204,2255,1405
908,2232,16528,16.25,-1221,783,-1655
456,2444,13220,16.11,879,402,2765
1664,3584,16184,16.15,1762,-483,380
276,2048,24312,16.11,1925,-318,-409
392,2296,18932,16.15,837,1021,-2758
176,1856,14636,16.2,-875,-312,-686
-588,1932,14528,16.15,-375,-463,-25
-364,3608,19700,16.11,-366,-492,-505
312,1960,22444,16.15,1478,-21,1438
456,1028,22128,16.2,963,-572,1776
784,1400,16856,16.11,-2976,331,-530
1632,2612,16280,16.15,-116,-2354,559
-624,3408,15400,16.11,1640,-494,201
-76,2804,20660,16.25,1330,-1193,-1017
1604,2240,19440,16.2,-790,-547,-2856
2120,2688,14844,16.15,-1285,-847,-1089
-312,2788,13816,16.11,1757,1063,-1074
612,3780,16224,16.25,1066,259,-1199
2852,3208,19196,16.2,-227,-233,898
48,2408,18180,16.11,-2418,629,520
348,2632,15832,16.29,-594,410,1852
-2456,1140,16108,16.06,-1577,467,-213
828,2984,16420,16.11,145,426,-1098
1400,3716,16840,16.06,2143,0,-897
1200,3332,17164,16.11,-311,-1173,-638
-1368,2440,17236,16.15,85,839,-1235
1160,3184,17912,16.15,-1493,-104,-411
-2412,2184,17580,16.11,-305,-444,2186
-1480,4020,18992,16.25,190,940,842
-596,2308,17820,16.11,1728,457,1318
-2836,1456,22180,16.2,-1805,462,1042
1724,2148,15192,16.11,-2096,-716,1240
-892,2236,14844,16.15,-1484,-507,411
-1596,2708,18328,16.2,701,-237,-1490
-736,3320,21568,16.15,-393,-698,-1075
-64,2896,21272,16.11,-985,-1219,-3702
904,2984,12920,16.15,-555,-515,-155
-2388,2528,13460,16.11,138,249,-2587
1840,4448,14592,16.15,1094,1323,-3
-268,2776,19612,16.2,1968,207,968
-356,3952,19636,16.15,-263,-260,1681
-2408,2676,18108,16.2,-1168,1675,1706
1304,2640,13504,16.15,1181,2940,828
2124,3676,14984,16.11,821,-382,230
-572,3572,16832,16.06,1690,-670,-1173
-464,2724,18396,16.11,-2925,949,-3791
428,3124,19664,16.15,408,44,-270
1544,2680,21356,16.11,-2334,-1196,-1427
-1972,2536,16240,16.01,201,-382,-997
-552,4884,17900,16.2,1526,-182,1233
784,4000,16328,16.15,-435,1629,1369
-244,3952,16188,16.06,-565,1777,2036
-184,3404,19304,16.15,-1061,1305,988
-136,2716,16132,16.01,2809,-1655,3221
2564,3916,14344,16.11,1380,-1960,204
1600,3412,20592,16.01,2255,-737,-1110
-3772,1712,21192,16.11,-2807,-1323,-3298
-1580,1952,16080,16.15,-2762,-908,-1514
-1852,2932,15728,16.11,139,169,-1938
-2040,5176,18300,16.15,2002,1028,225
-960,4064,20536,16.2,2958,3481,2425
-536,2936,23188,16.06,681,853,2909
776,2560,17628,16.2,-2587,-1095,2349
-2092,2680,14548,16.06,843,-3206,2101
1860,3684,18892,16.2,472,-1856,-971
448,2744,23788,16.06,-1042,-373,-2138
-1828,3052,18852,16.11,-2145,-1026,-2862
2332,3096,13668,16.11,-2042,-751,-1013
-628,2236,16964,16.15,-344,74,-996
-168,3676,18848,16.11,-1256,2417,-2160
-1492,3140,21408,16.11,-86,-104,-131
-5472,1656,24460,16.11,-2579,-2081,2425
-184,2180,20240,16.06,-1127,-3331,2214
-2080,2296,12936,16.11,-935,1755,-851
1632,4440,15688,16.2,1096,359,1105
-1220,2808,21404,16.06,965,-189,-2631
-280,2112,20200,16.11,-4740,-1196,-2460
6868,3344,13660,16.15,-1171,1167,-577
3684,3720,13992,16.2,2630,1630,-810
1896,3796,13484,16.15,1596,812,-1369
2836,3736,18192,16.15,2292,1752,-646
-2848,3240,16900,16.11,-2648,814,-743
1128,3492,15120,16.06,439,518,2330
-1676,2464,19076,16.11,-656,-86,1638
-876,3372,16880,16.2,88,-2302,1301
-292,3556,14488,16.11,981,-844,-2972
4036,4980,14572,16.15,2525,596,-2613
1472,3652,14812,16.11,-487,-906,-2463
2632,4152,15060,16.06,-3005,683,-202
192,4168,15204,16.2,543,1015,1185
800,4588,20268,16.25,534,3567,123
928,5456,17712,16.01,-260,1911,1404
-1336,4284,22644,16.15,1230,-1172,2924
2240,3568,17368,16.11,-212,4051,3753
1352,3844,15784,16.2,2584,-2624,2435
-2520,4888,18704,16.2,69,-3081,1140
968,3948,19492,16.11,728,-3070,-2675
172,3564,16560,16.15,-319,737,-1990
3000,3636,13748,16.11,-3041,124,-1091
-1388,3472,12792,16.15,-331,459,302
-896,4584,15232,16.2,-2509,-1370,-162
1436,4088,20784,16.06,-1029,786,-255
-2588,1716,24928,16.11,-3647,1965,-465
-1160,2056,17032,16.11,-4016,-622,1881
-1000,2560,13232,16.11,-122,-138,2388
764,3816,13724,16.25,1154,503,2046
-2648,1772,21900,16.2,-664,-2045,-1023
-776,3440,21388,16.11,-2064,293,-4020
1480,2736,14576,16.25,2415,1108,179
916,3004,17820,16.01,2539,-47,-285
500,3476,16132,16.15,2262,726,645
824,4532,18284,16.15,2194,-816,436
-1536,4340,17140,16.01,-1712,2216,-1219
1512,4424,13220,16.15,1058,423,3011
460,3012,13880,16.2,221,540,1412
4944,4040,14884,16.06,-1181,-118,1360
2744,3964,17104,16.11,38,-125,-4018
1264,2956,17964,16.2,-1563,1368,-4317
360,2416,20300,16.15,3293,1123,543
-1268,3044,20188,16.11,-869,130,-844
-1344,3604,16336,16.15,387,138,791
-992,5208,18400,16.2,1021,453,1737
-1120,4440,18616,16.15,1782,1749,788
-4228,3088,23592,16.06,255,283,2507
-872,2348,18532,16.2,-4224,87,778
-768,3344,10476,16.15,-1878,150,213
2156,5660,15248,16.11,-841,-748,202
108,4272,18612,16.15,121,-546,-1085
64,3664,19800,16.11,-3200,-2512,-2602
1528,4720,15376,16.15,-969,-321,-1075
-4164,2156,19084,16.11,2737,-2204,-896
-1216,4664,16888,16.15,-688,-1033,785
760,4172,18692,16.11,1695,-42,-2881
-2076,3808,19916,16.11,-2537,1962,-17
1212,4848,15408,16.15,-1328,931,2751
260,4064,13556,16.11,1037,2932,71
3612,5064,15628,16.15,1901,-206,-232
-1732,3668,20152,16.11,1616,308,-2015
136,3340,22720,16.15,-1171,-3228,-2339
1768,4864,11732,16.2,-988,1475,-3741
2700,4644,14372,16.15,-1003,401,-1938
1736,5612,13840,16.11,761,1603,-1023
-596,5000,18980,16.11,786,1608,1092
-3088,3488,22540,16.2,-1884,1786,-242
-116,3896,15800,16.11,-1363,-9,1507
204,3168,11692,16.2,-2021,1313,513
3572,4716,14316,16.25,-1089,-1332,13
-592,3464,18172,16.11,925,-476,-1222
-2132,2568,20580,16.11,-2459,545,-3872
3052,3104,16544,16.15,42,1318,-1125
-2412,3648,18592,16.2,1135,916,-685
-3776,4088,15732,16.15,-168,1404,817
3092,4920,18044,16.11,4441,922,3261
848,5424,17148,16.15,-957,5606,1050
-2648,3436,17640,16.29,1228,2052,2340
-1856,3028,17448,16.06,-636,-2970,2048
-1336,3480,15064,16.11,1233,-2497,821
-872,3896,17604,16.15,3161,-2301,-2254
136,5044,18680,16.11,5095,-1119,-2440
-2032,2888,21668,16.06,92,562,-2351
-1068,4156,18916,16.01,-3122,682,-2659
-984,4828,12432,16.2,1133,-4942,379
780,6504,20952,16.06,397,1621,520
-2184,4984,20416,16.11,663,3182,908
-2216,4532,19864,16.15,17,160,2664
-616,3152,18784,16.2,252,1775,669
-3064,3268,15444,16.25,-987,-2143,1919
-1844,4448,18676,16.15,818,56,347
-1004,4576,19052,16.11,101,-2340,-920
-996,3168,19524,16.2,-2825,1342,-2949
900,3564,15064,16.11,-44,191,-1044
1172,4788,14788,16.29,807,719,-1232
604,4548,14308,16.15,698,1192,-202
-936,4320,19776,16.01,1262,252,1427
-2012,2532,22896,16.06,-2045,-788,175
236,5012,17984,16.2,-1457,-765,3940
-2552,2576,14064,16.15,2534,2411,1878
2356,4564,13808,16.11,2265,-371,1002
-720,4452,17748,16.15,1758,-1460,-270
-1400,3328,20992,16.2,-2585,1438,-4511
1576,3620,13188,16.06,3506,894,-27
732,4732,18308,16.15,1467,270,-1051
-656,4580,17776,16.11,1951,-159,673
524,5380,16448,16.06,1599,473,-193
-872,4220,20456,16.11,-3242,1015,-16
-728,5708,16644,16.15,-775,375,3198
-2248,2868,16488,16.2,904,-1216,1592
-992,4100,16920,16.11,-546,-2792,3272
2412,4416,17300,16.25,-303,1241,-1847
868,4824,19492,16.11,2309,351,-2053
-5028,2784,21992,16.15,-1025,-2908,-3474
-1916,3532,17232,16.15,-3973,850,-5554
-3964,4404,15132,16.11,-1610,768,-427
-4184,5784,17436,16.15,1654,140,1434
-3228,5144,17504,16.11,1219,1597,2638
-3976,4204,22400,16.15,-2273,1621,1591
-2120,2632,18880,16.11,-1179,-17,1300
-592,3196,10904,16.15,-281,-705,3095
-1404,4816,16900,16.11,785,-1030,663
-1224,4564,19324,16.15,350,-2048,-1838
692,3972,17756,16.2,-1674,60,-4071
2952,4656,14044,16.15,1960,-960,-1593
-568,4124,14140,16.11,828,1203,-1108
32,5620,11840,16.15,1062,2369,-474
260,5268,19052,16.11,2720,771,2549
-608,5872,17276,16.15,976,811,2884
-3192,4072,16872,16.2,-273,-288,2788
-2512,3300,16832,16.15,659,3113,102
364,3968,16644,16.06,21,-3683,3556
712,5576,18044,16.2,729,-710,-1079
1384,5180,19544,16.15,541,-496,-1070
-3372,3728,17636,16.11,-3762,-863,-5164
944,4956,10132,16.15,-5449,-1574,-3709
-3344,3376,9684,16.2,-451,307,-3111
-1392,5700,14292,16.06,-531,1224,200
-2484,4748,19736,16.2,2619,2212,823
-3736,3920,19224,16.06,-2466,614,2335
416,3460,16688,16.11,-2933,1460,1732
-88,2932,13632,16.06,-1441,-1653,1387
-732,4440,15308,16.11,540,-292,-1046
-244,4840,18028,16.06,-141,-2429,-1733
-796,3164,19928,16.11,-131,-1193,-3736
3492,4724,10592,16.15,3049,393,-923
-868,4232,18760,16.11,1629,1325,-1176
-360,4580,14848,16.15,-85,1666,201
1884,5780,16740,16.2,1670,-24,2457
-2132,3764,20744,16.15,-3893,958,-170
-3892,4172,17284,16.11,1675,34,2890
-3772,2580,17476,16.06,-2436,1366,-176
-720,3732,14540,16.11,-392,-1840,2440
712,4644,15748,16.15,418,313,-1201
2404,4384,18696,16.11,712,605,-2322
-3220,2208,22344,16.15,-4306,-651,-3049
-1572,2596,15216,16.11,-3735,261,-5006
-520,4188,12736,16.15,901,538,-1673
-392,4984,16876,16.11,931,723,381
-1040,4472,18488,16.15,1055,1130,-142
-548,3384,20036,16.29,-3620,839,-1344
528,3824,16764,16.2,-790,16,1748
-324,2956,13052,16.25,1553,489,2493
3632,4120,13108,16.11,747,-1982,2455
200,3540,18728,16.15,-1193,-720,-3763
1420,4016,21944,16.11,-1541,1010,-5237
1440,3508,16640,16.11,4180,-746,572
-3928,3080,21932,16.15,-967,878,-1619
-3280,4164,12400,16.2,-1353,1716,-418
-632,5252,23056,16.11,1898,1489,3206
-1352,5616,20420,16.11,1110,1421,1857
-4160,3040,20716,16.15,632,-879,1210
-4436,932,20636,16.2,-2887,-2820,1964
156,3168,12564,16.15,-315,-1068,764
836,4676,15696,16.11,1493,-298,-912
364,4680,19440,16.15,1188,280,-1355
-2664,3188,24420,16.2,-4077,-1407,-1810
3268,4252,9104,16.06,-559,561,-2327
-160,4820,12140,16.11,2338,1955,-1522
-428,5912,14804,16.15,1568,-275,1009
-3220,5300,19280,16.2,2255,1510,577
-2156,5476,18104,16.11,-3173,919,1986
8,4492,16748,16.25,402,325,2893
-676,3776,15720,16.11,-1804,1467,703
-384,5152,15512,16.06,445,337,2041
1340,5040,15716,16.15,2252,-1617,-621
600,4924,18660,16.2,-1318,-2016,-3421
-3476,2532,20796,16.11,178,-149,-1481
-2512,3552,20316,16.11,-3255,322,-4598
-2564,4176,13756,16.11,-738,-205,-840
-3236,6028,16068,16.2,198,-165,435
-3544,4824,20088,16.2,1342,-48,252
-3204,3600,23944,16.2,272,-281,2102
756,3120,15788,16.06,-4681,3560,281
964,3420,13100,16.11,-2586,493,1139
-744,2728,13556,16.15,4593,-1722,110
-2252,3140,21304,16.06,875,-2080,-164
-2576,1748,22844,16.2,-3388,509,-5001
-1324,2232,14000,16.06,-2685,-728,-2974
-4880,2528,12304,16.15,1951,247,-2153
-220,5820,16432,16.11,1429,1133,800
-4104,3876,17512,16.25,1928,2567,1363
-5188,1660,21932,16.2,-5554,4862,2108
-1352,2796,16220,16.2,-2832,162,1521
-3604,2064,13784,16.15,2527,-1972,1559
-852,2920,16672,16.2,-773,-5411,403
56,4272,18260,16.15,2424,-889,-1830
-2628,2600,20732,16.15,-3029,3473,-6402
4284,4348,11688,16.11,-1225,2295,-2024
-1392,4612,12268,16.11,4796,442,115
-2912,5100,17252,16.15,1026,-237,1448
-1080,4352,21360,16.2,2758,2614,2835
-1028,4996,16536,16.11,-1105,-235,1735
-696,3824,14540,16.15,-1018,-998,992
-48,3744,13128,16.11,-1966,1172,196
-1084,4552,14560,16.25,2397,-359,3760
1896,4284,17460,16.06,-3027,514,-1649
3432,5264,19848,16.2,-3411,-122,-3606
-8652,1140,24836,16.11,-605,-1853,-2957
-2628,2872,16356,16.15,-7126,1838,-7910
-1780,4656,11496,16.11,677,622,-436
-6960,4644,15124,16.15,3389,-939,8584
372,5976,22300,16.15,2374,3305,3189
-716,4760,21456,16.11,-1602,-1560,-1319
-1680,2772,16136,16.15,-3851,-2900,910
-2124,3096,14516,16.11,-146,1155,3333
1024,4908,12192,16.2,188,1,1013
-1976,4176,19804,16.25,-594,-2107,-1500
-4552,2544,25440,16.11,-1115,725,-5277
2180,4156,11812,16.06,-1524,1732,-452
-1256,4096,12884,16.15,3186,-462,266
-1844,4620,15752,16.2,1201,609,266
536,5224,19524,16.15,2793,926,2050
-3368,3952,20820,16.2,-1243,1733,-485
1284,4836,19156,16.15,-536,-1362,4680
-2684,2772,14696,16.11,-1755,504,1710
-1132,4280,16564,16.15,-1650,-2666,2493
220,4772,16536,16.15,1119,-773,-1410
3136,5032,20860,16.01,2591,-736,610
-2632,3360,18196,16.06,454,371,-3118
-1284,3416,15268,16.2,-4239,245,-4551
1220,5116,11192,16.25,696,1506,832
-484,5360,12600,16.2,308,51,-26
-1152,4868,18632,16.15,329,-407,1111
-3632,2448,25376,16.2,-2611,-196,-932
960,2892,20384,16.29,-1052,-990,1791
-1196,2196,13744,16.15,-516,-2167,1681
24,3456,18508,16.11,-47,-1982,753
-736,3068,18200,16.15,1074,-462,-830
1128,3784,23176,16.11,-2824,1116,-2436
128,2364,17192,16.11,78,-403,-494
396,3792,14088,16.06,183,567,-617
2580,4192,13948,16.11,-444,461,-150
1204,4060,17836,16.25,934,1004,782
2972,3932,21908,16.15,-1797,2422,33
-2356,2752,16432,16.2,1379,-623,2325
-1788,1572,15080,16.15,-983,911,-1582
1540,3452,12124,16.11,456,-296,568
980,3416,16144,16.15,476,247,-840
2908,3048,18216,16.2,930,1657,-3486
-2688,1380,20252,16.2,-958,-1605,-3563
532,868,18924,16.25,-1890,185,-2536
-2116,1328,15328,16.2,-624,-537,-1201
-2268,3012,19048,16.15,697,-410,-2075
-1200,2452,20340,16.15,876,1193,828
-2728,104,22216,16.2,154,-1041,-341
2764,2428,19164,16.15,-417,-970,-414
-2364,1332,11168,16.11,2123,-496,-906
728,4080,11612,16.15,640,-670,-2918
1416,3932,15280,16.2,-117,-1042,-3161
1860,1664,25196,16.25,-4737,1407,-4347
236,2384,14556,16.15,2467,-1437,245
-1196,2708,18880,16.15,793,1426,-2512
1336,4336,14368,16.11,1266,533,-370
-652,4796,15776,16.15,464,2030,-472
1776,4596,16360,16.2,1284,2638,477
-5540,1492,22696,16.25,2276,50,3023
1464,3516,15764,16.11,-1713,1045,994
-368,2472,12832,16.25,4580,-3666,1702
1468,3608,18396,16.15,304,-1745,-760
3044,3348,20604,16.2,2572,274,-2165
-1052,2304,20708,16.15,1937,-1582,-721
2756,3716,17600,16.25,-2773,2308,-1589
1396,3284,14664,16.11,-560,-379,1912
-384,4800,21568,16.25,522,2195,-494
-124,5032,18468,16.15,2148,4449,1835
-3528,2776,24296,16.29,-35,-344,3073
20,2980,17448,16.15,-1739,1065,892
-472,3404,15016,16.2,3470,-2069,1992
1224,4960,17788,16.25,1248,338,-1990
-84,5052,21348,16.2,665,-2008,-1389
-420,3240,18864,16.25,-3028,306,-5018
2364,3616,13148,16.2,-1126,-222,-3000
324,4304,13300,16.2,1875,1024,-3363
68,5940,15192,16.25,-215,562,-2128
880,5588,16048,16.11,3618,191,1582
-940,5168,17984,16.25,-2361,458,392
-2240,3100,18128,16.2,-824,459,2666
-764,3140,16380,16.2,-914,-122,1491
992,4468,17748,16.15,3490,2033,-3494
-1244,5176,21684,16.2,1852,-1113,-4281
-1132,4964,21504,16.2,-1871,-1223,-2531
2636,4564,16112,16.2,880,-263,24
240,4772,18980,16.25,1440,907,-1500
-4560,4736,13776,16.15,-94,328,-3002
-3696,5336,19868,16.2,-1162,1462,1524
-5656,4808,19132,16.15,-5318,1338,-1180
-2988,2972,15508,16.34,727,481,1977
-1180,2628,17116,16.25,-378,393,-2683
-2560,3968,16128,16.29,917,2236,-249
-1608,5408,15328,16.2,-1392,-2964,430
-1628,4948,20648,16.25,-1855,-2477,-1969
424,3040,17184,16.25,3402,567,537
-420,3216,19416,16.29,-3439,-1183,-2349
-3224,3676,20392,16.2,1085,-329,762
-388,4736,17316,16.25,2860,-151,667
1720,6204,16112,16.2,-2001,1176,96
-296,3904,18404,16.25,1633,1112,4452
-1436,3040,16604,16.25,525,211,1884
1160,4032,15864,16.2,2312,-2279,3025
2244,3976,17120,16.2,3240,-683,-3530
3264,5520,17992,16.25,-45,-361,-5322
-1560,3096,17588,16.2,-111,1080,916
60,3744,16700,16.2,-610,407,1181
-1952,4000,13360,16.2,1294,125,253
-2248,5712,16440,16.25,1333,591,-412
-720,5812,21616,16.25,2182,3983,2530
-3288,3868,21616,16.25,696,609,2654
-568,2796,17252,16.29,-2887,684,1780
-580,3376,13860,16.2,-2001,-1385,2595
-408,5068,16848,16.2,872,-742,-604
-2588,4116,16692,16.34,-941,-1204,-1630
3124,4636,19568,16.25,-1541,-1914,-2338
3380,5164,15204,16.25,1549,-82,580
-776,3244,16732,16.2,-229,-197,433
2576,4992,17548,16.11,-781,-312,1523
820,4812,20888,16.25,1642,1430,-1235
1972,5868,15420,16.25,613,2221,1624
-1256,3812,16228,16.29,2266,1036,2233
-984,3536,18240,16.29,-629,534,1105
-1316,3780,13888,16.25,565,-2636,2862
3452,5500,14640,16.25,1138,857,-916
-224,5168,21640,16.2,-308,192,-980
-3768,2944,19588,16.29,-1770,-2592,-3955
-1292,1920,18436,16.29,-5574,-209,-3487
-1320,3008,15336,16.25,669,-2790,-1435
-912,4860,18080,16.15,1548,57,-652
-1768,4052,20564,16.2,2125,1237,56
-2028,3288,21572,16.2,39,2495,1043
1860,3220,14404,16.34,-2165,-316,957
648,3316,12744,16.29,-263,-1109,323
3984,5144,11640,16.39,829,2100,-1685
-1904,4016,19600,16.25,-650,-1998,-771
-2676,2104,24392,16.25,-2619,-970,-3077
3024,3452,18100,16.2,-1552,-34,-791
-1188,4356,12084,16.29,2043,1771,-1964
2644,5036,14148,16.25,1099,202,393
-272,4580,18568,16.25,1450,-72,877
272,4280,20428,16.2,-4302,1668,-1063
-576,3392,13232,16.2,-2218,-341,1974
-1548,3788,14664,16.29,203,1923,-570
3172,4200,12384,16.25,1768,-1345,1486
2156,3472,16240,16.25,1034,177,-1422
84,2096,21428,16.2,-2101,447,-4699
1520,3372,14672,16.15,1056,487,-45
-2340,3148,20504,16.25,-261,2799,1066
1312,3424,16048,16.25,-329,1265,1365
264,3464,18564,16.29,1652,2625,1572
-3292,1140,22612,16.25,-4696,1311,570
620,1884,17380,16.15,-3150,-1693,2311
-4248,1008,16208,16.25,-801,-1487,681
-2216,2144,14704,16.2,798,-1639,868
-2464,2112,17640,16.29,-20,-2140,-1882
-2296,1096,23240,16.25,-2199,-930,-2702
-904,1276,19156,16.29,1087,129,-344
-1284,844,18792,16.2,-2792,666,-2609
-1064,2144,14060,16.25,-199,604,-1004
560,4708,20040,16.2,3115,691,1157
-3732,2228,20768,16.2,3363,2365,849
-4592,288,25060,16.25,-3677,-229,1453
488,740,19760,16.2,-2007,168,2608
-604,2016,13404,16.2,1415,-2307,1703
1536,3768,13660,16.25,143,-2567,614
-1048,1256,19948,16.29,-1162,-421,-1541
868,1836,20424,16.29,-2078,1679,-4730
908,1756,16728,16.25,1531,315,-346
-2600,1944,14868,16.29,1809,-58,-1151
-1972,2868,12936,16.2,-147,-670,734
-264,3252,20004,16.34,2052,1679,518
916,3244,17184,16.25,-1990,2328,-631
-1380,2100,17556,16.15,911,-902,4816
-3788,196,15452,16.2,-696,631,208
744,2648,12704,16.2,377,-1784,2283
-92,2284,17764,16.29,3110,-988,-1407
2844,3004,20836,16.25,2241,108,-1620
