"time","dt","x","y","z","lat","long","alt",
,,-2701099.7035,-4256570.0929,3882779.9953,37.7897,-122.3981,178.1265,
,,-2701282.9029,-4256723.6788,3882875.562,37.7891,-122.3989,416.7392,
,,-2701221.7755,-4256660.392,3882873.6167,37.7895,-122.3987,347.4354,
,,-2701256.7508,-4256704.3197,3882904.825,37.7895,-122.3988,410.6793,
,,-2701147.9623,-4256622.2237,3882852.2223,37.7898,-122.3982,277.6032,
,,-2701217.6756,-4256669.2227,3882872.0422,37.7895,-122.3986,350.6269,
,,-2701132.2273,-4256596.4547,3882851.6625,37.79,-122.3982,253.4032,
,,-2701181.5533,-4256690.8774,3882832.7417,37.7892,-122.3981,325.6992,
,,-2701189.0863,-4256656.0204,3882857.7255,37.7895,-122.3984,320.9394,
,,-2701188.7537,-4256680.3258,3882878.9234,37.7896,-122.3982,350.0058,
,,-2701140.6013,-4256644.6513,3882836.3953,37.7896,-122.398,279.7531,
,,-2701169.2274,-4256628.1369,3882817.6816,37.7895,-122.3984,269.3877,
,,-2701124.4919,-4256572.4312,3882829.035,37.7899,-122.3983,220.2326,
,,-2701158.2197,-4256557.5138,3882793.1102,37.7896,-122.3987,202.5467,
,,-2701100.9451,-4256538.604,3882754.178,37.7896,-122.3983,141.8211,
,,-2701087.7539,-4256548.5921,3882847.4426,37.7903,-122.3981,200.0499,
,,-2701097.7886,-4256546.2356,3882791.2358,37.7899,-122.3982,168.2846,
,,-2701041.1406,-4256544.6004,3882754.119,37.7898,-122.3977,120.4636,
,,-2701074.5764,-4256541.4942,3882791.6944,37.79,-122.398,155.5732,
,,-2701042.5457,-4256548.8094,3882779.9792,37.7899,-122.3976,139.7133,
,,-2701093.5494,-4256598.2777,3882769.3925,37.7895,-122.3978,187.8302,
,,-2701073.46,-4256581.5845,3882738.8557,37.7894,-122.3977,149.4735,
,,-2701069.8437,-4256547.4262,3882745.6576,37.7896,-122.3979,129.3177,
,,-2701026.2026,-4256546.0991,3882710.4205,37.7895,-122.3975,88.3618,
,,-2701030.2884,-4256545.1488,3882720.2349,37.7896,-122.3975,95.4715,
,,-2701009.9724,-4256542.4798,3882732.5302,37.7897,-122.3974,92.6226,
,,-2701055.5188,-4256564.0586,3882718.0545,37.7894,-122.3977,117.4363,
,,-2701060.656,-4256541.0509,3882707.8185,37.7894,-122.3979,97.9871,
,,-2701011.6309,-4256531.5452,3882708.0245,37.7896,-122.3975,71.0124,
,,-2701049.9228,-4256554.0913,3882712.1681,37.7894,-122.3977,104.809,
,,-2701024.2173,-4256588.4841,3882730.8382,37.7894,-122.3972,128.3143,
,,-2701052.6263,-4256566.6381,3882719.2802,37.7894,-122.3976,118.6838,
,,-2701046.5467,-4256542.799,3882715.058,37.7895,-122.3977,97.6154,
,,-2701049.5849,-4256552.2518,3882711.4543,37.7894,-122.3977,103.0012,
,,-2701093.7842,-4256570.8048,3882761.4985,37.7895,-122.398,164.7609,
,,-2701067.3485,-4256521.8515,3882747.095,37.7897,-122.398,112.077,
,,-2701012.7892,-4256490.3367,3882719.6715,37.7899,-122.3977,51.1429,
,,-2701017.5301,-4256483.5096,3882736.6779,37.79,-122.3978,59.0157,
,,-2701001.8569,-4256473.9994,3882726.7699,37.79,-122.3977,39.9624,
,,-2701006.2715,-4256480.6902,3882722.7304,37.7899,-122.3977,43.8208,
,,-2700975.5954,-4256475.2217,3882744.1631,37.7902,-122.3975,40.3165,
,,-2700986.4451,-4256493.153,3882707.7999,37.7898,-122.3974,34.593,
,,-2700921.1232,-4256433.8707,3882687.7353,37.7902,-122.3972,-44.9168,
,,-2700910.526,-4256445.4363,3882698.2932,37.7902,-122.397,-35.2168,
,,-2700952.762,-4256469.4071,3882704.1917,37.79,-122.3973,2.2755,
,,-2700936.7823,-4256470.2355,3882727.4753,37.7902,-122.3971,10.3298,
,,-2700970.0404,-4256504.4358,3882731.6305,37.79,-122.3972,49.7782,
,,-2700962.6607,-4256504.9138,3882732.1897,37.79,-122.3971,47.3152,
,,-2701023.4872,-4256522.75,3882769.3612,37.79,-122.3976,107.7489,
,,-2700984.6452,-4256494.7765,3882771.8156,37.7903,-122.3974,74.1411,
,,-2701014.3389,-4256473.231,3882728.7956,37.79,-122.3978,45.9761,
,,-2701175.9248,-4256513.1082,3882822.9643,37.79,-122.3991,198.7075,
,,-2701244.3179,-4256524.7917,3882845.5036,37.7899,-122.3997,249.2748,
,,-2701090.9903,-4256494.4199,3882770.5033,37.79,-122.3984,118.1275,
,,-2701044.633,-4256464.9813,3882715.6234,37.7899,-122.3982,45.227,
,,-2701019.3502,-4256465.5912,3882668.6443,37.7896,-122.3979,6.1415,
,,-2700984.9673,-4256440.3043,3882664.0561,37.7898,-122.3978,-28.1013,
,,-2700959.6927,-4256423.4344,3882672.1345,37.79,-122.3976,-45.1093,
,,-2701042.5196,-4256481.7115,3882712.1172,37.7898,-122.3981,53.3471,
,,-2701038.0598,-4256501.0775,3882722.7468,37.7898,-122.3979,70.8943,
,,-2700980.4459,-4256402.7063,3882686.6356,37.7901,-122.3979,-41.2672,
,,-2701000.1756,-4256406.9396,3882704.9753,37.7902,-122.3981,-18.8505,
,,-2701028.5628,-4256435.2746,3882759.3421,37.7904,-122.3982,45.3902,
,,-2701075.9945,-4256458.4221,3882804.8003,37.7904,-122.3985,108.7747,
,,-2701041.8323,-4256457.0024,3882802.9714,37.7905,-122.3982,92.2417,
,,-2701094.451,-4256469.7086,3882874.1283,37.7908,-122.3986,166.6031,
,,-2701093.8886,-4256473.526,3882883.4059,37.7909,-122.3986,174.5972,
,,-2701095.9105,-4256492.4087,3882866.7937,37.7907,-122.3985,177.8731,
,,-2701064.1319,-4256520.7697,3882807.5768,37.7902,-122.398,147.0546,
,,-2701058.6152,-4256515.6272,3882790.1198,37.7901,-122.398,130.5902,
,,-2701112.6544,-4256510.1502,3882861.3755,37.7905,-122.3986,193.4807,
,,-2701111.6845,-4256506.659,3882832.4257,37.7903,-122.3986,173.0008,
,,-2701111.285,-4256511.6543,3882837.0445,37.7903,-122.3985,178.995,
,,-2701110.8034,-4256505.4501,3882835.492,37.7903,-122.3986,173.7,
,,-2701082.7061,-4256478.0575,3882816.3098,37.7904,-122.3985,131.7709,
,,-2701059.4735,-4256461.5167,3882805.7911,37.7905,-122.3983,104.4513,
,,-2701004.7135,-4256481.3619,3882770.5088,37.7903,-122.3977,72.8865,
,,-2700998.9223,-4256484.6121,3882719.6713,37.7899,-122.3976,41.4515,
,,-2700967.7078,-4256509.4078,3882721.282,37.7899,-122.3972,45.767,
,,-2700962.2146,-4256506.7392,3882712.8223,37.7899,-122.3971,36.4766,
,,-2700972.6389,-4256501.8798,3882713.793,37.7899,-122.3973,38.2427,
,,-2701009.6867,-4256504.2057,3882694.8504,37.7896,-122.3976,43.8739,
,,-2701001.5188,-4256496.9435,3882696.5982,37.7897,-122.3976,36.6407,
,,-2700961.4973,-4256474.4311,3882695.7613,37.7899,-122.3973,4.1605,
,,-2701011.5139,-4256509.7754,3882702.2778,37.7896,-122.3976,52.9152,
,,-2701022.0164,-4256509.5254,3882727.6713,37.7898,-122.3977,72.7556,
,,-2700997.1184,-4256493.6996,3882727.2922,37.7899,-122.3975,51.4212,
,,-2701081.839,-4256558.5135,3882721.8495,37.7894,-122.398,127.2062,
,,-2701023.5348,-4256516.1283,3882718.4745,37.7897,-122.3977,72.1689,
,,-2701011.8539,-4256532.383,3882733.447,37.7898,-122.3974,87.2438,
,,-2700994.7373,-4256484.2399,3882741.0922,37.7901,-122.3976,52.5572,
,,-2700975.9814,-4256480.8064,3882696.264,37.7898,-122.3974,14.8553,
,,-2700973.2254,-4256483.7597,3882706.6817,37.7899,-122.3974,22.0426,
,,-2700957.9279,-4256465.1642,3882691.5602,37.7899,-122.3973,-6.1086,
,,-2700983.3819,-4256469.7125,3882697.0691,37.7899,-122.3976,11.0796,
,,-2700980.4936,-4256475.5613,3882698.3748,37.7899,-122.3975,14.5595,
,,-2700977.1385,-4256502.054,3882718.5837,37.7899,-122.3973,43.1997,
,,-2700988.009,-4256528.2453,3882735.9887,37.7899,-122.3972,75.9441,
,,-2700984.4526,-4256529.4532,3882723.2798,37.7898,-122.3972,67.4567,
,,-2700998.6044,-4256512.8637,3882746.0487,37.79,-122.3974,76.3312,
,,-2700993.4744,-4256509.3939,3882786.9472,37.7903,-122.3974,96.9053,
,,-2701016.7726,-4256562.4923,3882809.4895,37.7902,-122.3973,156.0136,
,,-2701006.7872,-4256512.9968,3882832.3419,37.7906,-122.3975,132.7629,
,,-2701018.6836,-4256567.0863,3882856.8841,37.7905,-122.3973,188.9303,
,,-2700999.5256,-4256516.1321,3882778.5641,37.7902,-122.3974,98.8266,
,,-2700979.7724,-4256545.3034,3882827.651,37.7905,-122.3971,140.0069,
,,-2700986.9178,-4256544.2072,3882765.2508,37.79,-122.3971,104.0637,
,,-2700960.8998,-4256541.9369,3882754.183,37.79,-122.3969,84.7506,
,,-2700954.9311,-4256535.9931,3882753.8412,37.7901,-122.3969,78.0478,
,,-2700960.4197,-4256534.976,3882756.9686,37.7901,-122.3969,81.6095,
,,-2701011.9512,-4256558.1343,3882802.6054,37.7901,-122.3973,146.8459,
,,-2700972.671,-4256512.9151,3882778.3371,37.7903,-122.3972,85.1704,
,,-2700993.3514,-4256522.4046,3882798.9651,37.7903,-122.3973,112.8989,
,,-2700922.3492,-4256480.2227,3882802.8017,37.7908,-122.3969,57.0409,
,,-2700975.047,-4256574.113,3882865.7362,37.7906,-122.3968,180.5673,
,,-2700953.7352,-4256500.9302,3882839.5339,37.7908,-122.3971,106.6559,
,,-2700994.331,-4256584.2637,3882880.7555,37.7906,-122.397,204.7088,
,,-2700933.8296,-4256513.5256,3882853.4769,37.7909,-122.3968,115.1761,
,,-2700899.3033,-4256464.2613,3882847.7242,37.7912,-122.3968,64.1608,
,,-2700940.3929,-4256519.9224,3882841.2864,37.7908,-122.3968,114.7532,
,,-2700933.8668,-4256544.6816,3882827.1452,37.7906,-122.3966,119.8455,
,,-2700895.5114,-4256468.1872,3882840.5217,37.7912,-122.3967,60.7612,
,,-2700923.1994,-4256497.0697,3882828.1854,37.7909,-122.3968,84.1968,
,,-2700978.6604,-4256531.1073,3882852.6817,37.7907,-122.3971,145.4019,
,,-2700945.8849,-4256538.2947,3882853.7768,37.7908,-122.3968,136.9915,
,,-2700931.5526,-4256503.0099,3882886.122,37.7912,-122.3969,127.1998,
,,-2700946.7066,-4256506.9951,3882876.4262,37.7911,-122.397,130.3338,
,,-2700931.8829,-4256509.8147,3882857.7918,37.791,-122.3968,114.5198,
,,-2700973.056,-4256525.1888,3882920.3098,37.7912,-122.3971,180.5211,
,,-2701001.8845,-4256549.2777,3882895.836,37.7909,-122.3973,193.8034,
,,-2701010.7227,-4256531.5525,3882873.8433,37.7908,-122.3974,172.2417,
,,-2700971.3108,-4256520.1937,3882853.1121,37.7908,-122.3971,135.2716,
,,-2700969.6468,-4256525.4078,3882882.1795,37.791,-122.3971,155.8581,
,,-2700962.4905,-4256542.072,3882888.3824,37.791,-122.3969,167.7484,
,,-2700961.6183,-4256555.0721,3882844.8296,37.7906,-122.3968,149.3652,
,,-2700955.7828,-4256567.0675,3882892.4943,37.7909,-122.3967,184.1064,
,,-2700951.9886,-4256563.7713,3882895.3922,37.791,-122.3967,182.0764,
,,-2700933.3412,-4256606.1669,3882862.1454,37.7906,-122.3962,182.097,
,,-2700946.7685,-4256555.9902,3882859.964,37.7907,-122.3967,152.9645,
,,-2700954.6604,-4256582.2187,3882883.9287,37.7908,-122.3966,188.4921,
,,-2700936.177,-4256559.0353,3882827.152,37.7905,-122.3966,130.4054,
,,-2700973.2078,-4256594.2969,3882879.4902,37.7906,-122.3967,201.6845,
,,-2700999.1574,-4256625.6756,3882828.0825,37.79,-122.3968,202.1082,
,,-2700937.4531,-4256646.9559,3882851.7606,37.7903,-122.396,204.6914,
,,-2700954.2299,-4256637.8305,3882910.6567,37.7907,-122.3963,241.7958,

