aX,aY,aZ,temperature,gX,gY,gZ
-1216,1588,20948,16.29,-2148,-1034,-1256
-340,2668,16280,16.2,-567,-1024,-654
-408,3404,14656,16.25,1688,418,695
1232,4684,15428,16.2,2503,2092,785
456,4200,18656,16.29,1477,974,154
-2000,2408,23332,16.25,-1370,2045,1981
296,1928,18420,16.29,-994,-1249,1657
264,1976,17756,16.29,-331,-1039,2235
212,3232,14824,16.25,2360,-873,119
336,3576,19116,16.15,1904,-1279,-2279
1188,3796,20760,16.25,-1919,330,-2498
1252,2944,19112,16.2,1159,82,-1231
436,3564,15576,16.15,450,684,-1489
-156,5452,13996,16.2,2994,1179,-589
-2212,5844,16792,16.2,2183,850,235
-508,6560,18628,16.29,993,-66,415
-48,4036,17604,16.25,-313,-1090,2447
-252,3780,14732,16.11,-430,31,-157
404,5264,13144,16.25,741,-512,1112
816,6176,13792,16.2,1465,-1049,126
1276,6820,16692,16.25,-495,-873,-687
-700,5016,17456,16.2,-3414,921,-2071
248,5404,14676,16.25,-644,-628,-1192
44,4328,13308,16.2,-857,-503,799
800,5900,13384,16.15,-22,-117,149
200,5636,19620,16.2,-566,1086,693
-1160,3784,23580,16.15,-3279,663,2083
516,2972,19220,16.2,-328,-977,1591
-752,3108,14688,16.11,-106,-1266,1257
260,3996,14236,16.15,1998,-593,-6
764,5348,16000,16.2,1527,-373,-1212
-36,4192,23008,16.25,-2660,618,-2650
964,2712,21296,16.2,-621,-457,21
244,3660,15588,16.15,-232,-575,-1205
-268,4300,13876,16.2,954,-367,-94
-120,5500,16456,16.15,1154,292,276
636,5388,18524,16.2,-62,420,-458
-1788,4376,18548,16.25,-625,-137,1159
-1940,2820,19648,16.29,-1362,-1163,1261
224,3496,14568,16.15,1670,-753,1714
992,4716,15824,16.2,1973,79,-618
332,6004,20136,16.34,1233,-1224,-742
1196,5580,17528,16.2,-3036,101,-769
1080,4064,15296,16.2,-1125,364,-1384
-372,3816,14492,16.25,-290,-1134,-203
912,5200,15708,16.11,560,403,34
1624,5296,19948,16.15,1189,3118,455
148,4588,20168,16.2,-793,-981,-94
776,4140,17912,16.15,-7,294,1306
-560,3848,16080,16.11,-1810,2034,802
276,4416,13456,16.15,1392,-568,930
1348,5680,18528,16.29,1340,-82,-527
-456,4676,21352,16.2,-2031,-800,-989
900,4180,18880,16.25,-227,1076,-313
1560,4504,14016,16.2,1099,449,-728
-180,5004,15328,16.15,156,-342,-181
64,5152,18056,16.11,832,1285,514
956,6200,19468,16.11,764,1327,-429
-1148,4608,18772,16.15,-363,252,1165
-436,4032,16632,16.11,-1746,660,1233
1164,4760,13988,16.15,988,-344,1310
-240,4984,15072,16.2,1517,-43,-868
1672,5908,18264,16.15,-20,474,-1965
-1504,4436,20252,16.11,-2211,1123,-1329
180,3804,17532,16.11,-633,-303,-1017
-312,4256,13844,16.06,468,-138,181
316,5828,16972,16.2,2261,-689,-450
60,6084,18576,16.2,1733,-443,-101
-1584,3964,20012,16.2,-2013,847,212
-1728,4032,16336,16.15,-683,35,-305
-1152,4076,15628,16.2,54,-750,1489
-396,5104,13920,16.15,1197,-313,990
-1344,6112,19244,16.2,-199,922,-725
-256,4924,18744,16.15,-1377,1030,-1863
272,4132,16324,16.15,-277,-48,-653
-1412,3792,14828,16.2,-1017,1719,-825
-1240,5140,16216,16.25,313,313,-31
-1008,5124,18188,16.2,1811,-142,750
-1144,5020,18336,16.25,-103,1165,-715
-1928,3672,16648,16.15,-1266,235,-64
-2704,3980,14680,16.11,-1170,-31,-176
-1584,4532,13912,16.25,589,-179,390
-3652,4476,16944,16.2,892,3076,190
-232,5352,19960,16.15,-268,-1799,-1167
-396,3556,20248,16.2,-3048,-273,-422
-40,3984,18904,16.15,-44,-553,-611
0,4276,12988,16.25,895,-1582,155
-1264,5056,17092,16.2,1046,245,-254
-764,5532,17852,16.15,1209,2294,1281
-1320,4800,21104,16.11,-1039,799,2078
-1396,3492,16968,16.11,-1177,554,1089
248,3576,14160,16.15,910,130,1983
-1256,4224,16428,16.2,1081,-1067,-241
624,5444,19980,16.2,2223,-1358,-1883
-1552,4248,18260,16.25,-2070,1020,-1495
216,3952,16380,16.2,-1189,-149,-2350
-1436,3952,14664,16.2,-27,-1521,-925
-1676,4780,16372,16.06,584,92,-1081
-868,5496,19656,16.2,2186,102,-145
-1164,3860,20104,16.15,-1592,-1475,354
-2224,3556,17512,16.2,-743,-32,-669
-3052,2168,17236,16.15,-660,-948,617
-1692,4604,13748,16.15,1979,-267,840
-968,5300,18232,16.2,894,-763,-183
264,5324,20508,16.15,-778,-192,-347
580,4392,18164,16.2,-1004,-1355,-591
644,4532,16172,16.15,-755,-260,-795
-36,4764,14868,16.2,1197,266,-295
-500,5856,18384,16.15,1771,384,102
-36,7312,16624,16.11,2094,2969,1238
-268,5264,18856,16.2,-643,1708,2251
-448,3600,15564,16.25,-1857,1918,430
340,4364,15296,16.11,-48,97,912
-324,5624,15836,16.15,1089,-467,-555
860,6704,18776,16.11,1871,-1872,-1447
-124,5644,17320,16.2,-1444,1715,-1222
-624,4756,16060,16.15,-565,498,-1582
-820,4164,16320,16.2,-970,153,-463
348,5704,15628,16.15,1894,-1130,360
-792,4996,20900,16.11,2441,-133,258
-2216,4336,19812,16.15,193,-507,458
-1252,3480,16552,16.15,-2281,-574,577
-980,3708,16120,16.2,-951,-1257,38
112,5156,14396,16.15,1662,-404,224
-1016,5196,18168,16.2,768,85,-448
2116,6064,20452,16.15,-1448,226,-2286
88,4880,18016,16.2,-578,621,-1406
-788,3948,15104,16.25,-422,443,-706
-264,4968,15004,16.11,-63,-66,-203
-420,5888,18536,16.25,927,1870,815
-1116,6092,18324,16.11,-352,675,31
-1228,4564,17668,16.11,-1060,-683,896
-1432,3876,14852,16.15,-1483,985,279
400,4576,13552,16.15,387,493,1025
-900,5484,16348,16.11,1543,433,-737
-1588,4848,19992,16.06,332,-912,-2205
-252,4476,16208,16.2,-2236,446,-37
540,4608,16476,16.2,-1867,1163,-1005
-620,4420,14424,16.25,658,180,-42
-624,5604,17820,16.2,1770,-240,474
1412,6088,18752,16.2,3146,1135,-151
-2800,3604,18604,16.25,-1931,644,80
-1492,3964,15916,16.2,-653,-298,430
-588,3744,14520,16.15,-137,-739,1716
-1448,4312,15692,16.15,884,-733,718
356,5576,19816,16.11,1141,-1452,-971
-928,4312,19340,16.15,-2212,840,-2365
88,3880,15472,16.15,-275,-160,-1711
-2544,3272,14336,16.2,185,-644,-526
-56,5212,16632,16.15,935,-533,-696
-708,4880,19728,16.2,1179,253,847
-1092,2664,22380,16.2,-2018,1064,681
-1116,3952,16472,16.15,-595,-233,636
-132,3572,15092,16.11,74,-351,927
-532,4596,14980,16.15,822,-51,501
-1164,5072,19896,16.2,1571,-748,-393
348,4576,20056,16.25,-526,-311,-1613
-876,3552,16780,16.11,-1094,-698,-678
-1696,3328,14848,16.2,-822,374,-1066
192,4776,15488,16.15,1084,-150,214
-1764,5168,18376,16.2,2274,941,69
-2656,5532,17972,16.15,-602,-255,-338
-1524,4708,17416,16.2,-1980,-177,1187
-1208,3816,14220,16.11,-909,193,981
176,4540,12552,16.15,856,142,1054
-256,5016,16452,16.2,1300,-899,-826
-1568,5332,20284,16.15,-1865,-438,-1089
1708,3892,18548,16.2,-1581,476,79
1016,3968,16988,16.11,583,955,-1943
-244,4688,13956,16.11,861,377,476
468,5836,17488,16.2,1388,1608,346
1436,6492,17120,16.25,1030,893,425
-908,5056,18000,16.11,-2025,1137,1472
-432,4412,15220,16.29,-481,-206,369
272,4420,13300,16.15,-144,352,1456
44,4916,15428,16.15,1659,390,226
-520,5712,19348,16.11,1752,-123,-1288
-860,5488,18468,16.25,-2815,416,-2094
404,4320,15128,16.11,-1099,55,-943
-992,4168,13884,16.15,-131,94,-1179
816,5412,16912,16.11,13,319,-717
-1320,4992,19168,16.15,1754,1060,-556
-3264,5032,20084,16.2,-818,1155,923
-1416,4376,16572,16.15,-597,-319,1772
-1764,3952,15096,16.29,-651,541,34
-152,4860,14416,16.15,796,-841,457
-1400,5028,19404,16.2,1230,-642,-1493
236,5284,21228,16.25,-1027,-39,-2328
-24,4608,17400,16.11,-1441,-1021,414
-232,3844,14192,16.15,-661,-757,-694
124,5084,14628,16.2,1031,-176,62
-508,6092,17664,16.25,1529,641,315
-888,6560,18220,16.2,-605,1410,-622
-2300,5328,16824,16.15,-698,382,3462
-1264,4200,15736,16.2,-785,489,1247
-380,4252,14060,16.25,811,763,1602
728,5556,16732,16.11,2092,771,-1221
-1344,5372,21992,16.2,-1286,-371,-2892
-1516,3936,18556,16.15,-1815,660,5
848,4140,15928,16.2,-1355,-1024,-1631
-1224,5172,12964,16.2,131,239,-1157
-2312,6232,16560,16.2,1050,1065,-332
876,7236,16424,16.25,1388,828,1303
564,5376,18008,16.11,-799,-517,2523
-468,3012,17476,16.15,-1419,-253,418
676,4636,15584,16.2,1588,1521,2703
-244,6156,14924,16.25,2323,-1140,2045
188,5592,18628,16.15,-531,8,-1962
5836,4340,32767,16.15,-1584,-7426,-5450
676,5864,14516,16.15,2226,256,-3765
-2372,6404,11672,16.2,3820,-653,-776
2300,7792,14368,16.15,900,-2188,4437
-88,7120,17676,16.25,-475,296,2226
412,7712,20964,16.11,-2140,514,1357
-812,5372,15632,16.2,-1384,-532,2526
-2348,4200,16668,16.2,-2087,1850,-253
-544,5384,12900,16.25,-1548,-702,334
3068,6788,18856,16.15,2031,-2674,-1246
-3704,4884,22088,16.2,-1600,-1808,-2709
-428,5112,16836,16.2,-2880,-779,-489
3620,5056,14292,16.15,681,1351,-1187
1036,6324,11876,16.2,1123,520,-2292
-508,6588,17316,16.15,1850,2675,-339
1376,6708,15960,16.2,1727,1496,452
-576,5444,18048,16.15,299,-1618,1733
-1648,3648,15984,16.2,-1764,-301,1133
236,5024,15220,16.2,1396,-1332,3598
-692,4484,15232,16.15,469,-344,2038
4648,6604,17964,16.29,-217,539,-592
-620,4508,19756,16.15,-2375,-897,-2308
240,3788,17012,16.06,-3188,608,-3294
8,5088,13748,16.2,660,1682,-298
1624,6632,15576,16.25,2672,1504,486
-1088,5744,19652,16.11,2142,1434,1071
-4928,3960,21004,16.25,-1433,3658,152
-948,4948,17896,16.2,-1277,-950,312
1348,3792,17904,16.15,-2680,-4005,2238
-712,5048,15600,16.15,1627,-770,-1394
-4496,5272,17048,16.11,1533,-720,-3264
-500,5612,22416,16.15,-2338,-1473,-3380
1244,4928,15196,16.15,-2313,58,356
3652,5648,14492,16.2,44,2059,1443
1708,5648,13688,16.25,491,-349,1672
-1856,5788,18904,16.29,1478,254,631
1736,6572,18944,16.2,-1000,436,-858
-1768,4392,15524,16.2,-2739,1326,1030
36,4440,17588,16.2,-1790,-579,3428
24,4452,14884,16.2,2943,-1452,3220
-936,4864,16128,16.15,2259,-67,-940
3820,6160,16196,16.2,-125,-272,-2741
5404,5608,18588,16.25,-714,787,1300
1000,4432,17372,16.2,-726,7,357
-2296,4680,16620,16.25,1059,-899,-362
1308,6232,16748,16.2,1913,-701,319
4404,6968,18568,16.2,2373,1814,1774
664,5204,19416,16.15,-424,314,4027
2020,4104,16192,16.29,-461,1106,64
-848,3552,18588,16.25,3249,588,579
-1772,5520,16184,16.2,3338,-80,1123
2000,7156,19764,16.25,-439,-2040,-25
-1372,5132,19880,16.2,-1656,-178,-2997
-784,4232,15996,16.25,-2402,816,-2028
-4020,4260,13352,16.2,-364,-1524,-1173
-360,6340,16240,16.2,705,175,-292
-3304,6316,18672,16.25,2397,776,2869
-3696,4336,21012,16.29,-1718,-342,1970
-2848,3256,17304,16.29,-1680,1475,-1102
184,3920,16880,16.25,-402,1187,-191
1300,5592,15900,16.29,1835,-630,508
-3016,5636,19288,16.25,498,-1402,-665
1560,6760,19876,16.29,-617,-831,-1774
-3248,4568,17632,16.29,-635,-873,-710
188,4968,17244,16.25,-856,-282,-1538
-268,5720,13424,16.2,352,140,-627
-1972,7712,18752,16.25,1364,509,77
2856,8456,15980,16.2,2812,3044,716
132,6144,14304,16.29,810,431,1104
-1620,4944,14324,16.25,-2122,-82,-210
216,5300,12428,16.29,530,-633,1416
-3768,4936,16032,16.34,83,1409,-1051
3388,7100,18160,16.29,-317,-776,-1273
2928,6344,15040,16.25,-946,-1002,146
824,5676,18980,16.34,-682,853,573
-920,5152,14980,16.2,1021,-1130,457
596,6944,16384,16.39,2135,1515,-755
1892,7720,17248,16.29,-713,1747,635
2588,5868,15640,16.25,-1652,-56,1691
-2216,4116,15692,16.39,-2370,-1938,-1020
-2068,4368,14568,16.39,1331,-1638,1469
-1512,5296,14444,16.2,1947,831,184
1560,7304,20416,16.25,2416,-1181,1493
-1544,5988,19104,16.34,-258,-48,-1638
-1624,4436,16808,16.29,-3524,-441,-2953
-2436,5444,13932,16.34,239,332,-1477
988,6736,15732,16.25,2508,562,-686
-1880,6360,18636,16.39,1933,1232,715
-2736,4896,22424,16.25,-2794,1063,1538
-1616,4816,19692,16.34,-2397,-1506,112
-948,4680,15600,16.39,-2384,452,-1215
-1920,6160,15092,16.34,-705,-1883,-615
-444,5812,19260,16.2,862,-536,-1071
4,5632,20424,16.29,126,-359,-2363
900,5236,17232,16.29,1092,-660,724
416,5784,12152,16.29,1518,900,-269
776,6156,16048,16.44,1294,-61,1179
-1948,6336,18832,16.39,1773,75,844
-3512,5004,19900,16.39,-3095,876,-1284
412,5476,17180,16.34,-3266,89,2085
-616,4184,13868,16.29,-1147,-388,1392
152,5260,11824,16.29,2688,179,1527
-884,6736,19332,16.25,2818,262,-697
-704,5768,23052,16.29,-376,-282,-1422
400,5072,16304,16.39,1087,-273,-305
660,5888,14264,16.34,494,775,-529
1640,6100,15616,16.39,-208,414,597
1008,6828,17660,16.29,1808,460,766
-3276,6748,17720,16.34,-1786,1441,49
524,6836,12200,16.39,-1412,-1137,602
-3960,4676,17000,16.39,870,-517,1544
-1604,5304,15268,16.44,3012,-517,1445
1636,6344,14940,16.39,2220,-2037,-83
-636,6940,22220,16.39,-2491,-829,-3599
-232,6132,15644,16.39,-898,-1316,612
956,5316,13972,16.29,-794,1168,-210
2456,6224,14764,16.39,522,144,819
1852,6956,17744,16.44,1983,550,931
300,7804,17988,16.39,2162,993,612
-780,4888,19280,16.34,-60,-468,2271
-708,4272,16960,16.34,-973,-848,213
-36,4824,14352,16.29,617,-766,2453
428,6412,15036,16.34,1127,-1216,-139
1184,6688,17264,16.39,1255,-1209,-706
-576,5424,18760,16.34,-2500,314,-1091
1044,4644,15644,16.39,-2329,-136,-529
-1544,4340,14924,16.44,864,-362,-36
1180,6724,16388,16.39,3444,-1069,1146
852,5800,19800,16.44,2809,1055,1478
-2612,3204,24128,16.39,-2781,429,837
-304,3252,17680,16.39,-1640,841,-2046
3320,4776,14972,16.53,-609,-125,466
-572,5092,14276,16.39,1122,40,-354
-688,5752,20548,16.44,112,-353,-966
-2876,5492,18520,16.44,-516,281,-3433
448,4096,18376,16.39,-367,660,-1435
-968,4328,14008,16.44,-120,156,-1186
-408,5604,16776,16.39,-80,1494,-880
2296,6852,19528,16.44,2099,546,122
-3020,4828,19912,16.48,-509,-1618,363
1228,3856,19384,16.39,-4350,-445,-1962
200,4832,12812,16.44,-699,456,-406
532,6308,13684,16.39,1059,454,-497
792,6540,17636,16.44,493,-1147,23
2980,6676,20832,16.39,-809,-652,-1631
2740,5032,18804,16.44,-2165,-1803,-1534
1104,5208,14548,16.39,-1871,-246,-257
1124,6068,14484,16.39,-325,314,-1273
740,6860,17252,16.48,1639,1319,-594
1344,8296,15672,16.53,-1266,2635,-582
2456,6512,14536,16.44,-1278,1311,1277
1160,5048,14292,16.48,-401,1506,-694
2480,5040,14304,16.44,932,-1000,-711
168,6664,15736,16.44,-280,-693,-682
3696,7160,17876,16.48,-1708,-1600,-1354
-1536,5020,17488,16.44,-2594,-514,-832
-152,4520,17532,16.48,-2357,2533,-553
-252,5136,14400,16.58,1160,1435,79
2180,7264,15652,16.44,1882,295,-868
1224,6760,17260,16.48,2375,2608,1331
-908,5688,17944,16.48,-794,-164,1606
-1456,4452,19384,16.48,-1137,-570,1645
-3316,3688,17096,16.48,827,-990,1928
-848,5140,15672,16.53,1826,919,199
1924,6840,20584,16.58,1571,266,-1025
