aX,aY,aZ,temperature,gX,gY,gZ
292,3520,21872,17.24,1545,-1059,-850
736,2740,19760,17.24,-1733,-701,-2252
552,2924,13204,17.28,-609,-219,-2470
-2132,2892,11600,17.19,-18,-1320,-1662
1796,3952,15856,17.28,453,1224,231
-780,3212,19016,17.24,1858,1184,-1343
-420,4640,18728,17.24,-1074,658,848
-340,2036,15416,17.24,1756,-405,3221
-496,1840,15296,17.24,441,1199,542
-336,2792,14160,17.19,-184,-55,888
-52,3100,17420,17.19,366,253,-1307
1172,3728,19572,17.19,186,-1390,-948
-1316,2512,20352,17.33,-395,-1054,-2042
144,1900,16944,17.24,-1569,-36,-2174
-3668,2464,14576,17.28,-72,748,55
-1048,4088,17240,17.28,1254,-91,38
-1628,3680,17536,17.28,1386,495,259
-1668,4280,18712,17.24,-1206,1484,1277
-1356,2860,13248,17.24,576,94,1022
1604,3300,11768,17.24,-1128,339,616
1900,3604,12984,17.24,-16,731,50
-256,4436,16280,17.24,174,-1029,-637
2132,3884,17432,17.24,-959,-1255,-2387
-1420,1952,19060,17.24,-1357,-503,-1398
88,2080,17772,17.24,-2896,204,-1003
-2860,2380,14748,17.24,-936,909,-816
240,4420,17188,17.28,1257,257,-667
-1732,3416,19856,17.28,2421,318,55
-2916,2016,19636,17.28,-1688,1154,-620
-832,2440,16748,17.28,-1250,-1660,1362
-2396,2008,15536,17.19,-3618,-377,1787
-1348,2784,14116,17.28,817,-332,-303
-712,2244,18080,17.19,1819,-1371,-1812
-1540,2856,21336,17.28,-1545,66,-3718
-3608,1356,18948,17.19,-6373,2010,541
-580,2204,14556,17.19,-1894,757,-1614
-172,3376,12948,17.28,931,648,758
2112,4140,16868,17.38,1573,1869,-259
440,4100,15560,17.33,2170,3037,1571
-2744,1808,20756,17.24,341,81,3224
-2008,1336,16184,17.14,-1904,-657,579
-3368,1892,16428,17.24,200,-229,2387
-2248,3116,17040,17.38,-151,-852,536
-3104,2768,19720,17.28,378,-156,-841
-1652,2868,21864,17.28,306,343,-883
-1024,1604,18980,17.24,257,1312,-658
-1460,1792,18468,17.14,-693,-71,-254
-2612,2584,18016,17.24,214,-667,1437
-1024,3680,18396,17.24,1632,-119,-288
-724,3272,19604,17.28,1749,327,236
-3708,880,21916,17.28,-2408,-1335,310
-1300,1700,15864,17.28,-805,-624,754
-752,2052,15568,17.19,-71,-67,1058
-340,2732,14856,17.19,902,-171,-1076
-2192,2516,21520,17.14,123,-679,-2443
-3568,1684,21992,17.14,-983,-269,-3133
-500,1256,17656,17.24,387,27,-1865
-344,2420,13856,17.24,-35,404,-2379
224,3184,13564,17.33,703,-101,524
-1980,3012,17888,17.28,571,2026,-1774
692,4832,19012,17.38,1155,573,1434
-2304,2800,20820,17.19,-701,1005,1798
-2040,1148,18572,17.28,-1007,-371,1439
-2876,2036,16192,17.28,897,-549,2898
-3292,2748,15640,17.28,845,321,605
-1064,4104,20512,17.28,1213,-1757,-35
-1052,2532,21820,17.19,672,-2347,-1247
-2060,1068,16680,17.24,244,-381,-1882
-840,2904,14980,17.24,33,261,-2985
-872,3852,14516,17.24,1852,840,461
-224,4400,18488,17.14,2194,83,-49
468,4328,19676,17.24,-889,-618,-350
-1156,2844,14960,17.24,-160,-633,1310
-1608,2184,14844,17.24,-580,368,2274
444,2944,13272,17.24,1251,-1496,2319
252,3788,15504,17.24,457,398,-1028
2056,4656,20928,17.33,1171,-598,-1238
-1772,1876,19056,17.24,-1696,-797,-3223
476,2508,15908,17.38,-418,-194,-1323
-2464,2440,14104,17.19,-167,320,56
536,4148,17476,17.28,1020,299,195
-736,3408,18980,17.28,2110,-180,-499
-1780,3072,19048,17.24,-2271,75,-95
848,2944,15808,17.24,-1535,-556,1302
1276,3520,15060,17.28,-621,-225,1261
1736,3244,14180,17.28,973,-212,561
-1204,3240,17716,17.28,1392,116,-1576
-1712,3232,21836,17.28,-1543,947,-3918
1396,3308,19164,17.28,824,741,-346
-124,2532,18000,17.24,250,572,-1654
-152,3516,13636,17.33,1652,246,-142
-400,4424,17168,17.24,424,704,-336
1628,4500,17280,17.24,1515,1678,1305
-1580,2592,23420,17.24,-555,-2103,1948
1312,2676,16332,17.24,-1604,-980,1395
-2580,2616,17544,17.28,1377,-400,2226
-1876,2984,16840,17.28,2303,197,-543
-3152,3792,18292,17.28,-742,-144,-1035
-2632,2388,22024,17.28,-1337,569,-2252
0,2136,16504,17.38,-39,1094,-1734
2652,4020,15268,17.28,398,549,-964
1596,3868,13796,17.28,2040,-179,648
-384,3628,18912,17.24,2517,-377,-355
1408,4444,19168,17.24,-185,454,357
-1716,2784,18760,17.33,-27,-723,3088
-1128,1308,18636,17.24,-930,44,306
-156,2636,15108,17.14,863,110,615
608,4140,15064,17.24,1644,-174,-415
-1128,3620,22776,17.24,1695,-873,-1214
-676,3368,20444,17.24,-1065,464,-1975
500,2476,18008,17.24,222,-702,-738
552,3452,13460,17.28,-161,554,-966
-420,3920,14668,17.28,56,561,406
780,4528,18112,17.19,446,858,513
2440,5836,17652,17.28,135,1342,120
-3480,2392,19892,17.28,-309,194,2429
-1704,1932,16192,17.38,-1024,-439,385
-900,3084,15228,17.33,439,-1238,1556
-596,3832,15248,17.28,354,-865,-114
52,5044,21076,17.19,1879,-1214,363
-764,3264,22188,17.28,-474,1201,-2019
-1872,2112,16252,17.19,35,-514,-847
-2796,2468,13192,17.28,-542,-222,-1611
-788,4024,16184,17.28,-187,41,-963
-1288,4240,18516,17.28,3743,-256,-1207
-3552,3596,18412,17.28,-1188,-306,113
-2092,3088,14892,17.28,-103,-68,3076
-1200,2324,17912,17.19,-392,-268,469
644,3348,13124,17.19,1126,-990,1269
-564,2836,15832,17.33,-718,-932,-1116
1480,3900,19636,17.33,-1606,-736,-2435
-476,2420,19860,17.24,-1382,-399,-1672
-252,2256,16008,17.33,-2099,-549,-1547
-2888,2648,15356,17.33,713,-1215,1003
860,3872,16816,17.33,1697,-765,1196
-984,3136,18012,17.33,1142,438,495
-1292,2780,20988,17.28,-2502,1842,-139
1796,3432,16224,17.33,-926,-321,3605
752,2484,14656,17.38,-1232,69,1394
2844,3716,14292,17.28,1305,1445,-318
1172,3520,16984,17.38,-1207,969,-3426
-2552,2364,24336,17.28,-1117,280,-3049
1156,2916,17792,17.33,1940,-141,-471
-432,3508,14408,17.33,1105,-149,-768
372,3416,13048,17.42,1136,-426,737
480,4508,16408,17.33,418,1135,253
1168,5012,17532,17.24,375,2744,290
252,3192,20536,17.24,566,515,2147
-2528,1312,18612,17.28,-1552,-258,-753
-3160,2660,14460,17.28,891,-1248,1429
-2088,3684,16068,17.42,1699,55,-470
-636,4276,20988,17.38,318,-833,-599
-1424,2840,20748,17.28,-1092,191,-2362
768,3316,13032,17.28,699,129,-2314
852,3964,13984,17.38,70,453,-665
-104,4504,15964,17.28,1731,771,114
-1388,4868,17528,17.38,1642,429,-882
-2600,3824,19884,17.38,-2002,500,77
-1848,3528,14892,17.38,-1055,-721,3095
-2444,2692,16560,17.38,-908,275,1630
896,4024,14120,17.33,1076,-494,1037
700,5100,15724,17.33,1421,-97,-509
908,4936,17432,17.33,1504,17,-1247
-84,4180,19920,17.47,678,693,-799
272,3248,19492,17.28,-1742,542,380
-2792,3524,18692,17.38,658,-243,2542
-1576,4196,17840,17.38,2083,1065,2715
1288,4112,18596,17.38,1553,-37,3049
-900,3884,19548,17.28,-12,1786,1312
-396,3044,17080,17.28,-2821,94,2757
2204,3228,16100,17.28,-2031,-573,749
-288,3804,15600,17.38,-314,-666,-489
-1916,4584,17124,17.28,1395,543,-561
-1160,4644,19328,17.28,-1843,75,-1966
-2480,3252,22020,17.42,-1949,54,179
-1308,3020,18380,17.42,-682,115,195
-5844,2744,17600,17.33,908,-569,1309
-3000,4672,17852,17.33,1737,704,794
-1604,4584,17812,17.33,2300,1816,2721
-1136,3560,19384,17.33,-391,556,753
-364,3712,15668,17.24,-2509,229,-262
1548,4092,15676,17.33,203,-727,1245
-596,4416,17708,17.33,2977,467,417
-3524,4448,19672,17.24,569,-77,-763
572,3604,22416,17.33,-1877,168,-2127
-476,3880,14616,17.33,-1341,-735,57
-252,4060,14620,17.42,-1127,778,-852
1124,4856,14456,17.33,404,-417,1747
-1020,4656,18528,17.42,1863,156,2349
-3128,4104,20540,17.33,-1376,631,1134
-3628,3640,16956,17.33,-474,953,2788
-2508,2576,18308,17.42,-1139,1347,1707
-1304,4092,14108,17.42,719,-52,1752
-16,5368,14684,17.24,1552,-681,1543
976,5460,17856,17.42,1229,-47,-340
-2680,4456,17992,17.28,-1497,-574,-337
-1304,3496,14620,17.28,-522,347,1184
-1904,4036,15960,17.28,-351,-80,2728
772,4532,17468,17.33,2130,103,2049
364,4468,20164,17.33,2802,843,1525
-2624,3524,21224,17.38,-189,1106,1981
976,3612,15780,17.47,-2390,-522,3280
-1208,3204,17176,17.38,-1449,-1106,2815
-1180,3484,17332,17.42,-148,-441,1074
-2104,4084,17812,17.42,-59,-919,371
-2840,3840,21104,17.33,-1948,-470,-875
-812,3268,18008,17.38,-97,1453,633
948,3416,16552,17.38,-579,1703,336
1772,3860,14612,17.33,1435,178,2466
2372,4640,14552,17.38,2100,760,852
232,4836,19384,17.33,743,1195,1579
-2684,2316,23324,17.42,-1587,415,1741
372,2516,15368,17.33,-1334,40,1208
-1616,2744,17712,17.33,-235,586,1529
-1292,3216,16736,17.33,1401,539,-421
-764,3600,22396,17.33,-605,-1909,-1069
-1416,2360,20660,17.33,-1685,-1388,-1879
612,1812,19400,17.33,-1124,-611,-357
196,2120,17500,17.33,273,1259,-2894
620,4060,14776,17.38,1156,-213,85
272,3248,19440,17.38,1809,140,-180
-2216,2312,20100,17.38,-2674,170,219
-2936,2540,16948,17.42,-362,119,-661
-2720,1788,16820,17.42,261,737,28
-664,3356,13900,17.42,1632,248,149
-16,3568,14296,17.28,-21,-529,-1176
2080,4268,19936,17.33,-2284,-339,-1820
596,3348,19000,17.38,-485,1142,-286
2700,2988,18220,17.38,-2093,432,235
-624,2988,15700,17.42,870,6,1021
904,4944,17256,17.42,2132,290,-481
-68,3636,17268,17.42,1461,1615,2588
-488,2256,19176,17.33,-454,1911,392
-124,2712,14060,17.52,-1720,697,-1351
-888,2940,13264,17.33,-817,-730,1765
-2468,3052,15864,17.42,1290,146,-328
-800,3836,20700,17.33,25,-1204,1092
248,3208,17836,17.33,-919,306,-1595
-996,2684,15608,17.42,-179,424,-909
860,3464,14100,17.42,502,859,-118
784,4068,15392,17.33,1603,-137,245
-2812,2844,20344,17.42,1439,-353,-122
-1740,1556,21792,17.42,267,-555,1893
-3256,1984,19316,17.42,507,-1756,1521
-1732,2312,14172,17.42,-1057,-66,976
-440,3564,14460,17.42,671,-115,266
876,3720,16192,17.42,927,-501,-2320
-1172,3300,21032,17.42,-2270,158,-3159
-2280,2168,18248,17.33,-203,323,-518
-144,2648,18256,17.42,397,1442,-876
-884,3844,16136,17.33,1343,-53,1804
612,4100,17436,17.42,1680,-71,1383
3444,3964,15424,17.42,2239,3209,1723
2232,3376,17884,17.42,347,551,697
-596,2072,19212,17.42,-776,2043,-1736
524,3356,14052,17.38,1144,-233,145
1676,4540,13976,17.47,2660,1551,314
2560,5520,17036,17.38,660,-4,-1309
-1916,3336,21652,17.28,-2076,-974,-1421
-268,1672,21964,17.47,-2588,-1791,-568
-2412,2852,16236,17.28,-473,412,-1360
-212,4664,16312,17.47,1961,383,-177
-2876,3236,19992,17.42,754,2672,1054
-5012,1948,19208,17.47,-2836,620,2195
952,2600,18104,17.38,-717,-2526,2646
-340,2316,16912,17.38,119,1373,-34
2316,4124,15596,17.38,133,475,1057
4012,4036,19108,17.47,766,-494,-2136
-2656,1812,22884,17.47,-2568,-1341,-1458
-368,1332,12144,17.42,-1069,-1156,-1829
-584,2468,19084,17.42,-2013,-581,-1747
-1360,3348,16164,17.52,-387,219,-869
-756,3272,19888,17.42,1708,-109,1035
452,3416,21828,17.42,-831,358,990
-552,2676,14256,17.38,-200,-883,3909
-1048,2496,15592,17.42,-1328,274,511
680,4064,13668,17.47,572,-1701,1289
-1832,2252,20916,17.47,1620,-725,-1429
-344,3280,23564,17.57,-2775,-1344,-2315
-616,1396,16140,17.38,1575,134,-609
1080,2872,19252,17.38,782,883,-884
-516,3608,14564,17.38,433,931,95
-612,3244,19352,17.38,1855,370,-329
-2448,2148,23200,17.38,-339,-4267,-1333
-1440,3584,16980,17.47,-1264,783,3228
-1896,3300,15012,17.33,-118,1335,1304
-336,3528,15608,17.42,-880,-1378,850
-1668,3728,15804,17.42,764,-754,-747
-984,3908,19832,17.52,-746,-714,-789
544,2564,22204,17.42,-450,1361,-277
336,2900,17296,17.47,-1873,1586,-27
1096,3548,16568,17.47,563,160,1746
712,4524,18064,17.38,3598,1327,-217
4584,5912,15164,17.47,1524,2115,1097
-1920,2828,22324,17.47,370,-660,2060
1272,2804,17144,17.42,-2286,2815,-486
1160,3772,13664,17.42,828,-1138,631
-56,3892,16120,17.42,2191,222,-1496
2600,3864,17836,17.42,775,-1643,-2631
2884,4572,16896,17.42,1180,-172,77
484,4360,15396,17.52,-1031,678,47
1296,4000,11872,17.52,1610,-61,898
-132,4160,15404,17.42,-78,-618,-59
-648,3780,17620,17.42,-2281,1502,-125
-660,2776,16148,17.42,-670,712,460
1172,2768,14076,17.47,-751,308,436
1512,3556,14672,17.47,-315,586,-281
140,3992,20140,17.47,2307,-421,-593
-1936,2252,23856,17.42,675,1192,-4471
336,3196,16140,17.42,-968,361,-949
-1048,3960,14676,17.42,129,1486,679
1592,4612,14236,17.42,967,489,1367
-832,3916,17000,17.52,855,383,23
1772,4708,20576,17.52,-2969,-100,-1175
-632,3276,16636,17.42,-2255,-1157,1100
-1784,2768,15332,17.42,-2399,-618,1262
668,4148,13776,17.61,450,-1044,602
148,4588,17052,17.42,1503,-543,-1084
1224,3396,18684,17.52,573,-215,-3271
520,3576,17368,17.42,-1252,770,-1187
56,3544,15932,17.42,-962,1344,-2140
240,4040,13060,17.52,789,833,1517
836,4348,16620,17.52,1577,1869,599
516,4492,18384,17.52,457,2103,1779
-48,3072,19096,17.52,-1859,1363,917
-152,2476,17008,17.42,-2603,1659,-764
24,2484,13316,17.33,72,-503,-330
-352,2916,15184,17.52,675,-780,-540
3860,4904,18780,17.52,1247,-1510,-802
1652,4220,17864,17.42,588,495,-1287
540,2560,16704,17.47,-2349,-444,-1633
-1952,2564,15956,17.47,586,-549,495
380,4068,16024,17.47,2615,900,178
976,3280,21088,17.38,3677,829,558
-440,2464,22376,17.47,893,487,836
984,2904,16944,17.47,-3524,149,-490
2696,2592,13544,17.52,497,-142,986
2240,3484,13488,17.47,128,898,-1577
-2000,3520,20060,17.47,-1140,-207,-1562
-1244,2284,26964,17.47,4,909,-1282
1708,2320,19024,17.52,-179,283,-1136
1044,2932,12936,17.52,-1182,1125,-2080
1692,3776,12728,17.57,-1888,637,396
-4,3436,17384,17.47,-512,1040,-1327
-544,3260,21380,17.42,-4031,-45,487
-1136,2256,16712,17.42,-1628,-1200,1229
548,1904,17152,17.42,-961,-310,1171
544,2708,14136,17.52,2470,-261,-103
-2064,2712,17552,17.42,2391,-1266,-1458
-3192,1612,21440,17.38,-3444,-2457,-2015
-1424,1172,21664,17.38,-1132,-215,-1123
140,2132,16452,17.38,-43,747,-1109
-12,2648,13184,17.42,574,-247,1303
2236,4188,17544,17.38,2322,42,235
804,3880,18264,17.47,3147,1189,1045
-1012,1636,22104,17.57,1988,292,1503
-2552,1232,15780,17.38,-2086,1061,-186
-184,2244,15584,17.47,1021,-309,925
1296,3492,14240,17.47,1483,-685,-278
3440,4444,19636,17.47,642,-1631,-1347
340,2788,19688,17.42,-947,599,-1450
2884,2648,17732,17.47,-1044,-533,-1497
376,2296,14796,17.47,470,-275,164
1620,3100,16436,17.38,295,825,-625
932,3192,19584,17.47,925,235,530
-188,876,22696,17.38,-2190,639,32
2008,1592,18372,17.52,-1701,-969,646
-684,768,17608,17.42,402,24,830
1092,2884,14076,17.42,1215,472,-695
1308,2780,17784,17.42,1651,-615,-1717
1128,1468,19636,17.52,-1088,396,-2755
568,1168,18120,17.42,-1197,61,-1474
1500,2492,13676,17.42,-923,2151,-2839
1508,3096,13876,17.47,-331,953,-892
16,3232,17948,17.47,350,210,-2006
1648,4380,17660,17.47,-1182,1131,-848
1164,2160,20012,17.42,1776,-315,1055
-1596,668,15212,17.33,-1026,958,-1590
-560,2288,15168,17.52,550,804,-1503
364,3232,14388,17.42,508,772,-1139
192,3664,19472,17.42,753,-1273,-283
2504,2248,22504,17.42,-864,461,-2392
1356,1624,17004,17.42,1871,-291,-2258
-2004,1380,13740,17.42,-1886,217,-842
880,3036,15344,17.42,-747,-158,-969
332,2568,19180,17.38,198,717,103
3940,3364,20660,17.38,-223,656,-1320
-584,872,16112,17.38,-565,-66,-905
1404,2356,15252,17.47,-2082,943,-1488
2552,2360,13260,17.47,955,332,-1991
1156,2172,16540,17.42,1458,-843,-3144
1424,2216,18548,17.42,-1671,-645,-5180
2484,2140,18964,17.42,-710,-308,-2925
2140,2428,14876,17.42,-1058,789,-3384
1328,3384,12468,17.47,-188,-113,-761
-460,3432,16512,17.38,2276,629,-1627
740,3084,18756,17.47,1977,100,-39
-916,1380,21068,17.42,-546,-116,559
1696,1788,18128,17.38,-854,150,-1564
-2232,1884,17020,17.38,1617,-268,1341
-724,2632,14904,17.38,1947,163,319
-1536,2684,19972,17.38,1851,-1373,1037
-624,1528,22444,17.38,-457,1300,-2062
636,1780,16108,17.38,-1483,564,-2580
-3872,1540,16080,17.38,-1367,-17,-2256
584,3416,17152,17.47,1049,-324,-537
-1112,2812,20204,17.38,3496,245,-711
-220,1772,20896,17.47,-1514,-154,8
388,2572,14920,17.38,-2495,-1337,197
104,2340,15072,17.42,-1738,-1155,68
420,3140,14932,17.38,937,-563,-770
-272,3056,17744,17.47,2306,-523,-1610
-1144,1792,20756,17.38,-1457,503,-3530
1420,2200,17096,17.47,-3087,-55,-745
1132,3320,12104,17.38,-264,1351,-1962
3376,4380,13176,17.38,731,198,-957
-800,3016,17960,17.47,698,-1,-299
-1560,2184,21928,17.42,-2905,406,-28
32,2452,18048,17.42,-1641,-1206,1617
-348,2108,15224,17.33,-2185,198,682
1212,3100,13136,17.42,649,-407,-523
544,2544,20020,17.33,1617,-57,-1906
-336,1964,21836,17.33,-2273,912,-3000
-756,2140,15320,17.42,-437,-1018,-1123
808,2620,13436,17.42,-1302,1083,-2681
744,3540,14612,17.33,-237,480,74
632,3416,18916,17.38,1675,234,-508
-2124,2376,22004,17.47,-2188,-89,235
1296,3348,16012,17.38,-213,-1318,2469
-260,2208,15760,17.28,-654,396,2240
2964,2988,13224,17.38,1460,555,371
484,2636,19180,17.38,916,-842,-1836
880,2116,22816,17.38,-967,113,-3483
340,2968,17220,17.28,861,907,-1223
2892,3412,16576,17.38,-942,253,-361
1432,3400,15976,17.28,1886,-444,1372
-588,3832,18452,17.38,2356,664,124
1280,4036,17924,17.28,3289,2318,930
296,3508,21544,17.38,666,-212,2707
184,1576,15988,17.28,-2334,496,32
1332,3016,15784,17.42,-219,-848,1651
324,3432,17532,17.28,503,-842,241
2212,4668,19420,17.47,1240,-677,-1226
52,3176,19136,17.28,-1255,530,-2050
752,2400,15712,17.24,-1444,-421,-210
-3096,2204,15380,17.28,-755,68,-435
948,4204,18260,17.24,301,-371,528
-1856,2840,22564,17.24,3067,-1542,179
-312,2392,21932,17.24,-285,-1533,1951
-424,1452,18232,17.28,-945,-179,547
-828,2576,12988,17.28,206,165,1156
472,3408,14360,17.24,769,-411,686
40,3388,20760,17.38,1178,-1180,-630
-596,3004,17740,17.24,-1392,1153,-1816
-244,2876,15292,17.24,565,61,-1623
-1756,2468,14456,17.24,-653,457,-1936
412,4044,16412,17.24,-500,-96,-85
844,3776,18708,17.28,16,486,956
-384,3344,22880,17.24,-3116,922,1538
1948,3676,15940,17.33,422,-1642,3766
272,2440,15320,17.33,-713,622,1973
1200,3272,15972,17.24,1066,-112,1755
192,2940,19220,17.24,1026,718,-1448
36,3328,19232,17.28,-1566,391,-3603
16,2388,18676,17.28,-906,731,-1657
3204,2848,17968,17.14,-1807,179,-2145
1336,3552,13732,17.24,854,-109,368
1848,4888,18008,17.33,2638,-377,-544
-284,3848,19760,17.14,2276,1862,-7
-1616,1904,23028,17.24,-1244,24,1717
1104,2160,17120,17.28,-2606,184,38
672,4096,15048,17.19,2057,449,2094
1332,3444,15880,17.19,2088,-538,980
-448,3292,22212,17.19,395,-1059,-142
-524,2132,23560,17.28,-1294,353,-2776
-3100,516,19336,17.28,2147,231,822
-588,2020,17152,17.24,721,466,-1863
