aX,aY,aZ,temperature,gX,gY,gZ
-3228,2392,18116,17.52,-1225,66,588
-4068,2108,18636,17.52,-2765,751,752
-168,3448,14336,17.61,-711,560,814
832,3368,15068,17.61,1575,217,-392
-2368,2868,17768,17.52,2202,-357,-1504
-2024,3824,18260,17.52,-1302,-169,-1672
-2368,2064,18620,17.61,-2683,1267,-886
-1580,2928,16000,17.52,368,673,-1010
-952,3356,13900,17.52,1583,211,-259
-3076,3688,18532,17.42,978,-26,-51
-1344,5060,18264,17.61,1482,1265,299
-940,3404,18036,17.52,-1575,699,471
-916,2960,16032,17.52,-280,-1385,1234
-100,3032,14128,17.52,1191,151,1328
-968,3588,18340,17.52,1895,449,-1530
-1876,3052,19884,17.52,1723,2700,-1800
-1388,3300,17044,17.52,-1157,65,-700
-2232,2960,16716,17.52,-1222,-1187,-1019
-1896,3300,13564,17.61,79,-1622,2522
-2152,4412,18476,17.52,1486,210,-712
-220,5032,19220,17.57,1185,1279,253
-2244,3456,18196,17.57,-1151,202,2005
456,3016,16240,17.57,-1012,-1765,1741
-716,3376,14740,17.57,-111,-993,698
-1784,3480,16852,17.47,364,-1171,-451
124,4136,19648,17.47,1464,-1171,-520
-2424,3232,18776,17.57,-2129,464,-2852
-2060,2208,17348,17.57,-1957,-266,-2221
-2432,3052,15700,17.57,-273,236,-441
-212,4492,16656,17.57,1134,1266,-252
236,3896,18800,17.57,376,3312,-387
-2204,3676,19448,17.57,-1801,-959,483
-2288,2148,17468,17.47,-977,-39,2168
-100,2844,14872,17.47,-1084,-1359,1371
16,3884,17096,17.61,1818,-67,-524
-788,3224,17584,17.52,2517,-1362,-1321
-160,2864,17552,17.61,-1713,1553,-2882
-1544,2376,18316,17.61,-1150,1195,-2617
60,4212,14404,17.52,-1906,597,-2178
-1472,3976,14828,17.52,-122,-786,25
-1864,3464,18984,17.61,1105,-1087,624
-1648,3160,18956,17.52,-1637,1189,-506
-2412,2932,17932,17.52,-1696,1587,2203
-244,2668,16004,17.52,-601,1207,999
1100,3548,15452,17.52,180,499,1276
448,2556,18196,17.57,2204,1210,-1002
212,2712,18512,17.61,-1011,1339,-2990
180,2256,17356,17.57,210,942,-147
-564,3964,14508,17.57,-478,-2053,0
-532,3760,13880,17.57,1022,673,32
480,4244,18456,17.42,1342,392,-998
-644,4048,17468,17.57,-393,3486,-1479
-1276,3244,17844,17.57,-1260,2031,1546
340,3148,15344,17.57,-2173,550,1350
1608,5048,14784,17.57,584,-1505,1511
-3356,2680,17076,17.61,2823,-623,-2330
-952,2920,18700,17.61,-169,731,-3304
-836,3020,19232,17.61,-1021,909,-1045
-612,3900,15804,17.52,-1240,-1455,-198
-1452,3376,14064,17.52,1312,-605,638
1128,5672,17376,17.66,1322,-1464,-699
-1136,4288,19100,17.47,875,-176,526
-984,3740,18916,17.47,-2398,485,2532
-1068,2312,16196,17.57,-2371,82,2044
1960,3756,15924,17.57,416,-2427,2616
992,3912,16024,17.57,1646,-1433,-638
848,5592,20776,17.66,3091,-924,-1775
-628,3224,18004,17.66,-1979,27,-2622
-92,2828,15764,17.66,-1780,-1870,-2328
-1632,3132,16724,17.57,-1725,-3224,333
52,4084,16692,17.57,298,1079,-321
-172,3324,20400,17.61,2740,392,196
-1524,2472,22428,17.61,-1314,1442,1919
-776,2224,17184,17.52,-1421,778,294
384,3264,14492,17.61,-341,1482,704
-396,4492,14796,17.61,524,1362,183
-1620,3016,18316,17.61,1659,-1599,-242
-1828,2856,19832,17.57,-2755,1360,-2590
20,3584,17856,17.66,5,-740,709
-460,3580,14288,17.57,2634,1044,-593
644,4960,14716,17.57,869,-301,23
-876,4384,18372,17.57,1241,-29,907
-2772,3964,18872,17.57,-1440,658,155
-2560,2604,16692,17.57,-1441,1218,744
-12,3632,16656,17.57,-469,-327,1224
680,3548,14820,17.47,1658,-331,183
-584,3140,18184,17.66,2367,-864,-4391
-1412,3780,19896,17.57,-2468,45,-2394
-532,2908,17576,17.61,99,-290,-81
764,4368,15732,17.57,-792,1289,63
-668,3880,14196,17.57,-117,764,1109
-992,4476,18628,17.57,863,444,820
-1328,4048,20944,17.66,152,975,-1037
-2708,3080,18448,17.57,521,-692,1799
-1352,1840,14796,17.57,-2202,210,997
444,3736,13992,17.42,-263,-590,1236
-948,3776,15236,17.66,1330,-1026,-894
-456,3740,21924,17.66,695,-1197,-2175
-2284,2904,20760,17.57,-1076,563,-591
-324,1808,15972,17.57,-923,-179,-726
-1768,2488,14088,17.66,191,472,-219
-1200,4624,16716,17.57,678,91,-294
-1224,4244,21288,17.57,1936,215,644
-3124,1256,23488,17.66,-144,-1367,1093
-2104,1612,15692,17.66,-1011,-576,664
-984,2568,13400,17.66,-433,865,1122
-1648,3640,14036,17.61,1229,-454,326
-1244,3620,19440,17.61,-537,-872,-1257
-272,3688,20716,17.61,-781,262,-1694
-1440,2220,17480,17.61,-104,30,-206
-288,3664,14152,17.61,-614,1815,-124
244,4148,14452,17.61,290,1267,901
-1440,4544,19660,17.71,1340,335,913
-1180,4008,18788,17.57,335,693,-430
-2760,2476,18040,17.57,-200,209,586
-1224,2132,15920,17.57,-913,590,-152
-1204,2604,13800,17.57,213,390,-4
-1364,4176,16628,17.66,-219,-3,-251
-960,5004,19092,17.57,659,66,12
-1636,2836,19800,17.57,-1672,820,-1282
-620,3092,15728,17.66,-828,509,-1002
-1716,2900,14164,17.47,-266,216,469
16,4288,16324,17.61,856,1402,171
-1028,3828,18672,17.52,1149,384,80
-3404,1952,22272,17.61,-2573,377,-632
-3196,1200,18960,17.61,-1360,282,1077
-2804,2332,15584,17.61,-963,-691,884
-1404,2712,14448,17.66,1498,374,464
-1792,3536,17380,17.57,1334,427,-1117
-1772,3100,21144,17.57,-1397,466,-2342
-1360,1704,20332,17.61,599,255,-622
-612,2628,15428,17.71,-99,1027,-288
-1136,3344,13892,17.61,1066,483,800
-2512,4020,19048,17.61,1707,90,468
-820,4816,19668,17.61,1344,1368,663
-2280,3100,18336,17.66,-1090,1275,1127
-752,3428,15584,17.57,-2010,2669,499
144,3240,14708,17.66,376,1565,135
-716,4180,16064,17.66,2048,-538,-959
76,4596,19868,17.57,645,198,-2937
-2480,3408,19920,17.66,-1744,15,-1665
-984,2584,14864,17.66,-3159,-84,-701
-1852,2852,14744,17.66,-1067,176,722
-916,4248,15176,17.57,991,398,51
-2212,4004,19588,17.57,2761,-609,-48
-3152,2744,21352,17.57,-1600,-456,-509
-3232,1644,18624,17.66,-1035,-501,1536
-836,2616,14848,17.52,-1357,-348,1583
-1620,3068,14240,17.61,726,646,33
-2164,3756,17872,17.61,293,271,-484
-1556,2112,20860,17.61,-2187,-1400,-1416
-492,1472,21548,17.61,-998,-625,-860
-1692,2748,13024,17.66,1272,1820,-970
-28,3908,14384,17.66,1626,895,-3
-52,5068,15628,17.57,883,255,932
-1164,3588,19612,17.66,-343,618,-371
-2732,2260,20260,17.66,-1447,141,1344
-804,3108,16160,17.66,-508,-765,514
288,3100,14384,17.52,427,-250,348
-768,4260,15024,17.61,921,796,-393
-484,5240,19992,17.71,-322,-1147,-583
-1332,3732,19176,17.61,-1002,398,-1518
-1068,2640,14764,17.61,-1345,395,-1181
-2380,1968,16664,17.61,-1396,133,-286
-696,4164,17252,17.71,1809,537,28
-988,3800,20676,17.66,2941,-780,152
-3168,2888,20568,17.66,-1730,-199,-168
-2632,1972,18980,17.66,-1639,-213,807
-1608,2416,15236,17.66,-1263,726,613
-1332,3096,15292,17.66,1002,23,551
-1920,3044,19916,17.75,2236,-351,-1487
-1508,3696,19616,17.66,-1465,300,-3636
-1184,2456,16900,17.71,-1608,873,-490
-1472,2520,15920,17.71,-970,1341,-727
-1500,3016,15552,17.66,1448,368,-275
-1576,3136,18712,17.66,2292,1090,572
-1860,4028,19896,17.75,612,1752,-55
-2580,3100,17472,17.66,-1759,2690,1147
-124,2948,15104,17.66,-1265,-347,1167
-396,3536,14492,17.57,1161,-75,485
-1876,3808,17704,17.66,1341,783,-1661
-1468,4584,20876,17.75,-1183,895,-3280
-764,3384,18448,17.71,-969,714,-1197
-664,3532,15968,17.61,-474,1184,-747
-188,3852,14332,17.71,316,500,935
280,5364,16020,17.71,1197,-684,762
-428,4352,19376,17.61,1185,-369,427
-2064,4164,19236,17.61,-1297,-1439,954
-1596,3468,15660,17.66,-1786,-362,167
-1248,3364,16796,17.57,-989,-1181,916
-812,4152,15184,17.57,878,937,246
-2928,3836,17876,17.71,1520,-1229,-746
-504,3392,20388,17.71,-646,-392,-2260
-1312,2840,16852,17.61,-669,190,-739
-1144,3304,15720,17.71,-852,460,-272
12,3708,15132,17.71,860,-787,851
-924,4248,18700,17.66,1841,676,565
-2248,4624,17476,17.66,-969,2041,-736
-2980,4568,18284,17.66,-2275,1372,2258
-2172,2560,17216,17.66,-1248,607,1727
308,3804,14928,17.71,1276,-567,1951
-728,4192,16600,17.61,1314,-505,-998
-476,3576,19204,17.8,2062,-801,-2792
-1056,4016,18980,17.71,-1747,1225,-1663
-1424,2864,17508,17.66,-1711,714,-179
-1032,3548,13852,17.66,1332,-970,132
-1556,4928,17700,17.66,1360,-71,-395
-1184,4336,18360,17.71,1122,1289,386
-2192,3508,19868,17.8,-1459,-495,197
-1564,4188,15320,17.66,-2355,-562,943
-804,4072,14080,17.75,150,-570,1328
-508,4048,15732,17.71,1977,354,-212
-184,4932,19508,17.71,2076,1056,-2097
-1948,3964,20020,17.71,-1995,-58,-1198
-540,2996,15292,17.66,-683,-377,-1404
-1384,3804,13508,17.66,-209,-751,-1077
-1560,4712,17704,17.75,1146,-56,-789
-1688,4396,18992,17.71,1736,-912,443
-2880,3236,18364,17.71,-1492,-1179,1278
-2240,3016,15972,17.75,-2058,-997,213
-1520,4080,15196,17.75,389,-1389,1514
-1044,4228,15584,17.66,1108,-682,996
-2520,4168,18244,17.75,51,-525,-513
-884,4444,19228,17.66,1584,104,-1455
-584,3564,17540,17.75,-574,812,-851
-1552,4780,14576,17.71,-853,1878,-416
28,4648,15212,17.8,888,835,333
-1492,4568,18340,17.71,840,304,850
-1820,4624,17472,17.71,-28,1387,-234
-3288,3196,18108,17.66,-1342,861,1187
-760,3968,15372,17.85,-1518,392,972
-420,3924,14592,17.66,1211,655,554
-788,4656,16984,17.75,1284,113,-854
-844,4376,19512,17.75,441,215,-1995
-1288,4764,18472,17.75,-1232,87,-433
-284,3736,15928,17.75,-1266,169,-496
-840,4092,14992,17.66,-100,1743,756
272,5704,18096,17.75,1667,627,60
-1120,5308,20048,17.66,2777,725,880
-2856,3316,19732,17.75,-442,-37,346
-1108,3888,15828,17.66,-2722,-1132,356
-1448,3892,15312,17.71,190,-2366,1131
-328,4792,16304,17.71,1110,-424,-116
-520,5036,18848,17.71,1039,-560,-1106
-1680,4852,20644,17.66,-1626,825,-1358
-880,2828,16268,17.75,-544,675,-1235
-1308,3556,14968,17.66,-870,3,819
-88,4872,14852,17.66,465,542,-61
-764,4752,17876,17.75,875,181,-601
-1408,5520,19884,17.71,-8,754,163
-1744,3300,17376,17.71,-456,555,2039
-1164,3588,16192,17.71,-2412,469,-344
-584,3916,15216,17.8,663,-120,738
-1864,4420,16104,17.71,1635,-1454,-621
-640,3980,20728,17.75,70,-320,-2278
-2168,3580,20244,17.75,-395,-639,-1075
-376,3884,15296,17.75,-668,-1544,-489
-796,3864,13684,17.75,-740,269,276
-1412,5436,18092,17.75,913,1036,27
-228,5280,19900,17.8,2283,623,436
-324,4092,20792,17.61,-1746,-157,976
-1236,3304,14628,17.71,-38,-1914,-167
-556,3732,15548,17.75,-933,-973,1501
-976,4360,14520,17.75,1515,-1124,555
-1020,4560,17876,17.75,649,-1808,-1226
-1316,3196,19816,17.71,-1106,-848,-3112
-1284,3284,17868,17.71,-350,115,-541
-832,3628,15560,17.8,-290,918,-625
-120,4644,14172,17.71,789,369,-457
-816,5180,19224,17.71,1765,629,581
-1652,4648,18664,17.71,462,1207,-411
-2396,4132,17940,17.75,-1204,2183,1035
-1520,3644,15480,17.66,-1343,-175,71
-460,4072,15192,17.75,582,136,1080
-672,4780,16592,17.89,1449,137,0
12,4424,18728,17.71,215,876,-1379
-1708,4296,19704,17.8,-1086,996,-1068
-672,4088,16732,17.75,-1279,-206,-1175
-1548,3928,14292,17.66,27,-334,533
-1192,5520,16176,17.8,1182,-304,57
-1060,5064,18488,17.71,793,-24,231
-3096,4300,20588,17.8,-1496,-267,209
-2204,3128,17708,17.75,-167,157,1028
-2196,3068,15352,17.75,-854,578,245
-1688,5384,17396,17.85,1223,-1610,618
-956,4648,16464,17.66,899,-2151,-1064
-1428,4256,20752,17.8,-947,-785,-1603
-212,4044,18844,17.61,-393,1602,-1645
-468,4568,15672,17.71,-1668,-484,-1621
-1444,4328,12996,17.8,-339,-249,-433
-1096,6268,17332,17.75,932,-611,-226
-408,4812,19888,17.75,1091,46,-32
-2076,3500,18800,17.85,-1929,-866,494
-1116,3544,15740,17.71,1105,-1341,-191
-2988,3332,17752,17.8,240,21,710
-1472,4884,14848,17.71,2592,-71,41
-1664,4540,17772,17.8,14,-1039,-608
1112,5192,17608,17.71,-2251,-450,-1365
-432,4232,16780,17.71,586,-531,-2122
-440,4188,15580,17.71,-811,696,-1438
560,5500,14828,17.8,-244,-112,26
-404,5484,17416,17.71,871,41,648
-1124,5540,17760,17.8,284,2242,-196
-1020,4932,20292,17.66,-2168,1467,1934
-768,3736,14672,17.75,-1501,-1137,1386
236,3472,14564,17.75,-214,-895,2112
496,3840,16304,17.85,2326,-407,-219
1244,4684,19564,17.85,804,-352,-2165
-1240,5268,20664,17.75,-756,1568,-1276
-2288,3128,15932,17.85,185,1468,-1195
-880,3372,14736,17.75,-9,-74,-833
-964,4512,16772,17.75,249,-760,433
-1052,4152,18244,17.75,1573,815,72
-1944,3892,18864,17.75,-1059,1336,-340
-2964,3656,16344,17.8,-754,1031,900
-1452,3952,13968,17.71,-1544,-205,844
-584,4228,15480,17.75,258,-309,706
-2236,4364,18020,17.75,-228,1200,-1285
-1272,4476,20132,17.75,-374,-747,-2150
-1548,3940,19064,17.66,525,991,-498
84,4472,16328,17.85,-399,-1153,-261
-2416,3844,13664,17.66,671,-699,773
-1416,5724,16240,17.71,1037,162,861
1952,6216,19516,17.89,915,1063,1811
2672,4284,19132,17.71,-477,-2957,3016
-2520,3664,14428,17.8,-2096,-975,509
-2052,3500,13632,17.71,690,-528,1633
-2832,4428,16516,17.8,1020,-453,461
-80,3740,18416,17.8,-20,-2234,-3254
380,4180,21700,17.8,-1399,856,562
536,4104,13464,17.89,-1369,304,-1315
-2216,3648,14092,17.8,198,494,440
28,5092,16088,17.85,785,1380,505
-452,5396,19324,17.75,2807,1134,843
-2172,3800,19176,17.85,-1700,-271,1217
-1456,2632,16644,17.8,-1540,-83,694
48,3592,13820,17.85,-1734,-1585,257
-1144,3840,14092,17.75,1965,-863,211
-1280,4216,20524,17.75,1037,-1495,-1208
-448,3992,23024,17.75,-2397,-985,-1482
132,2916,12956,17.8,-124,73,-1418
-484,3292,14200,17.8,-783,1218,-434
-468,4252,16476,17.89,-266,516,317
-780,4028,20816,17.8,2283,2001,1043
-2620,3264,18196,17.8,-2352,1557,314
-1200,2876,18256,17.8,-521,365,2348
-504,2520,16152,17.8,-1885,-22,880
-104,4024,14692,17.75,1693,-481,724
184,3200,18980,17.8,2121,-1142,-1143
492,3832,18068,17.75,53,-282,-4028
-372,3536,19056,17.75,-852,-12,-1022
940,3656,15420,17.75,-1807,-140,-156
156,3780,14880,17.85,117,-539,-373
-880,5012,18036,17.85,2257,1889,242
136,5308,18024,17.8,1769,1878,245
-892,3732,19428,17.8,-2953,-1137,2102
-684,2856,16472,17.8,-630,-1333,445
-224,3232,15436,17.71,-723,-899,1413
-264,4828,15648,17.85,1398,-1072,636
-1132,4536,21648,17.75,1039,-677,-1504
340,3608,18332,17.89,-1533,-38,-1843
-1004,3348,15324,17.75,-127,122,-712
-208,3684,15176,17.94,572,1033,-635
508,4960,15164,17.8,277,110,-80
236,4804,18616,17.85,2001,550,951
56,6692,17144,17.85,1513,3912,46
-568,3640,18608,17.85,-1535,1060,1826
844,4428,16380,17.8,-1455,452,525
452,4044,14108,17.85,-801,-295,318
-156,4652,16392,17.75,1416,-258,-833
1884,5476,19588,17.75,945,-863,-1977
-440,4944,18420,17.85,-1661,55,-1394
-372,2760,15224,17.85,-1621,-263,-1293
-1424,3608,14588,17.85,624,286,-565
-312,5196,17472,17.85,551,221,-73
-112,4356,19844,17.85,1432,320,952
-2420,4068,18212,17.75,-441,-682,452
-2004,2796,17432,17.75,-807,-203,1025
-456,3340,15572,17.75,-615,-112,776
844,4340,16084,17.85,1099,-683,115
-984,4088,17672,17.85,1737,595,-1819
-832,3588,20812,17.89,-2124,-868,-1961
396,2740,16824,17.75,-751,717,-586
-248,4288,14336,17.8,-1096,1079,-79
-116,4220,15080,17.8,488,719,220
-596,4412,19068,17.71,2021,233,1005
-400,3924,17968,17.8,-210,2160,248
-1660,3936,18172,17.8,-2094,1715,1718
-916,2892,16072,17.89,-688,-801,1119
428,3740,15220,17.89,269,-623,1762
564,4840,16528,17.8,1357,-889,379
1276,5148,19556,17.85,2545,-177,-986
-1276,3916,18144,17.8,-2639,1165,-1976
496,3632,15628,17.89,-1869,411,-353
-404,3508,14544,17.8,-628,-860,-95
-280,4176,17292,17.89,699,-434,-630
292,3952,18904,17.8,1202,-36,188
-2648,3796,18412,17.89,-149,170,-588
-1196,2628,16828,17.89,-250,-987,466
-2032,2576,16344,17.89,-1826,-402,545
-1356,3580,14488,17.89,1114,-214,-487
-720,4068,17716,17.8,1674,-965,-1745
-1072,4284,24176,17.89,-2432,-401,-251
2012,2548,17012,17.71,3109,1420,-680
224,3960,15284,17.89,39,-224,-550
0,4720,13416,17.89,629,40,310
-28,5340,16848,17.89,2145,1071,530
160,6784,17332,17.89,415,2590,268
-544,4888,20332,17.8,-2018,386,2403
-196,2812,17112,17.89,-1468,-481,960
680,4288,14500,17.89,-574,-1218,1535
428,5016,15332,17.89,1903,42,872
1856,4816,19056,17.89,2325,-990,-1084
-240,4160,19484,17.89,-1899,-24,-2783
-120,3556,15268,17.94,-1745,273,-1923
-1940,3816,14860,17.85,-660,-678,-650
-260,5496,16548,17.85,870,360,-598
-2652,3832,18720,17.89,1937,6,-163
-540,4144,19648,17.75,-2040,-691,937
-1016,3036,17888,17.75,-1125,-1187,-119
-412,3336,15684,17.85,-709,-1185,1317
684,4712,15004,17.85,1688,-254,186
-564,4112,19200,17.85,1447,-2039,-1154
-292,4320,19592,17.75,-1590,-337,-2238
312,3112,16508,17.8,-1289,169,-1266
-1216,3524,15544,17.8,-972,659,-530
52,4424,16372,17.8,847,1293,386
-1284,4644,18412,17.8,3005,229,441
-300,4144,19100,17.8,-1448,2919,-662
-1516,3408,17768,17.85,-1147,2069,641
-300,4196,14824,17.94,448,393,275
-928,4084,14000,17.85,-198,-361,501
-36,4388,17780,17.89,1076,-1134,-1062
596,4368,17872,17.89,-745,-2190,-2869
-20,3384,18900,17.99,-1225,-1708,-430
-28,3316,16616,17.8,-1127,-1075,-954
-452,3684,13948,17.89,560,-511,281
-120,4532,18416,17.89,2089,-375,400
-788,2904,18972,17.85,-1380,190,-1380
-1848,4176,18948,17.89,-1004,352,993
-672,2856,14512,17.94,-121,-900,526
556,3740,14904,17.94,327,-363,683
-80,3892,17236,17.94,1307,-712,-64
1288,3608,20088,17.89,-75,1832,-1940
716,3568,19752,17.8,-505,961,-1112
444,3748,15132,17.99,-1562,533,-1636
-544,4156,14332,17.85,644,-973,119
232,5104,17412,17.89,1248,-1315,465
712,4700,18348,17.94,1714,560,992
-924,4272,19380,17.85,-1338,-3318,1731
-1700,1980,16160,17.85,-183,-1813,595
-1488,2052,16484,17.89,-435,-1833,1027
372,3052,17044,17.94,2029,-2546,-784
1772,4188,19088,17.85,1798,-1036,-1678
216,3364,22032,17.85,-1652,970,-2350
340,1552,16356,17.94,-502,1190,-3135
-936,4508,14688,17.94,1572,-348,-941
-1460,5152,16144,17.89,1289,-1116,558
-836,3480,19216,17.99,2347,21,652
-1920,3424,19996,17.99,-2542,-491,550
-620,3740,17552,17.8,-1007,-1015,2320
128,3428,13588,17.89,-1374,-334,1657
368,4020,16156,17.8,974,271,806
680,3092,19660,17.89,1802,1126,-1891
1324,4380,20324,17.99,-806,-132,-2275
-28,3444,17028,17.94,-362,-336,-956
48,4252,14008,17.85,-604,499,-788
-512,4260,15180,17.85,1118,-143,948
-300,4744,18716,17.89,2474,2505,1509
-932,4404,16340,17.94,71,2357,565
-1348,3756,18148,17.89,-1589,1295,1508
12,3632,15532,17.85,-1339,-1052,1650
520,4376,14952,17.99,111,1716,1245
352,4276,17536,17.89,1129,1019,-558
560,3872,19236,17.89,654,77,-2140
-740,3916,20128,17.89,-1879,650,-1592
356,3424,16048,17.8,-1086,477,-2244
-584,3936,15104,17.94,116,118,-582
-384,5488,16880,17.75,1443,-62,-54
-1252,4232,19272,17.85,1620,607,501
-2180,3500,17960,17.85,-1178,194,-47
-2456,3188,17544,17.89,-482,-919,830
-1340,2596,15780,17.89,-856,215,857
-540,4036,15920,17.8,838,-1450,878
-1344,3092,17840,17.89,1216,-1258,-1428
220,4944,19980,17.99,-1079,-885,-3011
-448,3908,17796,17.89,-302,-185,-704
316,4904,13900,17.85,-909,1065,-520
72,4728,13228,17.85,1017,247,-87
-748,5272,18004,17.94,1054,1146,229
-468,4832,18260,17.94,1035,1961,1263
-1092,3892,18288,17.89,-1772,-88,2007
-300,2888,16232,17.99,-1038,370,97
184,4420,14996,17.8,427,924,610
452,4588,16428,17.99,1334,-927,-87
284,5196,18668,17.89,857,-680,-1850
96,4416,18404,17.94,-1812,83,-1544
292,3500,16636,17.85,-1214,649,-1455
-588,3768,14420,17.8,-104,434,-178
24,5324,16572,17.89,287,84,205
-760,4168,20164,17.89,1583,398,622
-1252,3500,19764,17.85,-1646,-707,779
-416,3632,16552,17.85,-784,-1209,648
-952,3620,14620,17.8,568,-315,1551
-484,4464,16676,17.89,2324,-830,801
-1208,5740,19440,17.89,1719,-117,467
-84,3720,19024,17.94,-1754,681,-2174
-744,2944,15756,17.94,-298,1067,-849
-564,4132,13536,17.85,-755,464,-843
-1008,4548,15704,17.85,-838,-28,-586
-1012,4892,18256,17.89,1465,-88,1046
-1140,4808,17584,17.8,340,1755,-363
