"time","dt","x","y","z","lat","long","alt",
,,-2701198.0452,-4256248.0193,3883111.8085,37.7932,-122.401,208.2014,
,,-2701154.0409,-4256178.7164,3883070.7186,37.7934,-122.401,118.1487,
,,-2701167.2844,-4256207.7384,3883107.5673,37.7935,-122.4009,165.7015,
,,-2701166.5509,-4256209.6494,3883097.3654,37.7934,-122.4009,160.4141,
,,-2701093.583,-4256149.0583,3883095.2199,37.7939,-122.4006,87.776,
,,-2701095.2527,-4256146.0301,3883094.5964,37.7939,-122.4006,86.0804,
,,-2701070.7642,-4256092.446,3883000.2979,37.7935,-122.4007,-17.8283,
,,-2701095.4087,-4256134.5877,3883055.6645,37.7937,-122.4007,54.6538,
,,-2701222.7533,-4256248.986,3883135.5198,37.7933,-122.4012,233.8393,
,,-2701171.9687,-4256208.347,3883096.8955,37.7934,-122.401,161.5512,
,,-2701067.7577,-4256117.0502,3883068.8414,37.7939,-122.4005,39.3196,
,,-2701113.9698,-4256168.5946,3883104.6571,37.7938,-122.4006,115.2263,
,,-2701088.526,-4256141.2092,3883062.1533,37.7937,-122.4006,60.1338,
,,-2701118.1502,-4256161.3692,3883092.4365,37.7937,-122.4007,104.6865,
,,-2701188.028,-4256241.446,3883128.5065,37.7934,-122.4009,209.8068,
,,-2701233.3854,-4256277.6428,3883151.7361,37.7933,-122.4011,267.3988,
,,-2701114.7104,-4256179.6778,3883120.9951,37.7939,-122.4006,132.9469,
,,-2701150.2939,-4256183.6031,3883084.5266,37.7935,-122.4009,128.2843,
,,-2701165.326,-4256264.1106,3883214.2191,37.794,-122.4006,267.8424,
,,-2701143.0593,-4256308.6938,3883276.519,37.7943,-122.4001,326.339,
,,-2701196.5344,-4256310.6497,3883260.5838,37.794,-122.4006,340.5211,
,,-2701168.1438,-4256344.3393,3883305.1584,37.7943,-122.4001,378.294,
,,-2701074.7119,-4256257.6772,3883293.1622,37.7949,-122.3997,273.5609,
,,-2701152.6439,-4256346.9459,3883313.9309,37.7944,-122.3999,378.8463,
,,-2701159.0339,-4256353.2184,3883335.2849,37.7945,-122.4,398.8233,
,,-2701120.013,-4256278.1731,3883286.7405,37.7946,-122.4,302.4814,
,,-2701048.9393,-4256225.0136,3883250.8885,37.7948,-122.3997,214.9485,
,,-2701014.2653,-4256111.958,3883068.984,37.7941,-122.4,13.3595,
,,-2700995.1357,-4256068.9429,3883052.2315,37.7942,-122.4001,-33.7065,
,,-2701018.2273,-4256230.0194,3883236.3386,37.7947,-122.3994,196.3678,
,,-2700965.9963,-4256279.5691,3883217.6733,37.7945,-122.3985,195.8742,
,,-2701018.4057,-4256272.3763,3883256.7743,37.7947,-122.3991,237.2278,
,,-2700972.0774,-4256240.5828,3883169.4537,37.7944,-122.3988,142.8865,
,,-2700997.7356,-4256230.1326,3883194.5088,37.7945,-122.3992,162.1324,
,,-2701143.6996,-4256451.1795,3883397.9754,37.7945,-122.3992,496.1091,
,,-2701038.3179,-4256317.5864,3883289.8264,37.7947,-122.399,296.0786,
,,-2701091.3539,-4256365.847,3883376.3057,37.7949,-122.3992,403.7315,
,,-2701014.2689,-4256298.6639,3883286.1638,37.7948,-122.3989,271.0263,
,,-2701136.2041,-4256429.2467,3883361.9368,37.7944,-122.3993,456.2162,
,,-2701122.3501,-4256500.7131,3883451.5978,37.7947,-122.3987,552.9804,
,,-2701018.1303,-4256379.5816,3883403.569,37.7952,-122.3984,398.6003,
,,-2700991.9692,-4256335.2438,3883323.5646,37.795,-122.3985,308.9116,
,,-2700986.7044,-4256349.8919,3883292.7842,37.7947,-122.3983,297.5925,
,,-2701028.2932,-4256385.5563,3883365.8292,37.7949,-122.3985,383.7612,
,,-2701041.1647,-4256375.5955,3883399.2646,37.7952,-122.3987,403.0556,
,,-2700999.6641,-4256384.0998,3883329.3491,37.7947,-122.3982,348.3117,
,,-2701016.7892,-4256387.5194,3883328.4805,37.7947,-122.3984,357.3117,
,,-2700974.1076,-4256390.1987,3883315.1106,37.7947,-122.398,332.8346,
,,-2700990.5022,-4256411.1436,3883305.4133,37.7945,-122.398,347.8079,
,,-2701045.8966,-4256484.8535,3883382.7896,37.7945,-122.3981,467.8605,
,,-2701043.8121,-4256514.7006,3883507.406,37.7953,-122.3979,563.2617,
,,-2701009.6729,-4256423.7523,3883335.0045,37.7946,-122.3981,382.4718,
,,-2701014.0655,-4256365.7362,3883272.6717,37.7944,-122.3985,307.423,
,,-2701054.3668,-4256412.4383,3883346.6542,37.7946,-122.3986,400.9855,
,,-2701022.8407,-4256461.9786,3883371.4965,37.7946,-122.398,435.9156,
,,-2701066.8833,-4256431.4422,3883390.2243,37.7948,-122.3986,445.6658,
,,-2701017.4568,-4256368.963,3883337.9945,37.7948,-122.3985,351.0438,
,,-2700985.0524,-4256260.9178,3883212.2841,37.7945,-122.3988,188.1956,
,,-2701026.5022,-4256428.2135,3883437.2878,37.7952,-122.3982,455.2567,
,,-2701039.1512,-4256458.4008,3883429.5745,37.795,-122.3982,476.0264,
,,-2701111.0973,-4256498.8654,3883369.9563,37.7942,-122.3986,496.9508,
,,-2701002.0004,-4256412.2112,3883368.501,37.7949,-122.3981,392.0507,
,,-2700983.9814,-4256332.497,3883278.3766,37.7947,-122.3984,276.004,
,,-2700958.3941,-4256342.8633,3883250.5956,37.7945,-122.3981,255.0618,
,,-2700944.2891,-4256286.3131,3883154.9477,37.7941,-122.3983,152.743,
,,-2700956.8369,-4256201.1744,3883107.655,37.7941,-122.3989,72.2679,
,,-2700940.207,-4256252.7013,3883144.5823,37.7942,-122.3985,122.2361,
,,-2700952.7963,-4256200.3633,3883078.4812,37.7939,-122.3989,52.1375,
,,-2700948.745,-4256128.1161,3883044.2291,37.7941,-122.3993,-18.7726,
,,-2700969.285,-4256144.944,3883044.1436,37.7939,-122.3994,1.0997,
,,-2700936.0471,-4256076.172,3883015.3613,37.7941,-122.3995,-76.4974,
,,-2700988.8296,-4256132.9125,3883050.8808,37.794,-122.3997,5.4764,
,,-2700957.2882,-4256171.957,3883055.4795,37.7939,-122.3991,20.9904,
,,-2700930.0499,-4256157.0913,3883074.2205,37.7942,-122.399,11.0239,
,,-2700951.6845,-4256256.5013,3883124.1366,37.794,-122.3986,117.1015,
,,-2700926.7754,-4256207.5352,3883098.2309,37.7941,-122.3986,58.0084,
,,-2700928.6083,-4256181.8654,3883079.001,37.7941,-122.3988,29.8726,
,,-2700924.3537,-4256280.3386,3883124.3173,37.794,-122.3981,121.5449,
,,-2700936.9009,-4256256.2376,3883110.1015,37.794,-122.3984,102.0651,
,,-2700945.2645,-4256204.2721,3883085.7435,37.794,-122.3988,56.007,
,,-2700927.3436,-4256192.1687,3883088.5468,37.7941,-122.3987,42.0615,
,,-2700933.1118,-4256253.1601,3883159.2786,37.7943,-122.3984,128.5444,
,,-2700942.5619,-4256166.4026,3883102.8524,37.7943,-122.399,40.0805,
,,-2700940.5764,-4256187.0147,3883119.0397,37.7943,-122.3989,62.9125,
,,-2700931.0372,-4256229.1309,3883129.6728,37.7942,-122.3985,93.4902,
,,-2700921.4919,-4256142.2803,3883079.6579,37.7943,-122.399,0.85045,
,,-2700936.9942,-4256211.0468,3883126.8795,37.7943,-122.3987,82.2346,
,,-2700915.92,-4256180.8031,3883116.5906,37.7944,-122.3987,46.8275,
,,-2700920.9528,-4256199.5231,3883129.282,37.7944,-122.3986,69.2263,
,,-2700931.5754,-4256180.4651,3883099.1394,37.7943,-122.3988,42.5359,
,,-2700904.0213,-4256193.372,3883125.5943,37.7945,-122.3985,55.6934,
,,-2700904.1573,-4256195.3067,3883124.9342,37.7944,-122.3985,56.6373,
,,-2700889.1935,-4256165.4407,3883136.8222,37.7947,-122.3985,37.6601,

