"time","dt","x","y","z","lat","long","alt",
,,-2700986.0077,-4256415.0504,3883093.9634,37.793,-122.3979,218.9308,
,,-2700923.4622,-4256378.375,3883033.3201,37.7929,-122.3975,130.8153,
,,-2700930.2846,-4256378.2362,3883051.6032,37.793,-122.3976,144.8154,
,,-2700925.1245,-4256347.9277,3883067.9872,37.7933,-122.3977,132.4481,
,,-2700920.0017,-4256370.3443,3883034.1776,37.7929,-122.3976,124.5172,
,,-2700949.334,-4256371.2673,3883075.1507,37.7931,-122.3978,162.6611,
,,-2700938.1699,-4256367.7681,3883066.0969,37.7931,-122.3977,150.0512,
,,-2700934.4781,-4256343.0664,3883061.5859,37.7932,-122.3979,129.2421,
,,-2700967.5992,-4256375.4208,3883083.2379,37.7931,-122.398,178.122,
,,-2700931.2212,-4256375.2174,3883039.9532,37.7929,-122.3976,136.0584,
,,-2700958.9923,-4256354.6612,3883056.1753,37.7931,-122.398,144.042,
,,-2700954.068,-4256336.8218,3883104.1948,37.7935,-122.3981,159.4813,
,,-2700916.0558,-4256377.1886,3882997.0018,37.7927,-122.3975,104.6317,
,,-2700952.0329,-4256362.6261,3883096.5728,37.7933,-122.3979,171.1659,
,,-2700947.668,-4256321.439,3883077.9351,37.7934,-122.3981,130.4154,
,,-2700939.431,-4256350.269,3883078.2191,37.7933,-122.3979,146.3379,
,,-2700940.6455,-4256356.9752,3883099.3664,37.7934,-122.3978,164.2861,
,,-2700931.7565,-4256353.9502,3883099.0906,37.7934,-122.3978,158.3351,
,,-2700926.8886,-4256333.5689,3883054.6496,37.7932,-122.3978,115.441,
,,-2700919.486,-4256450.831,3882982.6924,37.7922,-122.3971,146.4523,
,,-2700961.4417,-4256440.9151,3883069.3781,37.7927,-122.3975,210.7212,
,,-2700952.4369,-4256385.0483,3883084.4723,37.7931,-122.3978,178.8823,
,,-2700932.8325,-4256283.2149,3883068.8689,37.7936,-122.3982,93.074,
,,-2700923.6928,-4256345.1728,3883045.7292,37.7931,-122.3977,116.3638,
,,-2700958.2772,-4256291.8555,3883079.6916,37.7935,-122.3984,116.245,
,,-2700960.4482,-4256341.5585,3883038.1315,37.793,-122.3981,124.8586,
,,-2700983.4129,-4256360.8506,3883065.0765,37.793,-122.3982,163.9664,
,,-2701007.2536,-4256387.4096,3883060.8794,37.7928,-122.3983,189.2095,
,,-2700995.0704,-4256344.0757,3883065.2252,37.7931,-122.3984,157.8007,
,,-2700982.8749,-4256336.4698,3883038.6029,37.7929,-122.3984,131.2478,
,,-2701003.5003,-4256363.4482,3883052.2378,37.7929,-122.3984,166.337,
,,-2700960.8048,-4256354.8773,3883011.9251,37.7927,-122.398,117.8367,
,,-2700983.216,-4256362.2732,3883061.7882,37.793,-122.3982,162.8171,
,,-2700946.4826,-4256315.8714,3883055.7893,37.7933,-122.3981,112.6273,
,,-2700949.223,-4256321.9015,3883053.569,37.7932,-122.3981,116.4504,
,,-2700982.6252,-4256347.3351,3883061.024,37.7931,-122.3983,152.1315,
,,-2700968.0013,-4256358.7889,3883061.646,37.793,-122.3981,153.9632,
,,-2700999.0172,-4256311.0454,3883079.8405,37.7933,-122.3987,146.3897,
,,-2700925.2946,-4256363.3051,3882983.074,37.7926,-122.3976,90.7449,
,,-2700957.9673,-4256363.9414,3883040.1476,37.7929,-122.398,139.9782,
,,-2700964.7256,-4256355.9891,3882975.2397,37.7925,-122.3981,97.7577,
,,-2700991.9437,-4256327.0137,3883032.7807,37.7929,-122.3985,125.2104,
,,-2700984.7872,-4256377.7645,3883043.0494,37.7928,-122.3981,162.3353,
,,-2700947.413,-4256400.3078,3883061.079,37.7929,-122.3976,172.6012,
,,-2700987.621,-4256408.3636,3883090.843,37.793,-122.398,213.24,
,,-2700985.7285,-4256383.4707,3883097.8406,37.7931,-122.3981,200.1177,
,,-2700960.444,-4256422.6335,3883069.926,37.7928,-122.3976,198.4365,
,,-2700991.0622,-4256373.3802,3883095.2003,37.7931,-122.3982,194.0254,
,,-2701000.2161,-4256405.121,3883188.5217,37.7936,-122.3981,276.2682,
,,-2701006.5875,-4256393.5801,3883129.9492,37.7933,-122.3982,235.3713,
,,-2701029.8619,-4256368.7078,3883132.0175,37.7933,-122.3986,229.898,
,,-2700956.2171,-4256345.1723,3883063.5164,37.7932,-122.3981,141.0346,
,,-2700982.3596,-4256396.5134,3883122.498,37.7933,-122.398,222.5042,
,,-2700977.738,-4256421.991,3883134.3754,37.7932,-122.3978,244.8253,
,,-2700964.8283,-4256401.3495,3883007.0251,37.7925,-122.3978,147.5453,
,,-2700957.2338,-4256371.1934,3883061.5168,37.793,-122.3979,157.6016,
,,-2700952.8021,-4256390.9954,3883083.3298,37.7931,-122.3977,182.3049,
,,-2700996.0861,-4256417.8158,3883192.8265,37.7936,-122.398,285.6279,
,,-2701021.4455,-4256354.8591,3883245.8942,37.7942,-122.3986,286.8804,
,,-2701043.8069,-4256363.4183,3883198.0828,37.7938,-122.3988,272.7592,
,,-2700990.2922,-4256366.8679,3883108.9478,37.7933,-122.3983,197.7789,
,,-2700994.4828,-4256358.4917,3883116.8968,37.7934,-122.3983,198.8356,
,,-2700996.1523,-4256408.0735,3883119.3057,37.7931,-122.3981,234.1009,
,,-2700990.6683,-4256340.9181,3883078.7199,37.7932,-122.3984,162.0997,
,,-2700989.317,-4256393.9303,3883094.5725,37.7931,-122.3981,206.6133,
,,-2701015.168,-4256391.2239,3883183.5632,37.7936,-122.3983,270.2878,
,,-2701023.144,-4256400.7042,3883151.9151,37.7933,-122.3984,260.5958,
,,-2701010.3606,-4256406.2095,3883052.9821,37.7926,-122.3982,198.2294,
,,-2701042.3872,-4256424.6286,3883067.5091,37.7926,-122.3984,232.9817,
,,-2701040.6318,-4256423.9003,3883186.9766,37.7934,-122.3984,304.9634,
,,-2701051.0773,-4256408.8653,3883168.6027,37.7933,-122.3986,288.0947,
,,-2700984.1169,-4256368.3323,3883055.2898,37.7929,-122.3982,163.259,
,,-2700984.5893,-4256358.0763,3883061.4684,37.793,-122.3982,160.4023,

