aX,aY,aZ,temperature,gX,gY,gZ
-1508,4396,22340,17.85,428,-1128,-1750
92,4612,18456,17.89,-310,-195,-1864
1748,4236,16300,17.85,-1733,2168,-3255
-3676,3572,14604,17.89,1609,-171,-540
-900,6300,18604,17.85,2543,-590,614
20,5440,17832,17.85,725,-522,1268
-1340,4600,19576,17.89,-1595,915,1555
-1540,3624,15420,17.85,-2769,1348,648
324,4176,13356,17.94,-282,-1210,2239
692,5096,15212,17.89,694,-1075,1155
1784,5252,20272,17.94,1681,-679,927
1764,5120,20540,17.85,-17,700,-2193
1752,3552,14916,17.89,-789,-473,-473
-568,3248,14120,17.89,1002,-480,-1407
272,5452,15752,17.85,2,233,-353
312,4624,20596,17.99,1543,278,87
-2308,3504,22548,17.89,-2603,-255,63
-2700,2960,15108,17.94,-1537,-1390,1111
-920,3632,14396,17.99,-579,1458,724
-280,4504,14588,17.89,621,-204,301
-1752,4436,18920,17.94,1313,-828,-1443
-3676,3200,20528,17.85,-3181,124,-2998
804,3268,17296,17.8,-1189,1670,-655
2292,3676,14320,17.89,-885,2016,-136
1188,4984,15520,17.85,-137,66,405
-528,5224,18632,17.89,1940,514,362
-2008,4508,19744,17.94,-688,178,86
-3572,3280,15204,17.85,-2027,422,1082
-176,3952,15548,17.89,-1376,825,1613
1136,4792,14104,17.89,1729,-1333,434
-40,4652,18404,17.85,3418,-1991,-294
140,3812,20988,17.85,-1859,-966,139
364,2852,16696,17.99,-1697,-256,-371
-216,3208,15728,17.89,-627,1046,-2477
2076,6020,17328,17.99,1127,-297,-862
-2228,4632,19460,17.94,2340,2921,389
1312,5176,20024,17.89,-888,695,1674
832,3528,16064,17.89,-2120,394,2529
-80,3264,13332,17.85,1691,-2384,2395
-948,3836,16984,17.85,1948,-1660,121
1140,4080,17932,17.89,-1561,-1052,-3657
968,4196,18268,17.89,-1356,197,-1309
1560,4084,15328,17.85,294,-230,281
-1284,4616,14424,17.94,-446,-511,610
-124,4744,18944,17.85,1524,211,520
-408,4632,19468,17.89,118,409,223
-1672,3664,15388,17.89,-1013,1290,521
172,3784,15844,17.8,-1425,1558,283
-1028,3784,14824,17.85,869,668,256
428,5500,18944,17.89,749,675,-1147
-560,3064,21588,17.99,-1909,1573,-1177
2080,3760,13656,17.94,-1176,1666,-438
2492,4840,12972,17.8,-175,1314,-879
2796,5288,15588,17.8,463,204,-663
1472,4880,20264,17.75,528,378,1081
-4644,2836,23492,17.94,-297,1388,-1551
-1904,2948,17140,17.89,-1221,-791,982
-1284,3412,15704,17.85,-471,857,722
-996,4008,13540,17.94,1087,-741,692
452,4716,17364,17.89,1617,-224,-1573
-2944,4280,21808,17.8,-917,-68,-2966
108,2972,17288,17.8,196,-883,-1057
-144,3216,16512,17.85,-1605,1858,-1076
768,4132,13652,17.89,-538,-831,998
32,5100,18504,17.89,1613,529,-352
-428,5216,19048,17.85,-1212,1362,-492
-1160,4364,16552,17.75,-112,643,1550
-116,3396,16640,17.89,-1167,1590,663
-8,3820,13524,17.8,1022,129,2320
1716,4764,16680,17.85,2756,-1519,703
388,4696,19008,17.85,-785,-105,-2786
-52,3528,18584,17.8,-7,1231,-667
112,3644,17840,17.89,-1425,152,-191
-3372,3832,15232,17.8,-1145,-784,-462
1812,5880,17412,17.75,-665,1003,-81
136,4856,18768,17.85,2434,1222,983
-2240,3960,19660,17.89,-547,-279,775
-428,3572,15736,17.89,-65,-1506,1344
-1180,3220,14316,17.8,-952,1463,-155
1068,4728,15184,17.89,828,-169,168
-1188,4820,19816,17.89,633,-865,-644
-304,3856,19708,17.8,-2925,-712,-2355
732,3748,15680,17.94,-1573,1213,-3367
1308,4192,13400,17.85,681,2641,-2021
3080,5236,15492,17.89,1118,469,408
-1412,4108,20460,17.8,3625,922,-738
-4576,4340,18748,17.89,-816,640,1865
-2084,3808,16752,17.85,-1207,246,1571
-1432,3480,14792,17.75,-899,3729,705
1068,4872,15272,17.94,744,-936,1335
2068,5088,18024,17.8,1363,-1782,-2948
-1184,4248,19684,17.89,-2925,-200,-3055
2520,3984,13868,17.8,-911,445,-1652
5060,5176,14436,17.85,-224,446,-2185
2856,5284,15284,17.75,220,622,-724
2152,5496,19688,17.85,1507,477,-118
-2524,4568,19668,17.85,-1041,33,-1988
-152,4172,17024,17.89,-1861,184,1744
-984,2888,15868,17.89,-2963,833,-1203
1572,4364,15428,17.8,582,-898,1402
2824,4984,16896,17.89,1050,67,-922
-2080,3136,22876,17.85,-751,1725,-2500
1752,2380,17380,17.8,2301,1050,-2496
-1188,3552,16816,17.8,-1289,-765,-1702
-1368,4216,14376,17.75,258,-1119,177
-920,5292,18020,17.8,1564,-761,51
-1880,5336,18556,17.75,-180,2811,337
-2752,3980,19620,17.8,732,434,4437
-1964,1776,16328,17.8,-1585,883,2051
-1992,3672,12760,17.89,-1163,1438,1855
228,4676,16704,17.85,405,-783,186
-1020,5204,17700,17.85,-60,-1978,-744
-1304,3932,20540,17.89,785,-987,-2278
-2356,2736,13080,17.89,-1552,145,-2661
-2664,3856,14504,17.75,-1307,1212,-2218
-240,6068,17664,17.8,-249,1309,-510
-1756,4404,21064,17.8,1928,653,225
-4476,3500,22264,17.85,-1186,-303,1334
-4088,2124,17004,17.85,-996,544,1317
-712,3628,14648,17.85,-213,1572,829
320,4372,13736,17.85,72,285,909
844,3912,19100,17.75,627,-1141,-1762
-3600,3820,22076,17.8,-1973,-1191,-1833
300,2752,14728,17.8,-1659,447,-2188
2632,4360,11776,17.8,-828,1196,-691
1908,4996,16508,17.8,-99,-584,1420
-2760,4744,20712,17.8,2416,813,944
-4232,4540,18788,17.85,-463,1577,-318
-1144,3324,17192,17.75,-1623,416,4416
-1828,2232,16472,17.8,-170,554,3463
-1248,3264,15484,17.8,2467,-2427,5572
16,4056,17656,17.85,2491,-2051,-2602
3856,5652,17328,17.75,1007,-1147,-4151
-1140,3940,20600,17.8,326,-1149,-1731
-1676,3116,15196,17.71,-1507,-255,-3225
-2148,3932,14696,17.75,-475,456,-1960
-2188,5936,17300,17.85,-97,1153,-28
-1300,5048,19308,17.75,2390,324,542
-3724,3632,19360,17.8,-1199,-1260,854
-1280,3936,17960,17.8,-2033,-1636,2401
1396,3376,14956,17.71,-443,1624,-495
984,4340,14932,17.66,784,-444,-1492
-1292,4492,17224,17.85,375,-1283,-1897
4820,6024,19580,17.85,320,-4351,-2507
-1864,2796,18576,17.8,10,-374,-3523
-1504,3712,17476,17.8,-2432,1088,-2593
-3288,4624,14776,17.75,-2301,2714,-1497
584,7628,19248,17.75,-110,3551,-1129
-2132,5544,19300,17.8,276,2745,3347
-824,3512,20376,17.89,1640,-1495,3209
-4940,2444,17756,17.71,-1910,428,662
-1212,3608,15032,17.75,147,-564,792
-736,4264,16092,17.75,1079,-161,797
-1588,5716,21624,17.8,122,-1143,-537
-56,5072,18628,17.71,-235,-857,-982
-2704,2540,12148,17.71,-2652,33,-2393
856,4008,10828,17.75,-2071,2669,-1093
2876,6600,14308,17.85,1132,-1377,1751
80,5160,19464,17.8,2493,240,-13
-2120,3648,22928,17.71,-2884,2051,255
-284,3384,15340,17.8,-2425,-1964,1605
924,3984,14496,17.85,2460,-2154,753
-2616,3988,19884,17.75,1739,-779,1165
-928,4564,19240,17.71,79,869,-2679
-1148,4692,21772,17.71,-1720,-439,-2230
2364,2980,12256,17.8,-988,796,-2419
1880,4852,14292,17.85,-463,250,-1005
-1596,5000,16580,17.75,761,-315,-82
-1124,4564,19936,17.75,1514,310,2818
-3392,5416,18972,17.8,120,606,-126
-416,4896,15996,17.71,694,84,2180
552,3448,16060,17.75,1087,-710,-168
292,3940,15428,17.85,649,-39,252
-252,5020,17400,17.75,592,-687,-2167
-968,4564,21384,17.75,-926,264,-5928
1660,4204,15756,17.71,-439,1229,-1844
-1912,4100,15408,17.8,60,-411,-770
-3896,4596,14276,17.8,345,-1196,-4
-2000,5456,20872,17.71,2436,-70,672
-6152,3452,20600,17.8,-937,2582,-682
1532,5808,15912,17.75,-854,2099,1433
-2340,3176,15176,17.75,-1394,450,2857
1440,4496,13720,17.66,655,-3389,3745
1680,4416,19368,17.85,285,-1873,-1398
-836,4412,20864,17.8,-2043,632,-3382
1228,3688,14828,17.8,-149,2051,-2876
3220,4500,13776,17.8,-1797,-33,-255
1020,4888,14968,17.8,286,-1378,1525
900,5184,19640,17.8,1977,-61,-170
-2780,5876,21468,17.66,-1187,2386,206
-96,4940,14680,17.66,-33,2640,1995
728,4020,13872,17.75,-922,1091,1945
708,4380,14056,17.71,624,-1347,1925
-1320,4356,18472,17.71,1366,-768,-1163
-872,5036,22556,17.75,56,-1374,-3905
-268,3832,16972,17.8,-1309,1580,-2288
-900,4532,13072,17.71,-1911,385,-872
-1156,4868,12328,17.75,358,490,-343
-2572,6484,18596,17.85,2204,852,844
1272,6812,15748,17.8,1058,1781,1407
-1352,4300,18344,17.8,-662,290,2272
52,3448,14796,17.8,-1690,5,934
-984,3412,13156,17.71,1204,-2690,1842
-2324,4808,18736,17.75,1064,-1302,-306
-612,6284,18912,17.75,1435,-4152,-329
-52,4448,17240,17.71,-515,86,-2309
-2432,2712,16060,17.71,-2957,1008,-2184
-2768,4548,10156,17.66,-691,-493,328
-748,5940,19068,17.71,505,2013,-1293
-1560,5800,20708,17.75,2516,2285,1656
-3316,3892,21120,17.71,186,-578,2406
-1112,3536,16396,17.71,-1286,-1273,1550
-1900,2584,11548,17.66,-924,-165,-683
2432,5972,17108,17.85,459,-408,-76
-768,5604,18004,17.66,1252,-2071,424
152,4996,18496,17.71,-1043,-1764,-2702
-2248,3236,16824,17.71,-2357,-143,-2550
-320,5016,13556,17.75,-484,320,-3103
-272,6264,16428,17.75,1605,-168,82
-1880,5076,18560,17.66,3046,1336,681
-3320,4316,21552,17.71,-1488,674,4570
-2876,3664,17636,17.8,-2317,522,2765
208,3256,15832,17.75,-1130,1202,2599
1596,4616,15352,17.85,1238,49,561
-2348,4604,19548,17.8,467,610,-728
2520,5244,19636,17.8,-315,145,-807
60,3520,15328,17.8,-514,500,-2773
-384,5012,16240,17.66,-729,-978,-2180
-400,4748,15288,17.75,1503,1009,-1631
-2296,5608,17572,17.8,2058,764,947
-2148,5812,20532,17.8,-1720,2195,422
576,5640,16852,17.8,-2002,-404,2928
1504,4420,15132,17.71,-1377,-990,2864
-1544,3772,12308,17.75,411,-1712,890
780,5380,18552,17.75,1812,-3356,547
1968,5748,18756,17.8,-201,-695,7
-2332,3136,20684,17.71,-232,-912,-4563
-1504,3376,14408,17.75,-3410,1235,-3757
-3040,3616,13280,17.75,-1630,2738,-2672
68,6568,18476,17.71,1455,801,-603
-5008,5612,24472,17.71,3416,1131,4048
-6912,3324,18908,17.75,1225,-388,5456
-1952,1932,16788,17.8,-3158,2172,-310
-256,4448,11872,17.71,-655,199,-952
420,5404,14568,17.8,-44,-1859,1720
-292,4920,21516,17.75,795,-2644,-1263
-904,3896,21384,17.75,-908,-385,-4042
896,4400,14984,17.8,-2254,519,-2541
-544,4964,13616,17.71,24,1102,-2539
756,5696,15328,17.71,862,-629,308
-1128,5692,18948,17.75,2329,1731,1541
-3952,5032,19524,17.75,-1930,1868,1119
-1124,4716,16704,17.8,-2417,2142,2554
-168,3336,13056,17.85,-1858,623,1164
-1248,5040,13260,17.75,304,-2335,2627
712,4432,18712,17.71,755,-856,-286
-2376,4684,19688,17.75,-4,1185,-2481
-2164,2688,17992,17.75,40,-1423,-2493
-84,3472,15160,17.75,-1765,191,-1752
-2028,3848,14372,17.8,-881,-71,-822
-1144,6264,19840,17.71,1214,453,135
-3460,4424,17400,17.71,2062,1574,2895
-2820,4172,20812,17.75,-1504,890,1873
-2572,2636,17884,17.85,-1047,84,2156
-1420,2864,13596,17.71,-1478,2385,355
-252,3768,17868,17.71,418,-292,-45
-744,4328,21860,17.75,535,-939,-1572
3024,3124,18356,17.75,-2784,992,-4208
2956,2836,12508,17.75,1475,682,-3238
1852,4968,14764,17.8,-196,-801,-2725
-1364,5320,15036,17.71,1136,194,-1929
-1412,5208,19024,17.85,1339,1661,490
-3460,3460,22920,17.8,-2137,2582,-629
-1196,4604,14268,17.8,-1771,-554,2594
-640,2848,14796,17.66,936,-1341,731
-1548,3744,13320,17.75,1626,-2046,1379
-1772,4360,18156,17.8,200,567,-2138
228,5148,22484,17.75,121,-208,-2842
1476,3368,16416,17.75,2044,-1325,-329
-2168,3208,15324,17.8,509,-1872,-998
-4256,3908,15764,17.8,-793,289,-1195
-2256,6348,18848,17.71,1729,395,173
-1548,4916,18700,17.75,859,1028,371
-2748,3560,16496,17.71,-1366,737,2391
-3644,2884,16504,17.71,-1529,-1429,957
-5308,2184,14236,17.66,-635,-268,1193
1264,5136,14136,17.71,1271,-851,1044
464,5152,20572,17.8,1361,-2506,460
116,4264,20016,17.66,-685,-618,-3229
440,2756,13400,17.66,-1226,1393,-3171
2648,5392,14640,17.8,-625,1933,-2716
-732,6076,16696,17.75,1828,543,114
-4384,4552,20136,17.75,3854,1036,1074
-2960,4996,18632,17.71,-1566,2367,1129
1944,5040,16376,17.75,-1164,1212,1134
684,4020,12772,17.8,-773,-369,2983
-152,4120,15800,17.8,1286,-2999,4059
184,4712,20956,17.75,1925,-2602,-3249
808,4476,18928,17.75,-277,2647,-6016
-636,5012,17008,17.71,-1272,554,-2993
164,4380,15056,17.8,-2270,-70,-442
-2092,4660,15128,17.71,577,133,-718
-336,6716,18284,17.75,2369,1901,-162
1320,7528,15616,17.8,308,3253,1048
112,5208,15228,17.75,-1572,858,2234
-676,2516,16284,17.8,-7325,-256,436
-2080,3132,15808,17.8,-86,-261,729
-268,4160,16084,17.71,2979,-1881,-720
-732,4808,21736,17.8,1366,-1625,-1382
316,4448,20728,17.75,-419,-1411,-2912
1392,3504,12368,17.71,-1397,420,-3417
2228,4628,13324,17.71,-1710,4005,-2745
-464,5396,15204,17.75,-94,770,145
-2216,4204,19284,17.8,1045,-203,385
380,5028,21876,17.75,-1518,2265,-760
-912,3908,14980,17.8,-789,-2,2543
1204,3564,13620,17.8,-2254,-1130,1627
1596,4572,15212,17.71,1005,-2590,3090
-1776,3492,16968,17.71,2323,-938,-511
-416,3508,21716,17.75,-623,355,-2305
2868,3584,15816,17.8,1864,-1162,763
-2364,3404,17648,17.71,-1278,-723,-2563
-4504,3420,15052,17.71,1622,-285,-573
-940,5920,17724,17.8,2296,1244,-349
296,6096,17668,17.75,-614,670,2538
-232,4416,18712,17.71,-162,-1029,5089
-1840,2812,15772,17.71,-1895,542,836
16,3592,14320,17.71,-350,-864,1839
864,4596,17028,17.71,353,212,31
1844,5216,19576,17.75,169,-112,-500
-1436,4024,21656,17.75,221,-180,-3649
-576,3244,14316,17.71,-1726,666,-3317
-372,4460,13492,17.71,-817,1278,-2332
504,6060,16244,17.71,1113,201,726
-4100,4648,21324,17.75,1517,125,-725
-3944,3456,21524,17.75,-3359,267,62
-2508,2640,18184,17.71,-2154,740,-78
412,3200,12676,17.71,-1969,1492,844
272,4804,12932,17.71,510,-560,880
-1724,4712,20464,17.8,1065,-1120,-1340
-328,3448,21600,17.66,-793,-230,-2207
832,2356,15412,17.71,170,881,-1169
1916,4456,13636,17.71,-986,-467,-922
464,5008,15472,17.8,534,-67,406
-1532,5828,19276,17.75,3313,583,770
-3024,5424,20316,17.75,-375,1057,-122
-268,4944,14388,17.71,-1078,-168,3884
-172,3332,13380,17.8,-1790,76,1877
2080,4176,12520,17.71,1600,-1120,2175
-304,4256,18192,17.75,2583,-1016,-1313
64,4704,23272,17.71,-2119,-293,-4298
1412,3532,18164,17.71,-587,18,-1064
-452,3232,13360,17.71,-1148,-82,-1995
-2852,4248,14544,17.71,-1097,881,-647
404,6148,17772,17.71,1247,1952,252
560,6884,17060,17.61,3483,1340,3551
-4320,3472,19896,17.75,1297,-234,3146
-3092,1828,17688,17.75,-2995,-205,613
-1532,3148,14344,17.75,-442,-438,-370
-508,4792,15420,17.75,1692,-826,-993
-1356,4912,19604,17.66,3103,-1482,-462
-676,4232,21092,17.61,-666,-665,-253
-1916,3144,15008,17.71,-2360,149,-2480
-3256,4540,11720,17.75,-924,1607,-857
2876,6228,14692,17.75,983,1282,627
-1212,4472,21456,17.71,2418,-503,1558
-5740,4124,19964,17.8,-1525,1003,1158
-1396,2824,18704,17.66,-3295,-1375,1732
1900,3444,15048,17.71,-2583,-278,974
492,4272,15780,17.8,2507,-2601,2466
-5052,3312,18536,17.61,1019,-1979,-1656
-1868,3768,23312,17.75,45,-123,-4109
1196,2936,15588,17.71,217,48,-2142
-1168,4072,15712,17.75,-964,-58,-1460
-2844,4152,13540,17.75,-313,414,322
-440,6808,17984,17.66,1857,726,1399
-360,5248,17940,17.71,932,2064,1123
-3252,3888,20400,17.61,-2136,1539,2487
-5428,1684,14032,17.71,-2150,-2559,2541
-4096,2564,17800,17.75,16,-208,58
716,5464,16312,17.75,2735,1288,242
1084,5780,18292,17.66,2614,-1428,-1341
-416,4008,18900,17.71,-816,-325,-3033
-4676,2508,11084,17.61,-4676,1198,-4863
-1440,4228,15248,17.71,-4052,3523,-3608
-124,5924,16940,17.75,1431,1456,-1457
-4140,5264,20840,17.66,3877,1059,968
-3908,5224,18224,17.61,-1319,690,2841
-580,3992,18048,17.71,-1807,363,3871
1552,3544,12208,17.71,-1299,818,1233
-1144,4380,19832,17.66,-1781,304,-475
-692,4788,17720,17.71,1478,1381,-4736
-3168,3804,20432,17.66,1097,139,-4545
256,4212,14688,17.75,1018,-3734,266
-2972,3404,17060,17.61,-1208,-1943,-580
-3412,4428,14560,17.71,-279,886,-2053
-2880,6148,19660,17.8,771,903,144
-1032,7036,18436,17.71,791,3134,474
-436,5480,15008,17.66,-1257,-913,5491
-2680,3052,15948,17.66,-1915,-48,3361
-4212,2636,16544,17.66,907,-2133,2072
-1944,5376,15244,17.61,1426,-68,1075
-2076,5588,23432,17.71,1797,-3106,2043
-1368,4004,19808,17.71,-332,-2306,-2492
-2592,3308,16380,17.71,-3183,139,-3897
-2100,4804,14372,17.71,-553,1806,-2556
-828,5280,16512,17.66,285,1452,-1154
-3168,4756,21256,17.66,1159,-185,629
-1852,3844,22916,17.75,-1936,-686,659
-1252,4180,16992,17.75,-826,-503,502
2284,3964,13332,17.8,-320,1015,-427
52,5012,14580,17.61,4304,-2816,3872
2004,5416,21664,17.71,1693,-1995,-456
-2808,4764,19068,17.66,-2820,-1487,-7162
-1176,3496,14564,17.75,532,103,-197
132,4588,14864,17.61,-461,954,-439
-1836,4628,14936,17.71,-1126,1520,1104
-876,6420,20924,17.71,2881,2239,1298
-908,6936,16076,17.66,1306,4536,-6
-3940,5116,17904,17.71,-520,-21,3345
-1472,3544,15496,17.75,-2928,336,2038
-3692,3280,16160,17.71,2468,-2521,3199
-584,4932,16952,17.71,3578,-226,2229
1392,5932,14848,17.61,-550,-1881,-1992
-1244,4128,24512,17.75,-2214,229,-2271
-3828,2208,16080,17.66,-3335,1442,-2383
1900,4328,15764,17.71,-2415,1116,-2170
280,5640,15248,17.61,2630,842,-265
-3044,5572,20660,17.8,3725,-1495,825
-3660,4816,18308,17.71,-782,-1937,1311
-2696,3540,15460,17.75,-1642,949,-266
2616,4592,12840,17.75,-811,709,-1496
928,5392,15840,17.71,2722,-579,-86
-784,4872,20344,17.71,3256,-1400,-1468
540,5776,21116,17.71,321,-879,-3815
412,4420,16796,17.66,-603,104,-1094
-1000,5080,13820,17.66,-998,-264,-193
-332,5384,17128,17.71,816,458,397
-4640,7044,17676,17.71,1913,-507,943
-948,7292,16340,17.8,605,2415,1890
212,5628,12272,17.66,1624,230,4464
-1488,4148,15932,17.75,-535,-562,2277
-3836,3756,16928,17.75,545,-1517,1234
252,5392,18444,17.61,909,372,-383
4740,6620,18984,17.66,1241,-2015,-3478
-1244,5544,15936,17.71,-286,-3093,-2999
-1384,4956,12712,17.71,-3076,-381,-1155
-4148,4472,13924,17.8,-182,350,-786
-2652,6660,17584,17.8,1634,2104,-1095
-1832,7468,19460,17.75,2991,1990,3140
-1912,5592,16792,17.75,2316,-424,3724
-4540,3344,19184,17.75,-2388,209,2035
-144,4092,14996,17.71,-1910,1693,570
1976,5592,16048,17.71,2033,553,395
2560,7480,16952,17.71,2035,-2471,-626
-2836,5612,20764,17.75,-1496,-1254,-2620
-3436,4160,16024,17.66,-2076,-1059,-1238
-2952,4464,14228,17.61,-302,-208,-1852
-1384,6172,16036,17.71,-763,681,-492
-4440,4972,20612,17.71,2243,1569,1289
-4588,4388,21080,17.71,-379,1603,1059
-2444,3132,16856,17.66,-4104,2007,515
764,4960,14272,17.66,-1678,-5,-75
-612,4360,14808,17.66,1427,-1485,418
-4344,5452,16480,17.61,645,-248,193
-364,6928,22348,17.71,-821,3212,-2752
-2788,2756,17004,17.71,-2857,-253,-3384
1536,5164,13424,17.71,-235,246,-1352
784,6224,13756,17.75,338,1089,-159
-1856,6260,18364,17.66,1635,269,709
-3724,5948,18312,17.75,-2438,1370,296
-1364,4984,15728,17.66,-2374,323,2878
-1712,3748,15496,17.61,-742,-1237,2638
-1932,4268,14876,17.8,766,-2451,2133
1068,5004,16956,17.66,1900,-832,-1544
644,5856,18088,17.85,700,-1106,-3392
296,5260,16424,17.75,-284,-1987,-1437
-2512,4372,14600,17.71,-2331,-380,-2885
-4952,4792,13456,17.71,124,180,-1345
-2336,7324,17564,17.66,1992,148,571
-528,7188,17260,17.66,3250,1483,3010
-4916,4508,19416,17.71,741,113,4546
-3904,3908,15608,17.61,-1511,949,2269
-4476,3560,13348,17.66,-908,96,2766
732,4884,16596,17.75,1865,-114,1720
3528,7616,17812,17.75,577,-615,-2157
-936,5436,21552,17.75,-780,-2707,-3055
360,3516,15632,17.71,-809,1258,-4868
-1960,4200,12648,17.8,-1502,1639,-3143
-736,5988,15776,17.71,0,552,-776
-2624,5708,21464,17.61,1641,962,-41
-5848,4492,20796,17.71,-2812,2081,1121
-436,5136,16700,17.66,-2082,1226,4409
408,3256,13144,17.75,-2436,103,1350
2204,5112,14292,17.66,683,-1790,3396
4668,6436,18556,17.71,643,-2222,2910
1764,6280,19188,17.71,670,-518,-4392
-88,4064,13948,17.71,-789,-404,-2642
-92,4264,16008,17.61,-2044,49,-1769
-1620,5008,14636,17.71,296,572,-188
-2704,7160,18252,17.71,3155,317,1107
-2320,6296,17732,17.66,713,2791,2173
-2016,5428,16240,17.66,-506,-286,3917
-5832,3052,16728,17.75,-2610,963,1493
-2932,3508,14036,17.61,-656,1401,732
-608,4752,16004,17.8,1446,-328,-1726
3344,6332,17272,17.71,2794,-1534,-3104
416,5288,18852,17.75,-240,-732,-2060
136,3840,14880,17.75,-2951,-1527,-2826
-3316,4080,12988,17.71,-799,925,-1809
-192,7248,16908,17.8,1412,1218,-1028
-1372,5916,18504,17.71,3413,-442,1023
-2520,3732,18648,17.66,-781,-844,1255
-568,4656,17972,17.66,-2004,-294,293
1124,4312,14352,17.66,-1136,1036,-609
2824,5636,16248,17.75,1876,-2933,1776
-2048,4520,18544,17.71,3992,-693,-2700
-2344,5076,17600,17.71,-994,408,-4929
-592,5004,16872,17.66,-1346,85,-2838
500,4976,14604,17.66,-2107,251,-301
-832,5496,17324,17.66,-1090,-538,882
-2276,6768,18520,17.71,2134,328,1627
1524,6136,17496,17.8,3202,1738,2345
-2652,4820,17920,17.66,284,-1225,2612
-4452,3224,17760,17.66,-1084,-1498,2255
-4496,3368,14752,17.8,-1482,9,397
-276,6084,17596,17.71,2786,-1583,965
-2988,4968,20332,17.75,2371,-132,-3304
-1588,5624,18316,17.66,-1451,156,-2629
-220,4516,12868,17.71,-789,940,-1985
-500,5192,16140,17.71,-580,1403,-2265
312,7276,16360,17.61,243,-472,-797
-2676,5308,18264,17.61,1675,-1185,1123
-4000,4888,19260,17.75,-2771,1053,-613
-3532,4168,17680,17.66,-2070,-166,2208
312,3928,13160,17.71,-1871,1586,16
-760,5360,15380,17.71,-598,-1214,562
-616,5884,17144,17.66,2915,-137,1110
-2328,4864,19236,17.66,-1232,-117,-3537
-1332,4120,15676,17.75,-1272,-330,877
-2532,3676,16772,17.71,-1309,-453,726
-1596,4740,15048,17.71,-377,1353,-924
-2740,6328,18380,17.71,1420,891,658
-100,5748,16944,17.71,-358,14,2076
-3668,4632,22500,17.71,-2101,213,800
-3584,2496,17752,17.75,-2141,1043,-525
-472,4052,14696,17.75,-1665,736,-385
-2128,5200,16576,17.89,1676,-585,686
-3036,5752,18760,17.71,2196,-1602,209
736,5640,19056,17.66,-236,-210,-624
-320,3804,14948,17.75,-2334,2861,-2715
2160,5940,13680,17.71,-2499,681,-1315
1524,6048,15088,17.71,448,-726,171
-1384,6672,16852,17.71,929,1603,881
-344,6992,15868,17.61,1244,2830,750
-624,4776,16456,17.75,-699,56,2106
-784,3600,15420,17.66,-1853,-76,1823
-1472,4128,14612,17.71,393,487,2126
1444,6000,17520,17.71,1245,2015,960
252,6648,17724,17.8,2385,-816,-106
44,4872,18616,17.75,239,-904,-3583
-1808,3932,13980,17.8,-1946,539,-3830
-2684,4800,14912,17.75,-1427,1319,-2800
-2528,6364,15308,17.66,-165,1106,-1192
-2132,5376,18592,17.61,2894,-912,1259
-1200,6816,19844,17.8,74,665,1076
32,5128,15736,17.71,-2184,246,1183
224,4600,11288,17.71,-1549,244,672
440,5176,14508,17.8,-279,-610,1548
-1028,5332,19772,17.85,3222,-732,-744
