"time","dt","x","y","z","lat","long","alt",
,,-2700989.6227,-4256395.0255,3882907.71,37.7917,-122.3981,92.9638,
,,-2700955.9561,-4256358.4815,3882959.8224,37.7924,-122.398,86.2599,
,,-2700968.9673,-4256320.245,3882955.4323,37.7925,-122.3983,63.5661,
,,-2700999.6901,-4256355.5227,3882986.1284,37.7924,-122.3984,118.9235,
,,-2701014.8513,-4256358.0657,3883012.8899,37.7926,-122.3985,143.4391,
,,-2701036.4705,-4256407.2245,3883021.9739,37.7923,-122.3984,190.9599,
,,-2701020.529,-4256408.7861,3882984.288,37.7921,-122.3983,162.1581,
,,-2701016.2628,-4256344.8663,3882994.2352,37.7925,-122.3986,123.7981,
,,-2701035.7796,-4256364.1894,3882961.7914,37.7921,-122.3987,125.0732,
,,-2701034.972,-4256396.891,3882950.208,37.7919,-122.3985,139.4525,
,,-2701025.6525,-4256404.4551,3882947.7609,37.7918,-122.3984,139.054,
,,-2701034.0605,-4256372.3629,3882972.5627,37.7922,-122.3986,136.3995,
,,-2701025.7464,-4256391.2765,3882956.6948,37.792,-122.3984,135.7752,
,,-2701029.182,-4256403.1236,3882971.3674,37.792,-122.3984,154.126,
,,-2701037.6556,-4256368.4539,3882993.1629,37.7923,-122.3987,147.9373,
,,-2701043.3999,-4256389.0814,3883008.5588,37.7923,-122.3986,173.5675,
,,-2701031.2691,-4256373.7843,3882952.2201,37.792,-122.3986,123.7001,
,,-2701046.9766,-4256361.7685,3882952.7984,37.792,-122.3988,122.688,
,,-2701038.5654,-4256394.7163,3882919.0633,37.7917,-122.3985,120.4377,
,,-2701040.0487,-4256396.2476,3882950.4311,37.7919,-122.3985,141.3095,
,,-2701038.4537,-4256369.6778,3882974.1435,37.7922,-122.3987,137.4369,
,,-2701022.4847,-4256344.6573,3882944.8093,37.7921,-122.3987,96.0048,
,,-2701033.0262,-4256389.4529,3882991.143,37.7922,-122.3985,158.7505,
,,-2701020.995,-4256369.21,3882909.104,37.7918,-122.3985,89.8764,
,,-2701012.4148,-4256381.8582,3882894.9011,37.7916,-122.3984,85.9793,
,,-2701042.5433,-4256362.9216,3882979.7049,37.7922,-122.3988,138.0685,
,,-2701027.0114,-4256418.4826,3882896.614,37.7914,-122.3983,117.6467,
,,-2701016.1935,-4256400.7277,3882888.5334,37.7915,-122.3983,96.2677,
,,-2701001.5961,-4256389.4919,3882834.0557,37.7912,-122.3982,49.2067,
,,-2701019.5334,-4256374.2447,3882876.1909,37.7915,-122.3985,72.448,
,,-2701031.13,-4256387.188,3882902.1265,37.7916,-122.3985,101.8876,
,,-2701020.8488,-4256392.8899,3882865.9584,37.7913,-122.3984,79.1754,
,,-2701016.8836,-4256413.8794,3882861.0407,37.7912,-122.3982,88.4881,
,,-2701023.9887,-4256450.1296,3882895.5282,37.7913,-122.3981,136.8176,
,,-2701003.5789,-4256425.3407,3882857.4422,37.7912,-122.398,88.297,
,,-2700997.5415,-4256386.8305,3882805.6711,37.791,-122.3982,28.3204,
,,-2701013.2897,-4256399.9908,3882795.5608,37.7908,-122.3983,37.5743,
,,-2700966.6674,-4256365.9918,3882815.422,37.7913,-122.398,7.3186,
,,-2700995.5184,-4256420.2345,3882846.3162,37.7911,-122.398,74.6592,
,,-2700999.7052,-4256483.1059,3882845.7226,37.7908,-122.3976,118.019,
,,-2701001.4905,-4256530.2967,3882853.1183,37.7907,-122.3974,154.7949,
,,-2701005.6947,-4256505.2885,3882855.5905,37.7908,-122.3976,141.4032,
,,-2701000.4219,-4256447.3379,3882840.1699,37.791,-122.3979,91.0537,
,,-2700982.4851,-4256477.4009,3882838.2416,37.7909,-122.3975,102.3369,
,,-2700984.5265,-4256467.9362,3882845.15,37.7909,-122.3976,101.1193,
,,-2700978.4302,-4256618.0914,3882899.7565,37.7906,-122.3966,232.1916,
,,-2701019.5487,-4256608.8095,3882846.2718,37.7902,-122.3971,210.6338,
,,-2701000.8876,-4256594.5153,3882850.4841,37.7903,-122.397,195.7758,
,,-2701000.5163,-4256568.9126,3882840.6561,37.7904,-122.3971,172.5126,
,,-2700994.3107,-4256542.66,3882839.7088,37.7905,-122.3972,151.7874,
,,-2701019.2139,-4256678.6813,3882863.4708,37.79,-122.3966,267.6539,
,,-2700981.5651,-4256771.2378,3882904.7052,37.79,-122.3957,338.7407,
,,-2700985.8364,-4256617.0998,3882870.6737,37.7904,-122.3967,216.8445,
,,-2700995.6981,-4256764.1592,3882866.8682,37.7897,-122.3959,316.8159,
,,-2700977.8706,-4256690.6448,3882871.4886,37.7901,-122.3962,263.045,
,,-2700959.8276,-4256617.2745,3882861.9925,37.7904,-122.3964,200.6293,
,,-2700962.3629,-4256616.2672,3882852.5672,37.7904,-122.3965,195.255,
,,-2700944.973,-4256629.1408,3882868.653,37.7905,-122.3962,206.3391,

