"time","dt","x","y","z","lat","long","alt",
,,-2701174.7644,-4256401.9238,3883015.8622,37.7919,-122.3998,242.2344,
,,-2701142.1881,-4256354.4509,3882955.7607,37.7918,-122.3998,159.9357,
,,-2701116.6822,-4256359.7149,3882977.0926,37.792,-122.3995,165.7201,
,,-2701122.411,-4256361.9965,3883013.8559,37.7922,-122.3995,192.1967,
,,-2701095.8214,-4256374.553,3882989.8205,37.7921,-122.3992,174.5871,
,,-2701092.6328,-4256298.5232,3882972.2539,37.7923,-122.3996,111.7432,
,,-2701079.2241,-4256351.5829,3882993.0964,37.7923,-122.3992,154.2406,
,,-2701081.091,-4256322.9028,3882987.2684,37.7923,-122.3994,132.3237,
,,-2701070.8539,-4256285.6305,3883065.6831,37.7931,-122.3995,151.1733,

