timestamp,aX,aY,aZ,temperature,gX,gY,gZ
15:23:47.064,-2900,-2108,22376,24.81,-787,726,-1925
15:23:47.170, -452,-1612,16732,25.0,-433,-1874,-4484
15:23:47.280,  816,428,13160,24.81,-149,1783,-5504
15:23:47.389, 2792,1500,12584,24.91,357,-1721,-3322
15:23:47.503, 1996,2444,17472,24.91,-348,-1684,-697
15:23:47.579, 2104,3656,20016,24.95,660,-1079,2781
15:23:47.689,  436,3780,17972,24.95,1467,3534,5845
15:23:47.799, -852,1196,16120,24.95,-1552,1610,6825
15:23:47.905, 1912,-912,13732,24.91,-1844,-3346,5078
15:23:48.010, 2908,-356,15728,24.91,-674,-622,2498
15:23:48.119, 1068,-444,19480,24.86,-367,-803,482
15:23:48.229,-1172,-2748,20348,24.86,-160,3031,-2276
15:23:48.302, -500,-1280,16244,24.86,389,-44,-3496
15:23:48.411, 1996,824,12844,24.91,320,-542,-3362
15:23:48.522, 2820,800,13580,24.91,-589,-1191,-1683
15:23:48.631, 1552,1964,19084,24.86,917,-504,667
15:23:48.740, 1616,3192,20852,24.86,1255,351,3897
15:23:48.812,  768,1868,17480,24.81,1353,2220,5328
15:23:48.926,  -96,120,15084,24.91,488,1013,5097
15:23:49.040, 1388,-680,14008,24.95,-2240,-1639,2994
15:23:49.150, 2268,-732,16340,24.86,-1703,-1909,1661
15:23:49.255, 1712,-700,20156,24.72,-824,423,-463
15:23:49.331, -260,-2240,19832,24.81,-6,2845,-2852
15:23:49.445, -204,-812,15976,24.81,-44,-579,-3123
15:23:49.555, 1852,928,12316,24.91,1655,160,-2590
15:23:49.660, 2588,1560,14000,24.86,1057,-618,-938
15:23:49.737, 1232,1840,19440,24.86,2012,-416,1344
15:23:49.850,  740,2964,22328,24.77,1644,1940,3570
15:23:49.959,    4,2780,18184,24.95,374,-310,5430
15:23:50.073,  828,224,14088,24.77,-722,-168,5704
15:23:50.183, 2788,-2064,12440,24.86,-2190,-2374,3163
15:23:50.258, 2492,-760,16196,24.86,-430,-2389,1450
15:23:50.366, 1884,-1524,20800,24.81,-1608,1052,-1599
15:23:50.479,  -52,-2876,18512,24.77,-236,3823,-5298
15:23:50.592,  -44,412,15088,24.77,1849,1109,-6273
15:23:50.668, 2016,1460,12932,24.86,1478,-88,-4569
15:23:50.781, 2776,2152,15148,24.95,8,-989,-1813
15:23:50.886, 1796,2892,19752,24.91,691,828,1460
15:23:50.996,-1096,3180,21864,24.91,109,2493,4068
15:23:51.110,-1088,1608,17464,24.81,191,1073,5990
15:23:51.181,  640,-532,12968,24.86,-1122,1259,5009
15:23:51.291, 2020,-660,13540,24.77,-1574,-333,2965
15:23:51.400,  144,-88,19452,24.86,-1824,35,683
15:23:51.508,-1128,-1308,22312,24.77,-2092,1015,-1479
15:23:51.618,-2016,-3364,17340,24.77,-672,403,-4560
15:23:51.694, -856,-548,14544,24.81,2614,635,-5368
15:23:51.804, 2508,1672,12456,24.81,2431,-69,-3117
15:23:51.918, 1816,2452,16232,24.77,217,-737,-895
15:23:52.023,  612,3016,20072,24.86,797,-2165,2043
15:23:52.134, -992,3536,20612,24.81,1467,2328,5450
15:23:52.243, -908,2272,15808,24.81,-1018,-196,7574
15:23:52.315,  664,-392,12400,24.77,-1778,-805,6909
15:23:52.416, 1444,-1152,15160,24.86,-1378,-1323,4101
15:23:52.520,  996,-868,20320,24.81,-1385,-974,970
15:23:52.630, -476,-2580,22468,24.81,-1696,2156,-1626
15:23:52.735, -464,-2596,16620,24.86,204,-141,-3748
15:23:52.839,  964,200,13076,24.72,2382,698,-4961
15:23:52.944, 2756,2744,12808,24.91,960,-541,-2078
15:23:53.054, 2124,2172,17560,24.86,-83,-273,341
15:23:53.159, 1888,2100,20956,24.86,1745,-2030,3167
15:23:53.269,  352,2772,18948,24.77,1571,2220,5297
15:23:53.341, -236,1196,15172,24.91,-636,1052,6126
15:23:53.446, 1620,-1144,11972,24.86,-987,-111,4058
15:23:53.556, 1616,-1056,15888,24.86,342,-770,2030
15:23:53.666, 1200,-724,19956,24.81,-444,-599,-688
15:23:53.780,-1204,-2232,20792,24.81,-1212,4063,-3897
15:23:53.887,-1048,-1492,16704,24.72,-556,218,-5902
15:23:53.992, 1308,1460,12944,24.86,1818,1452,-5876
15:23:54.098, 1936,2920,13248,24.81,141,-2307,-3241
15:23:54.174,  632,2892,19120,24.81,562,-865,-299
15:23:54.281,  584,3348,22792,24.86,1586,21,3189
15:23:54.387, -284,3860,17824,24.86,545,2134,5497
15:23:54.493,  416,884,13228,24.81,-1114,227,5900
15:23:54.602, 1728,-472,13048,24.81,-2467,-1323,4323
15:23:54.708,  928,-484,18388,24.86,-1404,-1838,2040
15:23:54.813,  896,-432,21460,24.77,-742,-96,-642
15:23:54.889, -580,-2356,17832,24.77,513,3554,-2946
15:23:54.997, -760,-216,14268,24.72,1084,266,-3914
15:23:55.103, 1908,1504,12660,24.72,2927,71,-3067
15:23:55.215, 1616,2028,16124,24.72,231,-1277,-567
15:23:55.321, 1092,2652,20296,24.77,338,-2229,1479
15:23:55.426, -132,3204,20976,24.81,1745,2619,3728
15:23:55.536, -472,2780,15852,24.81,-474,1056,5292
15:23:55.646,  444,172,12588,24.67,-927,735,4246
15:23:55.714, 1688,-612,14472,24.86,-1232,-1448,2671
15:23:55.824,  888,148,20156,24.86,-1709,-642,482
15:23:55.938,  104,-1124,21284,24.81,-1145,778,-2333
15:23:56.043,-1324,-2664,18068,24.86,-87,1372,-5476
15:23:56.149, -296,236,13036,24.77,1267,797,-5302
15:23:56.263, 1976,1860,12372,24.77,458,-942,-3718
15:23:56.340, 1944,2288,17672,24.81,-371,240,-1982
15:23:56.450, 1764,2416,21616,24.81,-212,-796,596
15:23:56.559, -548,2464,19532,24.77,1283,2534,2190
15:23:56.669, -612,1472,15200,24.77,35,-1240,4296
15:23:56.777, 1156,128,11556,24.77,-631,-1324,2680
15:23:56.853, 1228,312,16172,24.72,-247,-1280,1807
15:23:56.963,  524,-60,20500,24.67,-424,-471,78
15:23:57.072,-1516,-2836,19948,24.67,771,5604,-3505
15:23:57.180,-1212,156,16508,24.67,654,-168,-3831
15:23:57.290, 2116,892,11184,24.72,787,-1867,-3770
15:23:57.362, 2132,1396,15912,24.81,-121,-1724,-1829
15:23:57.471, 1044,1828,20736,24.77,778,-492,-708
15:23:57.582,  -84,3352,21268,24.77,2017,3346,38
15:23:57.692, -912,3252,16304,24.77,1580,1544,3370
15:23:57.802,  196,1732,12356,24.72,-1629,561,4175
15:23:57.874, 1484,692,14520,24.77,-2403,-927,3494
15:23:57.983,  768,648,19956,24.67,-217,-1329,1766
15:23:58.097,-1316,96,22208,24.72,1008,2493,-1648
15:23:58.203,-1816,-1636,17392,24.72,427,785,-4529
15:23:58.312, -400,236,13192,24.67,617,-489,-4498
15:23:58.422, 2292,1504,11948,24.77,145,-2087,-2984
15:23:58.494, 1712,2464,17308,24.81,-49,-156,-1568
15:23:58.604,  596,2864,20192,24.81,1334,-970,265
15:23:58.716,-1536,3496,18132,24.67,316,3998,1957
15:23:58.829,-1832,2604,15412,24.67,-1281,767,3638
15:23:58.938,  616,420,12420,24.72,-2685,266,3250
15:23:59.010, 1380,504,16388,24.72,-1484,-1712,2011
15:23:59.116,  480,720,21072,24.77,-679,-1315,219
15:23:59.225,-1812,-1988,20804,24.67,-294,2692,-2349
15:23:59.331,-1552,-808,16700,24.67,898,-1050,-3255
15:23:59.445,  688,1012,12008,24.62,2468,-389,-3703
15:23:59.559, 2004,1840,13652,24.62,651,-3277,-1553
15:23:59.635,  832,2048,18924,24.72,214,-1055,363
15:23:59.745, 1204,2984,21468,24.62,446,916,1231
15:23:59.847,  -92,3704,17776,24.72,487,2466,3362
15:23:59.956, -184,1148,13628,24.72,-2101,1002,4268
15:24:00.071, 2256,-108,12048,24.72,-1625,-2314,3114
15:24:00.175, 1932,532,17864,24.62,-1571,-658,1997
15:24:00.251, 1192,-492,21200,24.72,-2003,-157,-345
15:24:00.364,-1316,-2196,19060,24.62,586,2890,-3623
15:24:00.474, -444,-896,15384,24.72,661,-1562,-5447
15:24:00.584, 2304,1176,11460,24.58,776,80,-4012
15:24:00.689, 2132,2072,14300,24.67,-545,-1475,-1713
15:24:00.799,  680,2484,20360,24.67,-201,-2454,541
15:24:00.865,  164,2400,21356,24.62,972,4624,2104
15:24:00.975,  200,2192,16704,24.62,994,1841,3528
15:24:01.082, 1064,524,12980,24.72,-714,643,3794
15:24:01.182, 2224,80,14344,24.72,-2366,-1988,2498
15:24:01.292, 1220,-60,18988,24.58,-1465,-867,1101
15:24:01.406, -272,-1996,22636,24.67,-1803,596,-1913
15:24:01.516, -868,-1788,18368,24.67,786,299,-4337
15:24:01.588, -112,120,13924,24.67,1104,1133,-5288
15:24:01.689, 2448,1440,12200,24.67,662,-1522,-3015
15:24:01.795, 2644,1952,15956,24.67,534,-758,-1105
15:24:01.908,  612,2920,19944,24.67,2803,3271,1117
15:24:02.020,-1412,2380,19288,24.67,266,5568,2658
15:24:02.131,-1032,1732,16252,24.67,-1050,-661,4451
15:24:02.207,  732,400,13124,24.53,-3152,-3085,3868
15:24:02.316, 1412,-188,15900,24.62,-862,-2315,2020
15:24:02.429, 1336,304,20768,24.62,-480,-1304,-1446
15:24:02.541,  608,-2108,21308,24.62,-2199,3472,-2829
15:24:02.617,-1000,-2104,16400,24.67,-602,-243,-2865
15:24:02.731,  856,-1224,12128,24.58,470,-2801,-4287
15:24:02.841, 2332,236,13696,24.58,871,-2603,-2943
15:24:02.947, 2020,1056,18368,24.58,814,-1195,-1671
15:24:03.048, 2380,1872,20948,24.53,624,1932,242
15:24:03.162, 1112,2644,16416,24.62,822,2817,1738
15:24:03.238,  916,1216,14092,24.53,-419,2355,3899
15:24:03.345, 2200,324,13920,24.53,-1203,-1526,3767
15:24:03.454, 2152,548,18436,24.53,-543,-1744,2119
15:24:03.563, 1280,-452,20684,24.53,-752,390,25
15:24:03.668, -256,-2752,17840,24.53,-789,3127,-2645
15:24:03.782, -420,-672,16000,24.53,385,-572,-4164
15:24:03.855, 1644,1124,12180,24.44,2409,1733,-3369
15:24:03.964, 2388,1460,15016,24.39,-637,-1092,-1603
15:24:04.074, 1004,1772,20920,24.48,1270,-2337,556
15:24:04.187,  876,1920,21748,24.48,2214,567,3253
15:24:04.289,  876,2488,16380,24.48,-809,-1071,4776
15:24:04.400, 1324,76,12232,24.48,-952,1823,3077
15:24:04.471, 2128,-176,14156,24.48,19,723,1776
15:24:04.585, 1000,508,18620,24.48,-1679,-460,1552
15:24:04.695,  552,-520,20268,24.48,255,-104,-108
15:24:04.801, -544,-1812,18396,24.48,1234,1575,-2989
15:24:04.902,   64,-496,14852,24.58,43,1660,-3716
15:24:05.012, 2104,764,11732,24.48,54,-1262,-2333
15:24:05.118, 2068,1192,16152,24.48,-487,-293,-1330
15:24:05.190, 1144,1472,21516,24.48,-742,-1512,464
15:24:05.300,  260,2124,19544,24.58,-391,444,1993
15:24:05.414, -308,2116,16016,24.58,-646,1040,3518
15:24:05.517, 1384,-380,11448,24.58,-1082,132,1637
15:24:05.627, 2120,-1368,15092,24.53,-1009,-1298,57
15:24:05.741, 1700,-944,20032,24.53,-1501,-28,-2198
15:24:05.817,-1244,-1400,22564,24.44,394,3825,-3989
15:24:05.923, -876,-1168,17468,24.48,290,-289,-3603
15:24:06.023, 1300,676,11828,24.58,-83,-385,-2749
15:24:06.127, 2808,1008,14084,24.48,-182,-1069,151
15:24:06.237, 1692,512,20700,24.48,1330,-504,563
15:24:06.351,  512,1248,22840,24.48,801,-986,910
15:24:06.425,  616,1760,16548,24.48,215,340,4044
15:24:06.535,  160,208,13524,24.48,-298,2948,4678
15:24:06.640, 1728,-856,12972,24.39,-1183,371,2598
15:24:06.750, 1560,-368,18832,24.53,-756,-2350,1407
15:24:06.864,  604,-1100,22172,24.53,-867,-373,-709
15:24:06.974, -252,-2924,16688,24.58,1393,475,-3695
15:24:07.050,  132,-684,14156,24.44,1282,1478,-4041
15:24:07.160, 2092,700,11348,24.44,876,-53,-2177
15:24:07.274, 1920,792,15164,24.44,-641,-1607,-1027
15:24:07.388, 1872,1148,20924,24.34,1329,1727,273
15:24:07.465, -976,2172,23120,24.48,-10,3149,1248
15:24:07.579,-1168,2056,17228,24.48,-471,-1374,3141
15:24:07.689,  600,64,12028,24.48,-1347,-1934,1921
15:24:07.790, 2700,-800,13540,24.39,-336,-1970,1026
15:24:07.904, 1876,216,20368,24.39,-383,-261,-415
15:24:07.975,  588,-1060,21760,24.44,-986,290,-1991
15:24:08.086,  332,-2144,16728,24.48,775,-368,-3500
15:24:08.190,  628,248,12672,24.34,1146,2218,-3251
15:24:08.293, 2412,1272,12056,24.34,665,-962,-1486
15:24:08.407, 2740,508,17144,24.48,1632,-392,-896
15:24:08.518, 2340,2328,21648,24.39,110,1390,-289
15:24:08.628, -648,2616,19628,24.39,1185,4065,656
15:24:08.705, -620,2488,15972,24.48,-1184,-692,3090
15:24:08.814,  928,976,12144,24.44,-2060,-2474,3054
15:24:08.928, 2288,936,15732,24.34,-786,-1823,1835
15:24:09.038, 2376,48,20996,24.44,1132,-549,360
15:24:09.110,   92,-1808,21012,24.34,-49,2643,-2648
15:24:09.221,  348,-280,16124,24.34,-86,-1304,-4120
15:24:09.335, 1284,1112,12588,24.34,792,1863,-3364
15:24:09.444, 2760,1748,13600,24.34,606,-2147,-695
15:24:09.521, 2392,1672,19476,24.44,1142,-1579,864
15:24:09.635, 2092,1624,22068,24.34,881,687,2339
15:24:09.749,  576,2576,17244,24.34,-481,2465,3414
15:24:09.854,  -40,940,13148,24.44,-1481,1487,3414
15:24:09.955, 2176,-432,12692,24.34,-1713,-2132,2086
15:24:10.060, 2944,-100,16944,24.39,-1835,-1943,1227
15:24:10.166, 2132,-520,20772,24.29,-1273,170,-454
15:24:10.277,  -20,-2284,18720,24.39,-432,2928,-2537
15:24:10.348, -256,-192,15820,24.39,20,1097,-3243
15:24:10.458, 1992,940,11388,24.29,1126,568,-3032
15:24:10.568, 2640,656,15420,24.29,-110,-455,-1960
15:24:10.675, 1132,612,21184,24.29,682,-634,-913
15:24:10.785, -544,2480,22012,24.25,2244,2010,1662
15:24:10.861, -484,1860,16624,24.29,-1557,-273,4661
15:24:10.975,  752,-276,11908,24.25,-670,1737,3247
15:24:11.085, 2140,-152,14476,24.34,-464,-954,600
15:24:11.194, 1596,560,19188,24.25,9,-1662,-354
15:24:11.308,   28,-1212,21964,24.25,-536,776,-1437
15:24:11.380,  152,-2736,17356,24.34,-209,-606,-3861
15:24:11.494,  812,296,14456,24.29,676,2116,-4530
15:24:11.603, 2396,1044,12452,24.34,246,57,-2411
15:24:11.713, 2100,1800,15244,24.25,-201,-1666,-1185
15:24:11.789, 1300,2792,20048,24.25,1887,-844,976
15:24:11.891, -320,3200,21424,24.34,1270,2241,2712
15:24:12.004,  -16,1816,16956,24.25,-601,-1085,4425
15:24:12.116, 1600,-364,12624,24.34,-1842,483,4462
15:24:12.221, 2992,-940,12580,24.25,-2202,-2278,1967
15:24:12.333, 1660,208,19400,24.29,-644,-833,129
15:24:12.434, 1096,-632,22748,24.25,-1571,1475,-1553
15:24:12.510,  968,-2900,16512,24.25,-238,674,-3349
15:24:12.614,  400,-280,13816,24.25,1880,2972,-4393
15:24:12.724, 2744,1564,12540,24.25,1567,-545,-3003
15:24:12.833, 2808,1148,16644,24.25,176,-1210,-1114
15:24:12.947, 2284,3004,20828,24.2,1043,-2255,1401
15:24:13.023,   36,3492,19628,24.15,2024,1996,3304
15:24:13.137,  808,2328,15892,24.15,-1004,-1003,5617
15:24:13.243, 2344,504,11996,24.25,-1736,721,5611
15:24:13.358, 3176,-1616,14772,24.25,-203,-644,2605
15:24:13.434, 1580,-1848,20588,24.25,1009,1692,-1431
15:24:13.543,-1260,-2132,22768,24.15,-625,3237,-3870
15:24:13.654, -324,-1968,16464,24.15,-1794,-34,-4745
15:24:13.759,  564,304,11484,24.29,1384,2226,-5621
15:24:13.873, 2908,2172,11880,24.15,2527,-375,-3208
15:24:13.949,  648,3400,19540,24.2,2148,1392,38
15:24:14.060,  652,4540,22828,24.2,1757,-1292,2837
15:24:14.163, -540,3328,19200,24.2,530,866,4390
15:24:14.278, -452,1428,14580,24.2,-1533,690,4743
15:24:14.392, 1784,60,11596,24.2,-2769,-3042,3230
15:24:14.468, 2500,-712,15736,24.11,-534,-1602,1679
15:24:14.578, 1212,-1044,20984,24.2,-726,429,-1285
15:24:14.688, -680,-2400,19980,24.2,-2606,3587,-5390
15:24:14.797, -524,464,16192,24.11,760,478,-6238
15:24:14.906, 2388,1468,11436,24.2,1732,-415,-5239
15:24:14.982, 2096,1684,15136,24.2,427,45,-3098
15:24:15.092,   36,2404,20104,24.2,-231,656,-959
15:24:15.203,-1268,3372,21804,24.11,1680,3965,358
15:24:15.309,-1192,3272,17032,24.11,557,976,2575
15:24:15.423, 1044,1120,11472,24.2,-1841,276,3968
15:24:15.495, 1784,968,14576,24.11,-1364,-529,2970
15:24:15.604,  -96,1076,21072,24.11,-1623,600,876
15:24:15.718,-2512,-1196,23612,24.11,-2282,3411,-2654
15:24:15.828,-1428,-2104,16836,24.01,-295,-1578,-3175
15:24:15.938, -832,-36,13168,24.11,1186,176,-3028
15:24:16.010, 2180,832,12240,24.11,3327,-2895,-1989
15:24:16.122,  912,2116,18380,24.11,1666,-1356,-1073
15:24:16.232,   24,3440,21100,24.15,1887,-1412,969
15:24:16.346, -268,3488,17316,24.06,-557,2001,3648
15:24:16.451, -540,2520,14708,24.06,-3003,2731,5088
15:24:16.527, 1264,352,12292,24.11,-2965,-177,3723
15:24:16.637, 1368,-24,17304,24.01,-940,-866,1733
15:24:16.751,  680,-612,21032,24.11,-551,-965,-863
15:24:16.865,-1108,-2588,20420,24.06,-1394,3007,-3559
15:24:16.940,-1320,-1424,16516,24.06,155,-1256,-3905
15:24:17.050,  896,-164,11596,23.97,775,-186,-4043
15:24:17.165, 1760,432,14060,24.11,1292,-1059,-2803
15:24:17.279,  684,1132,20196,23.97,1163,-335,-1628
15:24:17.355, -384,1856,22916,24.01,1722,2069,812
15:24:17.467,-1340,3076,18072,24.11,1266,1457,1776
15:24:17.581,   72,880,12652,24.01,-1436,170,3044
15:24:17.657, 1988,132,13432,24.11,-1746,-3296,2581
15:24:17.764, 2000,920,19484,23.97,-1293,-2562,614
15:24:17.878,  796,-216,21940,23.97,-2058,-977,-3093
15:24:17.978, -240,-1044,17188,23.97,781,331,-3856
15:24:18.088,  604,456,13620,24.11,-374,-543,-3359
15:24:18.201, 2164,1272,12976,24.01,890,1170,-2188
15:24:18.276, 2508,932,17340,24.01,-123,1836,932
15:24:18.386, 1308,848,20624,23.97,-100,252,2740
15:24:18.500, -844,1316,19364,23.87,2813,3011,2766
15:24:18.609, -608,1112,15560,23.97,811,122,2242
15:24:18.723, 1220,388,12424,23.92,-1339,1011,1802
15:24:18.799,  932,800,15380,23.97,-295,207,1092
15:24:18.900, -524,488,19060,24.01,-677,371,-961
15:24:19.014,-2416,-1484,20068,23.92,-1219,5198,-3080
15:24:19.124,-1824,-1164,17252,23.92,-891,-531,-3852
15:24:19.234, -224,732,13612,23.92,2180,663,-3996
15:24:19.310,  860,1412,13332,23.97,1869,-2675,-2307
15:24:19.420, -492,1924,17876,23.87,874,-1401,-1780
15:24:19.529, -220,2500,21908,23.97,805,165,-945
15:24:19.634, -528,3288,17676,23.92,179,2294,2500
15:24:19.749,-1404,1812,15356,23.92,-2403,-173,4595
15:24:19.825,  728,460,11684,24.01,-1978,-1735,3243
15:24:19.934, 1424,1100,16732,23.92,-451,-940,2257
15:24:20.043,  264,732,22356,23.82,426,-222,678
15:24:20.149,-1132,-1556,20204,23.92,-2342,308,-1489
15:24:20.262, -940,-1944,16540,23.97,-1125,-3211,-3421
15:24:20.372,  544,448,11840,23.87,1932,1458,-4038
15:24:20.444, 2100,1636,13200,23.97,578,-1419,-1488
15:24:20.553, 1980,1040,18752,23.87,-541,44,457
15:24:20.663,  688,1688,22016,23.92,1582,964,1504
15:24:20.773, -212,2436,17256,23.82,1201,1058,3172
15:24:20.887, -296,1184,14284,23.92,-461,1240,3859
15:24:20.955, 1212,-440,12180,23.82,425,774,3019
15:24:21.060, 2064,964,16792,23.92,-452,-1453,2308
15:24:21.172,  836,684,21220,23.92,-2075,336,-985
15:24:21.278,-1652,-1680,20844,23.78,-1484,3323,-3022
15:24:21.392,-1688,-1120,17056,23.68,153,-1096,-4497
15:24:21.501,  444,616,13264,23.87,2096,1112,-4445
15:24:21.607, 2080,1108,13084,23.78,1158,-1805,-2491
15:24:21.683, 1112,1188,19204,23.82,471,-364,-1342
15:24:21.804,  416,1676,22120,23.73,911,-381,173
15:24:21.912, -376,2300,16416,23.78,-1512,1475,2435
15:24:21.988, -672,1436,14268,23.82,-2392,1395,4031
15:24:22.103,  448,320,11996,23.82,-1740,-365,3006
15:24:22.209, 1776,616,16460,23.82,-447,-1469,2307
15:24:22.318, 1776,-280,21608,23.68,-416,-1201,-34
15:24:22.432,-1552,-1976,22432,23.78,413,2618,-3074
15:24:22.504, -600,-1724,15344,23.82,1155,-2230,-3401
15:24:22.610,  448,652,12348,23.82,1238,2927,-3586
15:24:22.716, 1544,1320,13328,23.78,1721,-991,-2690
15:24:22.821, 1956,2060,18856,23.87,175,-1376,-1547
15:24:22.935, 1380,3268,21316,23.82,2143,-1086,520
15:24:23.045, -740,3148,17568,23.78,209,1863,2613
15:24:23.121, -516,1252,14204,23.78,-1499,664,4080
15:24:23.235, 1112,532,11996,23.82,-1556,-190,2817
15:24:23.341, 1792,784,18268,23.78,-1848,-1749,2715
15:24:23.447, 1084,256,21580,23.73,-651,-254,958
15:24:23.552,-1240,-1400,19812,23.73,1604,4048,-2142
15:24:23.662, -796,-936,16272,23.78,42,-11,-3523
15:24:23.771, -176,72,11560,23.82,1381,1197,-3684
15:24:23.843, 1712,1408,14084,23.73,990,-3768,-2533
15:24:23.953, 2160,2160,21204,23.78,877,83,-1000
15:24:24.067,  -36,3412,23132,23.73,1510,2550,1064
15:24:24.168,-1272,3344,15892,23.73,-1023,1406,1747
15:24:24.282, -864,1632,12792,23.68,-978,2674,2640
15:24:24.358,  -20,1124,13340,23.78,-1223,333,2839
15:24:24.472,  652,824,17412,23.82,-478,-2344,2414
15:24:24.573,  132,484,20244,23.68,-690,-1605,1145
15:24:24.678,-1784,-1880,19672,23.64,-1248,1068,-869
15:24:24.783,-1376,-1440,16336,23.64,-268,-1396,-3551
15:24:24.897,  940,540,12412,23.73,1163,132,-4575
15:24:24.973, 2296,1136,13904,23.68,-447,-2551,-2424
15:24:25.078, 1724,988,19568,23.64,-438,-717,-625
15:24:25.184,  776,1992,21936,23.68,995,744,1231
15:24:25.290,  364,2692,16592,23.73,44,1010,2633
15:24:25.399,  172,968,13316,23.68,-366,2883,3633
15:24:25.513, 1480,-564,12820,23.64,-1616,-622,2348
15:24:25.622, 1764,-312,17736,23.54,-1050,-137,1221
15:24:25.732, -548,-804,21604,23.68,-1565,358,-1198
15:24:25.808,-2092,-2436,18488,23.64,-509,2089,-3779
15:24:25.914,-1472,-684,15972,23.64,1266,-1105,-4263
15:24:26.028, 1472,1556,11484,23.59,2265,310,-3944
15:24:26.142, 1604,2076,14228,23.59,-153,-484,-2150
15:24:26.218, -280,2596,20784,23.64,1757,-752,726
15:24:26.328,-1148,3060,22620,23.54,2131,1516,3322
15:24:26.438,-1200,2384,16640,23.54,-634,397,4913
15:24:26.552,  264,264,12420,23.64,-1596,1662,4664
15:24:26.628, 1468,-488,14104,23.59,-2108,-1597,2896
15:24:26.741,  868,160,20248,23.59,-1727,-2198,949
15:24:26.849,  240,-1180,21184,23.64,-1120,-309,-1729
15:24:26.962, -932,-2896,17536,23.59,386,149,-5528
15:24:27.038, -480,-144,14796,23.64,1889,1560,-6087
15:24:27.147, 1616,1312,11868,23.54,1659,324,-3976
15:24:27.262, 1604,1640,16416,23.59,-801,-1482,-2571
15:24:27.371, 1188,2512,19528,23.59,120,-2004,-739
15:24:27.447,-1116,3628,21260,23.64,1511,4169,1925
15:24:27.556,-1120,1844,16912,23.54,-536,1719,4872
15:24:27.662,  264,136,12584,23.49,-1601,1352,4317
15:24:27.767, 1232,304,15780,23.54,-900,-2619,3338
15:24:27.877, 1100,424,19900,23.54,-1110,-2181,1334
15:24:27.991, -416,-1300,21356,23.54,-1433,2836,-1679
15:24:28.097,-1604,-2712,16820,23.59,-587,1213,-3900
15:24:28.169,-1432,-560,13640,23.59,1110,598,-4521
15:24:28.281, 1520,1108,11908,23.54,2448,-1807,-4287
15:24:28.389, 1712,1940,17412,23.45,113,-448,-2883
15:24:28.503,  464,2804,20592,23.49,635,-480,-176
15:24:28.614,-1036,2504,18884,23.45,-592,3585,2352
15:24:28.690,-1024,1656,16388,23.54,-886,26,4840
15:24:28.804,  468,636,13296,23.49,-1814,180,3388
15:24:28.914,  724,956,15368,23.49,-1658,-1112,1476
15:24:29.019, -828,228,20548,23.54,809,1628,-623
15:24:29.125,-2492,-1556,21132,23.64,-163,5045,-2579
15:24:29.234,-2196,-1236,16204,23.49,364,-841,-2544
15:24:29.304, -808,656,13472,23.54,1069,2622,-3121
15:24:29.409,    4,860,14092,23.54,1904,-2372,-1466
15:24:29.523, -840,1140,18316,23.59,1157,-1988,-220
15:24:29.628, -376,2880,20128,23.54,1146,-2423,672
15:24:29.737, -372,3504,17276,23.54,1443,2003,2754
15:24:29.847,-1800,1884,15816,23.59,-1409,2385,3816
15:24:29.920,  364,432,13076,23.54,-2193,-2642,2222
15:24:30.033,  720,472,15356,23.54,-2567,-1794,985
15:24:30.147,-1120,416,20172,23.49,-1672,4,-1226
15:24:30.252,-3196,-1428,21140,23.54,269,5641,-2354
15:24:30.366,-2548,-1052,16548,23.49,450,-850,-3724
15:24:30.442,  268,476,12156,23.59,3221,486,-5344
15:24:30.557, 1596,1836,14088,23.45,2694,178,-3265
15:24:30.666, -832,3576,20956,23.59,996,-221,-1270
15:24:30.771,-2252,3656,23060,23.49,86,-2186,1046
15:24:30.875,-1032,3416,16412,23.59,-965,-2012,3750
15:24:30.984, -196,2020,13240,23.54,-1292,1639,5266
15:24:31.056,  564,876,13092,23.54,-2081,-74,2758
15:24:31.166,  428,856,19000,23.54,-900,-3346,1134
15:24:31.274,  344,148,20912,23.49,-1013,-1540,-1008
15:24:31.379, -848,-2720,17712,23.49,465,3508,-3687
15:24:31.485,-1628,-752,15820,23.45,798,22,-5333
15:24:31.595, 1620,1436,11960,23.59,2052,-362,-4835
15:24:31.700, 2056,2176,15092,23.49,-416,-256,-1802
15:24:31.776, -424,2340,21716,23.49,459,-1972,-161
15:24:31.884, -608,3420,22212,23.45,993,680,2295
15:24:31.990, -220,2816,16260,23.49,-1438,899,4970
15:24:32.100,   36,928,13412,23.49,-1557,1699,5253
15:24:32.210, 1064,200,14116,23.45,-1241,-2047,3321
15:24:32.324, 1312,240,18976,23.54,-1342,-2263,1229
15:24:32.396,  856,-1496,20868,23.45,-1054,-14,-743
15:24:32.501, -428,-2956,17236,23.4,-1109,1734,-3921
15:24:32.611, -452,-516,14972,23.45,638,1292,-5374
15:24:32.721, 1624,2292,11724,23.45,1236,677,-4236
15:24:32.835, 2288,1980,16268,23.4,725,-999,-1823
15:24:32.906, 1348,2612,20976,23.35,2767,-443,733
15:24:33.016, -852,2820,21560,23.54,33,1931,3145
15:24:33.126, -704,2580,15768,23.45,-1669,-1785,5419
15:24:33.236,  476,380,11908,23.4,-1998,773,3787
15:24:33.350, 1812,-64,13516,23.45,-1657,-1188,2022
15:24:33.421, 1588,588,20524,23.45,-1158,-1117,270
15:24:33.527,  700,-1168,22960,23.49,-1426,1368,-2219
